영업상태명,상세영업상태코드,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
영업/정상,1,영업,,30.0,120812.0,서울특별시 서대문구 북가좌동 279-12번지 ,서울특별시 서대문구 응암로 116 1층 (북가좌동),3667.0,마츠키,20200500000000.0,I,2020-05-09 0:23,일식,192308.8448,453379.4394,일식,1082992906,4.71
영업/정상,1,영업,,67.5,120120.0,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이 ,서울특별시 서대문구 가재울미래로 2 상가 201동 105호 (남가좌동 DMC파크뷰자이),3711.0,삼구장수면옥,20190500000000.0,U,2019-05-05 2:40,한식,192672.0675,452221.9607,한식,532176528,4.25
영업/정상,1,영업,,33.0,120808.0,서울특별시 서대문구 대현동 37-10,서울특별시 서대문구 이화여대7길 37 1층 (대현동),3766.0,더숲키친(THE forest kichen),20220400000000.0,U,2021-12-04 0:07,일식,194992.925,450796.9419,,-,-
영업/정상,1,영업,02  302 6002,28.09,120827.0,서울특별시 서대문구 연희동 719-17번지 (지상1층) ,서울특별시 서대문구 홍연길 91 (연희동(지상1층)),3696.0,황금성,20120900000000.0,I,2018-08-31 23:59,중국식,193874.1017,452744.9341,중국식,18750721,4.31
영업/정상,1,영업,203925640,140.19,120160.0,서울특별시 서대문구 대신동 84-8 ,서울특별시 서대문구 연대동문길 29 (대신동),3721.0,딸기골,20220200000000.0,U,2022-02-27 2:40,경양식,194968.4751,451295.1663,경양식,13155223,4.35
영업/정상,1,영업,,310.89,120834.0,서울특별시 서대문구 창천동 31-91번지 ,서울특별시 서대문구 명물길 21 1~2층 (창천동),3776.0,교촌치킨 신촌점,20180600000000.0,I,2018-08-31 23:59,기타,194432.81,450636.5117,기타,36524220,4.3
영업/정상,1,영업,203042128,46.8,120834.0,서울특별시 서대문구 창천동 52-122번지 ,서울특별시 서대문구 연세로7안길 10-1 (창천동),3788.0,소우오뎅,20140300000000.0,I,2018-08-31 23:59,분식,194292.8475,450657.4555,분식,1275958492,3.88
영업/정상,1,영업,,30.0,120805.0,서울특별시 서대문구 남가좌동 289-7 ,서울특별시 서대문구 수색로4가길 7 1층 (남가좌동),3712.0,엄마맛집,20200700000000.0,U,2020-07-31 2:40,한식,192389.1622,452010.4065,한식,13018229,4.36
영업/정상,1,영업,02  303 8386,53.0,120812.0,서울특별시 서대문구 북가좌동 292-16번지 1층 ,서울특별시 서대문구 증가로 227 1층 (북가좌동),3682.0,꼬꼬야 닭먹자,20180400000000.0,I,2018-08-31 23:59,통닭(치킨),192321.8723,453276.7144,통닭(치킨),1980012312,-
영업/정상,1,영업,,35.1,120040.0,서울특별시 서대문구 천연동 112-1 1층,서울특별시 서대문구 독립문로12길 18 1층 (천연동),3745.0,효동바,20220600000000.0,U,2021-12-05 22:02,한식,196482.6181,451747.9094,,1279025053,-
영업/정상,1,영업,070 81121629,52.23,120848.0,서울특별시 서대문구 홍은동 430-6 지하1층 ,서울특별시 서대문구 연희로 262-19 (홍은동 지하1층),3653.0,동신병원장례식장,20200900000000.0,U,2020-09-26 2:40,한식,194338.1573,453202.6354,한식,18258538,-
영업/정상,1,영업,,39.0,120853.0,서울특별시 서대문구 홍제동 90-67 ,서울특별시 서대문구 통일로 375 1층 (홍제동),3730.0,파스타입니다 홍제점,20201100000000.0,I,2020-11-11 0:23,경양식,195452.2393,453470.4562,경양식,1721881205,4.5
영업/정상,1,영업,02  376 7176,90.25,120848.0,서울특별시 서대문구 홍은동 400-11번지 (지상1층) ,서울특별시 서대문구 가좌로 101 (홍은동(지상1층)),3675.0,썬더치킨&호프,20170300000000.0,I,2018-08-31 23:59,한식,193429.1872,453271.7446,한식,-,-
영업/정상,1,영업,,81.53,120810.0,서울특별시 서대문구 북가좌동 3-33번지 (지상1층) ,서울특별시 서대문구 증가로20가길 79 (북가좌동(지상1층)),3671.0,종점식당,20200400000000.0,U,2020-05-01 2:40,한식,192868.1568,453333.3112,한식,1118731899,4.38
영업/정상,1,영업,02 3123373,23.5,120822.0,서울특별시 서대문구 북아현동 221-7 백상빌딩 1층 102호,서울특별시 서대문구 신촌로 231 백상빌딩 1층 102호 (북아현동),3774.0,굴레방아현황소곱창구이,20210800000000.0,U,2021-08-05 2:40,한식,195643.8656,450576.3855,한식,-,-
영업/정상,1,영업,,91.5,120012.0,서울특별시 서대문구 충정로2가 113-1 1층 115번지3호2층 ,서울특별시 서대문구 충정로9길 4 1층~2층 (충정로2가),3736.0,서대문호프,20210600000000.0,I,2021-06-03 0:23,호프/통닭,196853.6057,451352.1472,호프/통닭,1009685179,4.43
영업/정상,1,영업,02  313 9498,53.8,120808.0,서울특별시 서대문구 대현동 27-20 (신촌가이아 101102호) ,서울특별시 서대문구 신촌역로 16 (대현동(신촌가이아 101102호)),3766.0,남도벌교음식점,20210800000000.0,U,2021-08-15 2:40,한식,194907.8574,450641.2788,한식,37182549,4.31
영업/정상,1,영업,,35.7,120808.0,서울특별시 서대문구 대현동 56-14번지 ,서울특별시 서대문구 이화여대3길 2 (대현동),3766.0,포히엔 베트남 쌀국수,20190200000000.0,I,2019-02-13 2:21,외국음식전문점(인도태국등),195119.4945,450651.1978,외국음식전문점(인도태국등),1100834287,4.51
영업/정상,1,영업,02 3955111,27.2,120847.0,서울특별시 서대문구 홍은동 274-114번지 ,서울특별시 서대문구 연희로 263 (홍은동),3658.0,고바우왕족발,20140900000000.0,I,2018-08-31 23:59,분식,194267.5556,453136.1625,분식,11853720,4.41
영업/정상,1,영업,02  333 0789,26.26,120825.0,서울특별시 서대문구 연희동 188-66 1층 101호,서울특별시 서대문구 연희로 93-7 1층 101호 (연희동),3708.0,해바라기포차,20220400000000.0,U,2021-12-03 21:00,횟집,193745.026,451598.1682,,1914431424,-
영업/정상,1,영업,02  393 6161,56.1,120809.0,서울특별시 서대문구 대현동 110-35 지하1층,서울특별시 서대문구 연세로2마길 20 지하1층 (대현동),3780.0,어반49(urban49),20220400000000.0,U,2021-12-03 21:00,경양식,194835.3243,450643.7981,,-,-
영업/정상,1,영업,,103.92,120825.0,서울특별시 서대문구 연희동 192-1번지 ,서울특별시 서대문구 연희로11가길 43 지상1층 (연희동),3707.0,로얄싸롱(Royal Saloon),20190100000000.0,U,2019-01-13 2:40,경양식,193559.1228,451590.2325,경양식,-,-
영업/정상,1,영업,02  365 8788,41.6,120833.0,서울특별시 서대문구 창천동 5-94번지 1층 전체 ,서울특별시 서대문구 연세로4길 48 1층 (창천동),3777.0,와사비,20180100000000.0,I,2018-08-31 23:59,한식,194551.3414,450642.3465,한식,18241748,4.41
영업/정상,1,영업,,45.45,120012.0,서울특별시 서대문구 충정로2가 69-33 1층,서울특별시 서대문구 경기대로9길 1 1층 (충정로2가),3752.0,잭슨피자 서대문점,20220600000000.0,U,2021-12-05 23:08,경양식,196718.1923,451354.1582,,1427366829,-
영업/정상,1,영업,,62.7,120834.0,서울특별시 서대문구 창천동 53-15 ,서울특별시 서대문구 연세로7길 38 (창천동),3787.0,대박황소곱창,20210500000000.0,U,2021-06-02 2:40,호프/통닭,194171.5536,450622.9912,호프/통닭,13156375,4.59
영업/정상,1,영업,,47.32,120805.0,서울특별시 서대문구 남가좌동 292-11번지 1층 ,서울특별시 서대문구 수색로 23-1 1층 (남가좌동),3715.0,여기가좋겠네,20170800000000.0,I,2018-08-31 23:59,한식,192467.4563,451825.3495,한식,1057002979,4.5
영업/정상,1,영업,02  730 5592,76.76,120853.0,서울특별시 서대문구 홍제동 90-15 ,서울특별시 서대문구 통일로 367 1층 (홍제동),3730.0,맛닭꼬 무악재역점,20210200000000.0,U,2021-02-24 2:40,호프/통닭,195488.6099,453407.1389,호프/통닭,1752581700,4.22
영업/정상,1,영업,207203367,44.94,120855.0,서울특별시 서대문구 홍제동 147-10번지 ,서울특별시 서대문구 통일로 405 (홍제동),3730.0,프린스치킨,19990500000000.0,I,2018-08-31 23:59,분식,195256.1705,453721.1845,분식,1611425689,4.21
영업/정상,1,영업,02  363 6286,132.0,120030.0,서울특별시 서대문구 합동 21-23 ,서울특별시 서대문구 서소문로 53 (합동),3741.0,채쉐프,20210900000000.0,U,2021-09-26 2:40,한식,197028.1322,451044.356,한식,1071824957,4.15
영업/정상,1,영업,,83.7,120825.0,서울특별시 서대문구 연희동 188-2 신라빌딩 4층 일부,서울특별시 서대문구 연희로 97 신라빌딩 4층 일부호 (연희동),3708.0,루프탑 연희,20220400000000.0,U,2021-12-03 21:00,기타,193795.6214,451616.2968,,1934994866,4.55
영업/정상,1,영업,02  335 6666,22.0,120706.0,서울특별시 서대문구 창천동 30-33 현대백화점신촌점,서울특별시 서대문구 신촌로 83 현대백화점신촌점 지하1층 (창천동),3789.0,왕푸징마라탕 신촌점,20220500000000.0,U,2021-12-04 23:09,중국식,194265.0676,450433.691,,1982827222,4.31
영업/정상,1,영업,02  304 7733,69.43,120130.0,서울특별시 서대문구 북가좌동 335-9번지 40 ,서울특별시 서대문구 응암로 145 (북가좌동40),3676.0,마포참숯불갈비,20091200000000.0,I,2018-08-31 23:59,한식,192424.6595,453675.374,한식,-,-
영업/정상,1,영업,203235064,44.0,120180.0,서울특별시 서대문구 창천동 52-18번지 19 (지상3층) ,서울특별시 서대문구 연세로9길 10-7 (창천동19 (지상3층)),3788.0,은정식당,20171100000000.0,I,2018-08-31 23:59,한식,194295.2297,450734.7187,한식,1927641442,-
영업/정상,1,영업,,82.6,120825.0,서울특별시 서대문구 연희동 134-16 103호,서울특별시 서대문구 증가로 1 103호 (연희동),3708.0,탭스터(TAPSTER),20210700000000.0,U,2021-07-17 2:40,경양식,193914.3259,451819.4656,경양식,-,-
영업/정상,1,영업,,39.66,120824.0,서울특별시 서대문구 연희동 727번지 ,서울특별시 서대문구 가좌로 36 1층 (연희동),3661.0,양밍산,20200500000000.0,U,2020-05-27 2:40,중국식,193913.9895,452821.8908,중국식,1008179320,4.6
영업/정상,1,영업,02 3540818,50.0,120814.0,서울특별시 서대문구 북가좌동 327-13번지 ,서울특별시 서대문구 응암로 103 1층 (북가좌동),3678.0,이가족발,20181000000000.0,U,2018-10-24 2:36,한식,192219.4545,453313.7721,한식,33015231,4.4
영업/정상,1,영업,,63.32,120808.0,서울특별시 서대문구 대현동 60-11 신촌 박스퀘어 3층 62호 ,,,제주일상,20220100000000.0,U,2022-01-07 2:40,경양식,194955.4064,450620.4637,경양식,1435463902,4.31
영업/정상,1,영업,,20.0,120810.0,서울특별시 서대문구 북가좌동 103-2번지 ,서울특별시 서대문구 거북골로 152 (북가좌동),3690.0,투다리,20181200000000.0,U,2018-12-30 2:40,한식,192243.8571,452591.5461,한식,1613136503,-
영업/정상,1,영업,203127542,50.43,120808.0,서울특별시 서대문구 대현동 56-67번지 ,,,남향종합분식,20010900000000.0,I,2018-08-31 23:59,분식,,,분식,-,-
영업/정상,1,영업,,33.3,120806.0,서울특별시 서대문구 남가좌동 336-1번지 ,서울특별시 서대문구 가재울로4길 57-55 1층 (남가좌동),3692.0,달디위드 커피,20190700000000.0,I,2019-07-19 2:21,경양식,193218.4619,452673.5167,경양식,1242569613,4.71
영업/정상,1,영업,,115.5,120825.0,서울특별시 서대문구 연희동 137-4번지 지하1층 ,서울특별시 서대문구 연희맛로 36 (연희동 지하1층),3708.0,진미(珍味),20181000000000.0,U,2018-10-31 2:37,한식,193836.2597,451741.7536,한식,-,-
영업/정상,1,영업,,30.0,120856.0,서울특별시 서대문구 홍제동 215번지 1층 3호 ,서울특별시 서대문구 세무서2길 16 1층 3호 (홍제동),3630.0,돈카츠,20181000000000.0,I,2018-10-26 2:36,일식,195201.1724,454051.1461,일식,1970674029,4.81
영업/정상,1,영업,02  313 7804,45.46,120840.0,서울특별시 서대문구 충정로3가 275 ,서울특별시 서대문구 충정로4길 14 (충정로3가),3742.0,마포숯불갈비,20210800000000.0,U,2021-08-05 2:40,한식,196747.6106,450941.1581,한식,20924580,4.62
영업/정상,1,영업,02 3133335,69.42,120012.0,서울특별시 서대문구 충정로2가 78-7번지 지상12층 ,서울특별시 서대문구 충정로11길 23 (충정로2가지상12층),3736.0,동네한바퀴,20190300000000.0,U,2019-03-22 2:40,한식,196844.5584,451457.6873,한식,1125707649,4.26
영업/정상,1,영업,,31.0,120853.0,서울특별시 서대문구 홍제동 90-3 ,서울특별시 서대문구 통일로27길 8 1층 (홍제동),3730.0,테트리스 찜닭,20210500000000.0,I,2021-05-30 0:22,한식,195416.3108,453481.5187,한식,1886901416,-
영업/정상,1,영업,02  363 8028,52.31,120060.0,서울특별시 서대문구 옥천동 1번지  2 (지상1층) ,서울특별시 서대문구 통일로 177 (옥천동 2 (지상1층)),3734.0,애플,20181200000000.0,U,2018-12-09 2:40,통닭(치킨),196646.3163,451906.882,통닭(치킨),1699308176,-
영업/정상,1,영업,,165.75,120859.0,서울특별시 서대문구 홍제동 158-49 12층,서울특별시 서대문구 통일로 419-1 12층 (홍제동),3646.0,소설원 홍제,20220500000000.0,U,2021-12-04 22:09,기타,195162.8496,453830.6847,,1923989820,-
영업/정상,1,영업,,7.42,120808.0,서울특별시 서대문구 대현동 60-11 ,서울특별시 서대문구 신촌역로 22-5 신촌박스퀘어 1층 3호 (대현동),3766.0,피리 피리(piri piri),20211000000000.0,I,2021-10-30 0:22,한식,194955.4064,450620.4637,한식,-,-
영업/정상,1,영업,02312 8325,82.5,120833.0,서울특별시 서대문구 창천동 18-55번지 (지하1층) ,서울특별시 서대문구 연세로 10-1 (창천동(지하1층)),3779.0,나주식당,20150500000000.0,I,2018-08-31 23:59,분식,194375.0811,450469.8516,분식,1825413835,4.19
영업/정상,1,영업,02  393 7638,48.97,120859.0,서울특별시 서대문구 홍제동 330-241 (지상1층) ,서울특별시 서대문구 통일로39가길 1 (홍제동(지상1층)),3637.0,우리냉면,20210800000000.0,U,2021-08-20 2:40,호프/통닭,194950.6955,454004.4499,호프/통닭,18743426,4.37
영업/정상,1,영업,,134.21,120012.0,서울특별시 서대문구 충정로2가 124,서울특별시 서대문구 충정로 73 1층 (충정로2가),3736.0,종로보쌈,20220600000000.0,I,2021-12-05 22:06,한식,196920.3793,451448.6573,,18201532,4.28
영업/정상,1,영업,203256733,49.89,120834.0,서울특별시 서대문구 창천동 52-79 2층 전체,서울특별시 서대문구 연세로7길 32 2층 (창천동),3788.0,만남양꼬치,20220700000000.0,U,2021-12-06 21:00,기타,194192.7931,450613.0494,,-,-
영업/정상,1,영업,02 31520630,105.0,120813.0,서울특별시 서대문구 북가좌동 306-19 1층 전체 자일빌딩 ,서울특별시 서대문구 응암로 62 1층 (북가좌동),3691.0,콩부자 북가좌점,20201000000000.0,U,2020-10-25 2:40,한식,192034.5692,452924.8113,한식,1718734696,4.32
영업/정상,1,영업,02  31742333,109.12,120013.0,서울특별시 서대문구 충정로3가 480번지 더스타일하우스디센트럴 ,서울특별시 서대문구 경기대로 26-26 201동 B106호 (충정로3가 더스타일하우스디센트럴),3737.0,원조봉순게장,20200300000000.0,I,2020-03-20 0:23,한식,,,한식,1426632443,4.51
영업/정상,1,영업,,16.0,120841.0,서울특별시 서대문구 홍은동 9-432번지 1층 우측상가 일부 ,서울특별시 서대문구 포방터길 62 1층 (홍은동),3606.0,엄마손만두,20171100000000.0,I,2018-08-31 23:59,한식,195462.3454,455233.5098,한식,1228410565,-
영업/정상,1,영업,02  365 5550,113.16,120839.0,서울특별시 서대문구 충정로3가 190-21 2층 ,서울특별시 서대문구 충정로5길 2 (충정로3가 2층),3737.0,시골칼국수,20210900000000.0,U,2021-09-05 2:40,한식,196758.6116,451165.5114,한식,30806275,4.37
영업/정상,1,영업,,42.72,120807.0,서울특별시 서대문구 남가좌동 343-11번지 (지상1층) ,서울특별시 서대문구 거북골로 43-12 (남가좌동(지상1층)),3665.0,만득이네 두루치기,20121200000000.0,I,2018-08-31 23:59,경양식,193189.82,452961.1217,경양식,31806559,4.66
영업/정상,1,영업,02  364 7427,30.0,120819.0,서울특별시 서대문구 북아현동 134-3 ,서울특별시 서대문구 북아현로2안길 6 (북아현동),3757.0,쉼터,20211200000000.0,U,2021-12-18 2:40,호프/통닭,196120.7464,450666.3276,호프/통닭,32891480,-
영업/정상,1,영업,02 3624203,37.4,120020.0,서울특별시 서대문구 미근동 31-3번지 ,서울특별시 서대문구 통일로 107-17 (미근동),3739.0,풍요람,20071200000000.0,I,2018-08-31 23:59,한식,197026.5921,451339.3258,한식,12969995,4.44
영업/정상,1,영업,,65.98,120833.0,서울특별시 서대문구 창천동 4-80 ,서울특별시 서대문구 명물길 76-5 지하2층 (창천동),3777.0,배떡 신촌점,20210900000000.0,U,2021-10-01 2:40,한식,194678.8333,450728.0033,한식,1542924704,4.54
영업/정상,1,영업,,120.0,120841.0,서울특별시 서대문구 홍은동 9-310번지 외 1필지 ,서울특별시 서대문구 홍은중앙로 113 (홍은동외 1필지),3602.0,본가백반부페,20190400000000.0,U,2019-04-12 2:40,통닭(치킨),195394.843,455355.6455,통닭(치킨),1078958500,-
영업/정상,1,영업,,16.0,120857.0,서울특별시 서대문구 홍제동 299-49 ,서울특별시 서대문구 통일로40안길 3-1 가동 1층 3호 (홍제동),3628.0,쭌이네,20210600000000.0,I,2021-06-12 0:22,분식,194927.1035,454241.9399,분식,-,-
영업/정상,1,영업,,84.82,120013.0,서울특별시 서대문구 충정로3가 465 1층 107호 전체 충정리시온 ,서울특별시 서대문구 서소문로 27 1층 107호 (충정로3가 충정리시온),3741.0,차이로드,20210500000000.0,U,2021-05-28 2:40,한식,196824.0727,450890.6641,한식,1772541540,4.76
영업/정상,1,영업,,66.48,120801.0,서울특별시 서대문구 남가좌동 73-350번지 2층 ,서울특별시 서대문구 가재울로4길 13 2층 (남가좌동),3694.0,지브로푸드,20190900000000.0,U,2019-09-26 2:40,한식,193095.2778,452501.7822,한식,38765837,-
영업/정상,1,영업,,20.1,120857.0,서울특별시 서대문구 홍제동 294-20번지 제나동 1층 ,서울특별시 서대문구 인왕시장길 12 제나동 1층 (홍제동),3628.0,장인국수,20180300000000.0,I,2018-08-31 23:59,한식,194867.5809,454305.1231,한식,1476810150,4.35
영업/정상,1,영업,02  393 4478,60.75,120030.0,서울특별시 서대문구 합동 21-23번지 (지하1층) ,서울특별시 서대문구 서소문로 53 (합동(지하1층)),3741.0,파이브셉템버(5SEPTEMBER),20181200000000.0,U,2018-12-15 2:40,호프/통닭,197028.1322,451044.356,호프/통닭,-,-
영업/정상,1,영업,,66.0,120857.0,서울특별시 서대문구 홍제동 245-8번지 1층 ,서울특별시 서대문구 세무서길 59 1층 (홍제동),3624.0,동네고기,20180300000000.0,I,2018-08-31 23:59,한식,195182.6309,454256.7989,한식,1973101825,4.36
영업/정상,1,영업,,49.06,120833.0,서울특별시 서대문구 창천동 13-27 1층,서울특별시 서대문구 명물길 20 1층 (창천동),3777.0,싸움의 고수,20220400000000.0,U,2021-12-03 21:00,한식,194447.4643,450610.2613,,1517229983,4.21
영업/정상,1,영업,305 7244,42.29,120805.0,서울특별시 서대문구 남가좌동 291-46 ,서울특별시 서대문구 수색로 28-5 (남가좌동),3712.0,전주청국장,20211100000000.0,U,2021-11-03 2:40,한식,192468.4681,451917.8072,한식,1435297217,4.2
영업/정상,1,영업,,33.0,120857.0,서울특별시 서대문구 홍제동 300-6번지 ,서울특별시 서대문구 통일로40안길 6 1층 (홍제동),3628.0,유진식당,20181100000000.0,I,2018-11-04 2:36,한식,194962.41,454235.0828,한식,20848159,4.15
영업/정상,1,영업,,13.69,120833.0,서울특별시 서대문구 창천동 29-81번지 신촌르메이에르타운5 B401호 ,서울특별시 서대문구 신촌로 109 (창천동 신촌르메이에르타운5 B401호),3779.0,비니네 샐러드(Veeny's Salad),20190600000000.0,U,2019-06-14 2:40,기타,194474.8194,450422.3742,기타,-,-
영업/정상,1,영업,,71.16,120120.0,서울특별시 서대문구 남가좌동 385 DMC파크뷰자이 ,서울특별시 서대문구 가재울미래로 2 상가102동 1층 101호 (남가좌동 DMC파크뷰자이),3709.0,무공돈까스 가재울뉴타운점,20211000000000.0,I,2021-10-23 0:23,분식,192672.0675,452221.9607,분식,1122076431,-
영업/정상,1,영업,,71.67,120120.0,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이 ,서울특별시 서대문구 가재울미래로 2 상가403동404동 1층 103호 (남가좌동 DMC파크뷰자이),3711.0,든든김밥,20181100000000.0,I,2018-11-29 2:20,분식,192672.0675,452221.9607,분식,1553396118,-
영업/정상,1,영업,,33.0,120814.0,서울특별시 서대문구 북가좌동 307-5번지 ,서울특별시 서대문구 응암로 59 1층 (북가좌동),3681.0,그안,20200100000000.0,I,2020-01-15 0:23,경양식,191982.3154,452927.972,경양식,1937093314,4.3
영업/정상,1,영업,080 234 7575,378.71,,,서울특별시 서대문구 연세로 50 지하3층 (신촌동),3722.0,삼성웰스토리(주)신촌세브란스장례,20210700000000.0,U,2021-07-31 2:40,한식,195153.048,452252.9416,한식,-,-
영업/정상,1,영업,02  365 6333,140.4,120809.0,서울특별시 서대문구 대현동 110-25번지 1층 ,서울특별시 서대문구 신촌역로 13-1 1층 (대현동),3780.0,웅네 서서갈비,20180600000000.0,I,2018-08-31 23:59,한식,194851.6617,450634.0297,한식,13519110,4.45
영업/정상,1,영업,,190.0,120857.0,서울특별시 서대문구 홍제동 294-36 1층 17호 ,서울특별시 서대문구 통일로 476 (홍제동 1층 17호),3628.0,조선설렁탕,20210700000000.0,U,2021-07-21 2:40,한식,194848.6781,454288.3547,한식,1587914699,4.35
영업/정상,1,영업,02  313 1678,42.98,120840.0,서울특별시 서대문구 충정로3가 257 (지상1층) ,서울특별시 서대문구 충정로4길 8 (충정로3가(지상1층)),3742.0,호산나,20210900000000.0,U,2021-09-04 2:40,한식,196738.6387,450971.8158,한식,20956056,4.43
영업/정상,1,영업,02 3742118,50.0,120805.0,서울특별시 서대문구 남가좌동 277-10번지 ,,,산호,20171100000000.0,I,2018-08-31 23:59,한식,,,한식,18755311,-
영업/정상,1,영업,,17.52,120805.0,서울특별시 서대문구 남가좌동 295-5 좌원상가 ,서울특별시 서대문구 수색로 42 좌원상가 1층 제2호 내6호 (남가좌동),3712.0,지중해,20201100000000.0,I,2020-11-11 0:23,한식,192344.5441,452002.2787,한식,1196417502,4.7
영업/정상,1,영업,02  302 8180,39.6,120848.0,서울특별시 서대문구 홍은동 409-47 ,서울특별시 서대문구 거북골로 19-1 (홍은동),3662.0,동궁찜닭 홍은점,20211100000000.0,U,2021-11-19 2:40,한식,193322.3936,453103.9087,한식,-,-
영업/정상,1,영업,203925105,20.6,120821.0,서울특별시 서대문구 북아현동 209-19번지 ,,,영구네치킨,20190400000000.0,U,2019-04-21 2:40,분식,,,분식,-,-
영업/정상,1,영업,02  336 9076,69.92,120834.0,서울특별시 서대문구 창천동 62-59번지 ,서울특별시 서대문구 연세로5다길 14 1층 (창천동),3789.0,한울타리,20200100000000.0,U,2020-01-16 2:40,호프/통닭,194167.8064,450486.1987,호프/통닭,31949398,4.47
영업/정상,1,영업,22878310,440.0,120845.0,서울특별시 서대문구 홍은동 201-1번지 ,서울특별시 서대문구 연희로 353 (홍은동),3650.0,컨벤션홀2,20180600000000.0,I,2018-08-31 23:59,한식,194211.9972,454098.9703,한식,18692108,-
영업/정상,1,영업,,56.0,120802.0,서울특별시 서대문구 남가좌동 152-43 1층 ,서울특별시 서대문구 수색로2길 40 1층 (남가좌동),3712.0,별별식당,20201100000000.0,U,2020-11-07 2:40,기타,192539.8862,452028.9705,기타,1632120042,4.66
영업/정상,1,영업,02  396 8531,26.45,120857.0,서울특별시 서대문구 홍제동 273-30번지 1층 ,서울특별시 서대문구 세무서길 92 (홍제동 1층),3625.0,봉구비어,20161000000000.0,I,2018-08-31 23:59,호프/통닭,195278.4569,454396.4046,호프/통닭,38275539,4.45
영업/정상,1,영업,02364 9293,379.55,120716.0,서울특별시 서대문구 충정로3가 476 구세군빌딩 ,서울특별시 서대문구 충정로 7 구세군빌딩 지하2층 1호 (충정로3가),3737.0,김인옥의 충정로 함흥냉면,20210900000000.0,U,2021-09-08 2:40,한식,196595.5514,450873.2535,한식,18735281,4.18
영업/정상,1,영업,,55.0,120840.0,서울특별시 서대문구 충정로3가 319-1번지 지하1층(충정로2호선역사) ,서울특별시 서대문구 서소문로 지하 17 지하1층 (충정로3가),3742.0,구내식당(충정로역),20170200000000.0,I,2018-08-31 23:59,뷔페식,196738.5972,450808.7672,뷔페식,-,-
영업/정상,1,영업,,47.82,120130.0,서울특별시 서대문구 북가좌동 481번지 2단지-상가1동 1-02호 DMC래미안e편한세상 ,서울특별시 서대문구 수색로 100 2단지-상가1동 1층 1-02호 (북가좌동 DMC래미안e편한세상),3709.0,토요,20170800000000.0,I,2018-08-31 23:59,일식,192028.4159,452265.9522,일식,1245506149,4.48
영업/정상,1,영업,,106.0,120160.0,서울특별시 서대문구 대신동 84-13 ,서울특별시 서대문구 연대동문길 27-6 1층 (대신동),3721.0,마포돼지불백,20201200000000.0,U,2020-12-16 2:40,한식,194961.3383,451310.3728,한식,1339534720,4.57
영업/정상,1,영업,,351.25,120834.0,서울특별시 서대문구 창천동 57-20번지 외4필지 ,서울특별시 서대문구 연세로7길 25 (창천동외4필지),3789.0,인디오,20181200000000.0,U,2018-12-15 2:40,경양식,194220.0966,450573.784,경양식,-,-
영업/정상,1,영업,,42.67,120100.0,서울특별시 서대문구 홍은동 464 북한산 더샵(지하2층) 117-A호,서울특별시 서대문구 통일로 510 지하2층 117-A호 (홍은동 북한산 더샵),3615.0,비비큐홍은점,20200600000000.0,I,2020-07-01 0:23,호프/통닭,194748.2231,454560.085,호프/통닭,1725378692,3.99
영업/정상,1,영업,,29.97,120809.0,서울특별시 서대문구 대현동 101-10 1층 ,서울특별시 서대문구 이화여대1길 42-1 1층 (대현동),3766.0,엘리트 떡볶이,20220200000000.0,U,2022-02-24 2:40,분식,194928.2211,450556.5601,분식,1898779262,4.13
영업/정상,1,영업,02  303 6660,24.0,120800.0,서울특별시 서대문구 남가좌동 5-123 1층 ,서울특별시 서대문구 명지대3길 26 1층 (남가좌동),3672.0,후라이드 참잘하는집,20210400000000.0,U,2021-04-22 2:40,호프/통닭,193065.1195,453316.9205,호프/통닭,282087135,4.44
영업/정상,1,영업,,23.0,120060.0,서울특별시 서대문구 옥천동 18번지 ,서울특별시 서대문구 영천시장길 64 (옥천동),3734.0,새참찬방,20190600000000.0,U,2019-06-06 2:40,한식,196606.6839,451932.0687,한식,11686544,4.12
영업/정상,1,영업,,7.44,120808.0,서울특별시 서대문구 대현동 60-11 신촌 박스퀘어 1층 7호 ,,,팔팔(88)쌈닭,20210800000000.0,U,2021-08-25 2:40,호프/통닭,194955.4064,450620.4637,호프/통닭,-,-
영업/정상,1,영업,,23.0,120812.0,서울특별시 서대문구 북가좌동 292-15번지 1층 ,서울특별시 서대문구 증가로 229 1층 (북가좌동),3682.0,방앗간포차,20191200000000.0,U,2019-12-21 2:40,호프/통닭,192312.0223,453285.406,호프/통닭,1831264893,-
영업/정상,1,영업,02   3042338,211.75,120130.0,서울특별시 서대문구 북가좌동 481번지 4단지 상가동(1-031-051-061-07호) ,서울특별시 서대문구 수색로 100 4단지 상가동 1층 1-031-051-061-07호 (북가좌동 DMC래미안e편한세상),3709.0,투썸플레이스 가재울뉴타운점,20190700000000.0,U,2019-07-03 2:40,기타,192028.4159,452265.9522,기타,35194843,4.4
영업/정상,1,영업,207333736,35.6,120854.0,서울특별시 서대문구 홍제동 137-15 ,서울특별시 서대문구 통일로 422 (홍제동),3630.0,섬진강,20210800000000.0,U,2021-08-04 2:40,한식,195200.6698,453871.7545,한식,1751235764,4.63
