Unnamed: 0,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
183,영업,,91.1,142867,서울특별시 강북구 번동 443-103 1층,서울특별시 강북구 오패산로67길 51 1층 (번동),1069.0,건안식당,20220300000000.0,U,2021-12-02 21:01,한식,202164.7616,459244.1416,,1397462916,-
184,영업,02  537 9979,37.56,137828,서울특별시 서초구 방배동 760-2번지 (1층 302호) ,,,마산뚱보할매아구찜,20200600000000.0,U,2020-06-14 2:40,한식,198675.2678,443752.7123,한식,11719999,4.32
185,영업,226037570,51.9,157880,서울특별시 강서구 화곡동 342-51번지 (지상1층) ,서울특별시 강서구 곰달래로 137-1 (화곡동(지상1층)),7760.0,호치킨,20150500000000.0,I,2018-08-31 23:59,일식,186520.1082,447629.5702,일식,36432843,4.62
186,영업,,49.5,152894,서울특별시 구로구 오류동 60-8번지 ,서울특별시 구로구 경인로22길 52 (오류동),8271.0,김봉환의 오류닭발,20150600000000.0,I,2018-08-31 23:59,한식,186356.8255,443788.1099,한식,36803147,-
187,영업,02 8371811,31.5,152859,서울특별시 구로구 구로동 536-62 ,서울특별시 구로구 구로중앙로22길 39-26 (구로동),8300.0,팥이야기,20200900000000.0,U,2020-09-09 2:40,한식,190069.8294,443853.9305,한식,1976374149,4.41
188,영업,02 9885229,,142805,서울특별시 강북구 미아동 58-2 (지상1층) ,서울특별시 강북구 도봉로 41-1 (미아동(지상1층)),1211.0,꼬 닭스,20210400000000.0,U,2021-04-10 2:40,호프/통닭,202544.9263,456699.1857,호프/통닭,1695771849,4.26
189,영업,,49.52,156030,서울특별시 동작구 상도동 505-3번지 1층 ,서울특별시 동작구 사당로 24-1 (상도동 1층),7027.0,은화수식당,20171200000000.0,I,2018-08-31 23:59,기타,196139.7961,443653.7409,기타,1201214733,4.38
190,영업,02 7062432,26.65,121875,서울특별시 마포구 용강동 43-2번지 ,서울특별시 마포구 토정로 311 (용강동),4166.0,참식당,20140200000000.0,I,2018-08-31 23:59,일식,194942.8263,448658.0955,일식,20910004,4.15
191,영업,02 7429591,,110522,서울특별시 종로구 명륜2가 216-2번지 (지상2층) ,서울특별시 종로구 성균관로 15-2 (명륜2가(지상2층)),3073.0,막퍼주는집,20080700000000.0,I,2018-08-31 23:59,분식,199703.0683,453532.3055,분식,36635909,4.34
192,영업,202744950,82.97,100848,서울특별시 중구 을지로4가 155-1번지 ,서울특별시 중구 을지로33길 7 (을지로4가),4546.0,다오리,20120400000000.0,I,2018-08-31 23:59,한식,199940.3839,451640.5573,한식,32245773,4.2
193,영업,226331878,20.66,150034,서울특별시 영등포구 영등포동4가 148-2번지 1층 ,서울특별시 영등포구 영등포로 190 (영등포동4가1층),7301.0,금복이네,20130100000000.0,I,2018-08-31 23:59,한식,191307.5777,446436.5519,한식,20916944,4.46
194,영업,,31.8,132895,서울특별시 도봉구 쌍문동 199-1 금호아파트 ,서울특별시 도봉구 해등로 206 금호1차아파트  상가동 2층 201호 (쌍문동),1386.0,늘비식당 서울점,20220200000000.0,I,2022-02-19 0:22,한식,202884.0528,461853.6779,한식,1768748055,-
195,영업,,30.0,152850,서울특별시 구로구 구로동 317-93,서울특별시 구로구 구로동로28길 93 1층 (구로동),8306.0,뽀빠이분식,20220500000000.0,I,2021-12-04 23:01,분식,190108.1874,443299.1109,,1827168988,-
196,영업,,122.84,120833,서울특별시 서대문구 창천동 18-11번지 2층 ,서울특별시 서대문구 연세로4길 6 2층 (창천동),3779.0,이빠네마 그릴(IPanema Grill),20180600000000.0,I,2018-08-31 23:59,경양식,194395.3662,450516.7643,경양식,-,-
197,영업,,23.0,138832,서울특별시 송파구 방이동 148-18번지 ,서울특별시 송파구 백제고분로48길 7 지상1층 (방이동),5632.0,스시이타,20190100000000.0,U,2019-01-20 2:40,한식,210024.2705,445499.958,한식,38758001,4.45
198,영업,,28.38,138800,서울특별시 송파구 가락동 8-1 우정에쉐르 ,서울특별시 송파구 중대로23길 20 1층 101호 (가락동 우정에쉐르),5701.0,동락,20220100000000.0,U,2022-01-13 2:40,일식,211052.1172,444498.4245,일식,1157778748,4.5
199,영업,02  939 0810,145.12,139942,서울특별시 노원구 상계동 711-13번지 삼양빌딩 2층 204호,서울특별시 노원구 동일로 1417 삼양빌딩 2층 204호 (상계동),1689.0,스시통,20180200000000.0,I,2018-08-31 23:59,일식,205221.5392,461414.2189,일식,36297949,4.23
200,영업,226332220,38.0,150037,서울특별시 영등포구 영등포동7가 48-1 ,서울특별시 영등포구 영중로 85 1층 (영등포동7가),7245.0,고기로,20211200000000.0,U,2021-12-16 2:40,한식,191534.742,446872.3882,한식,1574295807,-
201,영업,226525766,39.88,157897,서울특별시 강서구 화곡동 787-21 1층 ,서울특별시 강서구 등촌로3나길 5 1층 (화곡동),7785.0,지랄닭발,20210200000000.0,U,2021-02-06 2:40,한식,187692.2558,447650.9044,한식,1624610762,4.55
202,영업,,81.0,121803,서울특별시 마포구 공덕동 234-8,서울특별시 마포구 마포대로14나길 6 1층 (공덕동),4211.0,덩크트레이,20220700000000.0,U,2021-12-06 22:01,기타,195971.2345,449538.4669,,1946838154,-
203,영업,,16.0,153860,서울특별시 금천구 시흥동 922-78번지 외 1필지 ,서울특별시 금천구 독산로 28 1층 (시흥동),8643.0,통닭이야기,20180700000000.0,I,2018-08-31 23:59,한식,191600.7387,438629.6349,한식,-,-
204,영업,226610363,40.5,157853,서울특별시 강서구 방화동 620-35번지 2층 ,서울특별시 강서구 방화동로 11 2층 (방화동 2동),7620.0,샤데이,20150600000000.0,I,2018-08-31 23:59,한식,183027.5091,451157.2871,한식,1430107967,-
205,영업,02  831 3472,75.81,156849,서울특별시 동작구 신대방동 395-69번지 ,서울특별시 동작구 보라매로5가길 16 208호 (신대방동),7071.0,가네끼스시,20161100000000.0,I,2018-08-31 23:59,일식,193218.364,443239.5811,일식,21423777,4.62
206,영업,,23.5,135888,서울특별시 강남구 신사동 522-23,서울특별시 강남구 강남대로162길 27 지하1층 (신사동),6028.0,타만타(Tamantar),20220500000000.0,I,2021-12-04 22:05,기타,201755.2016,446464.2527,,1429252224,-
207,영업,,49.5,151843,서울특별시 관악구 봉천동 950-21 ,서울특별시 관악구 봉천로 341 지하1층 (봉천동),8749.0,태강종합물산,20210100000000.0,I,2021-01-20 0:23,기타,194479.177,442546.949,기타,37197850,-
208,영업,,40.0,139871,서울특별시 노원구 하계동 168-2 ,서울특별시 노원구 공릉로58길 87 1층 (하계동),1809.0,멕시칸라이브그릴 노원점,20210300000000.0,I,2021-03-24 0:23,외국음식전문점(인도태국등),206402.6653,459266.5704,외국음식전문점(인도태국등),1820682348,4
209,영업,226521381,35.88,158070,서울특별시 양천구 신정동 324-10 동문굿모닝탑Ⅰ 상가동 126호,서울특별시 양천구 목동동로 53 상가동 1층 126호 (신정동 동문굿모닝탑Ⅰ),8092.0,비비큐양천구청점,20220700000000.0,U,2021-12-06 23:08,통닭(치킨),187619.9931,445879.0549,,12778436,4.41
210,영업,,94.0,135962,서울특별시 강남구 개포동 1207-11번지 ,서울특별시 강남구 개포로28길 19 지상1층 (개포동),6309.0,커피 더주다,20171200000000.0,I,2018-08-31 23:59,패스트푸드,204363.7257,441752.6252,패스트푸드,1512256507,-
211,영업,,21.36,140858,서울특별시 용산구 이태원동 20-43 ,서울특별시 용산구 우사단로 9 1층 (이태원동),4406.0,정우김밥,20210100000000.0,U,2021-02-02 2:40,한식,199630.3996,447660.2157,한식,1292276359,4.66
212,영업,,39.6,133827,서울특별시 성동구 성수동2가 310-51번지 ,서울특별시 성동구 연무장길 24 1층 (성수동2가),4781.0,예나(YENA),20180400000000.0,I,2018-08-31 23:59,경양식,204531.9427,449008.525,경양식,1156587416,4.63
213,영업,02 4178292,100.25,138847,서울특별시 송파구 석촌동 287-4번지 ,서울특별시 송파구 백제고분로40길 5 1층 101호 (석촌동),5685.0,공만치킨 석촌점,20200600000000.0,U,2020-06-14 2:40,호프/통닭,209324.8643,444648.9573,호프/통닭,1734029180,4.46
214,영업,,24.77,121805,서울특별시 마포구 공덕동 385-65 공덕SK리더스뷰 ,서울특별시 마포구 백범로31길 7 상가1동 B118호 (공덕동 공덕SK리더스뷰),4147.0,범고래,20201200000000.0,I,2020-12-16 0:23,기타,195436.6136,449233.8857,기타,1354709899,5
215,영업,225629977,33.06,158861,서울특별시 양천구 신정동 1021-9번지 현대프라자1층110호 ,서울특별시 양천구 중앙로32길 61 (신정동 현대프라자1층110호),8087.0,굽네치킨 신정1동점,20120800000000.0,I,2018-08-31 23:59,통닭(치킨),187587.0635,446444.9962,통닭(치킨),-,-
216,영업,,13.22,133872,서울특별시 성동구 행당동 298-86번지 행당시장 ,서울특별시 성동구 왕십리로21길 19 행당시장 1층 101-4호 (행당동),4715.0,하이펍스,20181200000000.0,I,2018-12-12 2:20,중국식,202811.9768,450924.4643,중국식,-,-
217,영업,,20.0,100272,서울특별시 중구 필동2가 97-2번지 1층 ,서울특별시 중구 필동로 30-1 1층 (필동2가),4626.0,김치만 선생,20160300000000.0,I,2018-08-31 23:59,한식,199579.3112,450743.0787,한식,37676634,4.46
218,영업,,17.56,130867,서울특별시 동대문구 청량리동 663-0번지 ,서울특별시 동대문구 홍릉로 39-3 (청량리동664 (홍릉길 39-2)),2483.0,불꽃,20191000000000.0,U,2019-10-19 2:40,호프/통닭,203788.5413,453492.1966,호프/통닭,1882455079,-
219,영업,02  946 1100,29.12,142100,서울특별시 강북구 미아동 773-29번지 1층 ,서울특별시 강북구 솔매로 75 1층 (미아동),1127.0,신통치킨,20180100000000.0,I,2018-08-31 23:59,기타,201753.7235,458069.5987,기타,36845125,-
220,영업,02 8716214,22.83,151891,서울특별시 관악구 신림동 1427-11 지상1층,서울특별시 관악구 신림로70길 17 1층 (신림동),8753.0,낙원건강식,20220800000000.0,U,2021-12-07 23:03,분식,193728.5438,442851.6056,,38019070,-
221,영업,,24.68,135825,서울특별시 강남구 논현동 145-8번지 ,서울특별시 강남구 강남대로126길 26 지상1층 (논현동),6114.0,양돈,20120700000000.0,I,2018-08-31 23:59,한식,202111.6024,445276.9198,한식,1729480078,-
222,영업,02 4432001,230.22,138858,서울특별시 송파구 오금동 95번지 지상1층 ,서울특별시 송파구 중대로 322 지상1층 (오금동),5720.0,꼼떼하누,20190700000000.0,U,2019-07-07 2:40,한식,211785.663,445175.7566,한식,-,-
223,영업,,15.75,131860,서울특별시 중랑구 상봉동 115-19 1층 ,서울특별시 중랑구 망우로 276 (상봉동1층),2137.0,유미식당,20210300000000.0,U,2021-04-02 2:40,한식,207279.5883,454801.1161,한식,1592875034,-
224,영업,234935664,75.68,132853,서울특별시 도봉구 방학동 703-55 지하1층 ,서울특별시 도봉구 도봉로 687 지하1층 (방학동),1340.0,무지개호프,20210200000000.0,U,2021-02-19 2:40,호프/통닭,203693.7261,462606.5731,호프/통닭,1893555374,-
225,영업,,132.73,139816,서울특별시 노원구 상계동 341-7번지 201호,서울특별시 노원구 상계로 90 2층 201호 (상계동),1695.0,에보니,20200200000000.0,I,2020-02-20 0:23,기타,205633.5739,461545.3159,기타,1494148159,-
226,영업,02 4128882,284.8,138828,서울특별시 송파구 방이동 63-11 지상2층 ,서울특별시 송파구 올림픽로32길 20 (방이동지상2층),5548.0,한신포차 송파 방이점,20210300000000.0,U,2021-03-06 2:40,한식,209576.622,445779.101,한식,37203242,4.27
227,영업,,62.7,137917,서울특별시 서초구 양재동 217번지 지하1층 105-1호 서울오토갤러리 금관(가동) ,서울특별시 서초구 양재대로11길 36 지하1층 105-1호 (양재동 서울오토갤러리 금관(가동)),6772.0,집밥정식,20190800000000.0,U,2019-09-01 2:40,한식,203059.6467,439960.5331,한식,1931601587,4.24
228,영업,02  495 0282,53.5,131861,서울특별시 중랑구 상봉동 129번지 ,서울특별시 중랑구 망우로 220 1층 (상봉동),2121.0,은행나무포장마차,20120600000000.0,I,2018-08-31 23:59,호프/통닭,206755.0011,454616.0669,호프/통닭,13430899,4.18
229,영업,,82.0,142804,서울특별시 강북구 미아동 55-3 ,서울특별시 강북구 도봉로10길 22 (미아동),1219.0,떼구르르 보드게임 카페,20210400000000.0,U,2021-04-08 2:40,호프/통닭,202660.5573,456808.2198,호프/통닭,1613020279,4.29
230,영업,02  22525254,26.4,100831,서울특별시 중구 신당동 52-301 ,서울특별시 중구 퇴계로86길 64 (신당동),4585.0,명태어장(신당점),20201100000000.0,U,2020-11-18 2:40,한식,201601.4449,451177.3162,한식,1556947977,-
231,영업,02  518 9438,194.13,137810,서울특별시 서초구 반포동 742-5 지하1층 ,서울특별시 서초구 주흥1길 22 지하1층 (반포동),6543.0,아울스토리,20210600000000.0,U,2021-07-02 2:40,까페,201657.281,444630.0633,까페,-,-
232,영업,02  475 7309,64.65,134866,서울특별시 강동구 천호동 238-1 2층 ,서울특별시 강동구 구천면로 300 2층 (천호동),5310.0,발리,20201100000000.0,U,2020-11-08 2:40,호프/통닭,211797.3119,449352.5278,호프/통닭,11817429,-
233,영업,226635945,151.9,157210,서울특별시 강서구 마곡동 799-5 마곡사이언스타워2 106107108호 ,서울특별시 강서구 마곡중앙로 56 마곡사이언스타워2 1층 106107108호 (마곡동),7631.0,카페 플랜제로 마곡점(Cafe PLANZERO),20210600000000.0,U,2021-06-29 2:40,기타,,,기타,1906669779,4.67
234,영업,263359292,66.0,150875,서울특별시 영등포구 여의도동 21-3 서울상가 지상2층 205호,서울특별시 영등포구 여의나루로 117 (여의도동서울상가 지상2층 205호),7336.0,호우양꼬치,20220500000000.0,U,2021-12-04 22:02,중국식,193839.0465,447113.612,,1836128020,-
235,영업,,6.6,137875,서울특별시 서초구 서초동 1580-5 정일빌딩1층102호,서울특별시 서초구 서초대로48길 108 정일빌딩 1층 102호 (서초동),6649.0,앗뜨죽 서초본점,20220800000000.0,U,2021-12-07 23:01,기타,201026.5473,442891.7359,,-,-
236,영업,,26.0,138806,서울특별시 송파구 가락동 115-9 ,서울특별시 송파구 송이로24길 16 1층 (가락동),5829.0,세미콜론,20201100000000.0,U,2020-11-20 2:40,분식,210787.1263,443426.9921,분식,1766771515,-
237,영업,,64.45,130846,서울특별시 동대문구 장안동 463-2번지 ,서울특별시 동대문구 천호대로85길 14 2층 (장안동),2644.0,풍류,20160500000000.0,I,2018-08-31 23:59,한식,205801.9172,451144.557,한식,1147889360,4.01
238,영업,02  444 3985,,143200,서울특별시 광진구 구의동 547-7번지 ,서울특별시 광진구 강변역로4길 56 (구의동),5116.0,산골닭갈비,20130200000000.0,I,2018-08-31 23:59,한식,208072.5621,447904.8564,한식,19882353,4.33
239,영업,202773459,25.0,100194,서울특별시 중구 을지로4가 0-0번지 ,,,대도식품,20011000000000.0,I,2018-08-31 23:59,분식,,,분식,1655888644,-
240,영업,02  471 2779,26.4,134864,서울특별시 강동구 천호동 163-13번지 ,서울특별시 강동구 진황도로 49 (천호동),5337.0,생고기전문점,20180300000000.0,I,2018-08-31 23:59,한식,211651.2461,448428.5822,한식,18908005,4.5
241,영업,,42.48,110230,서울특별시 종로구 삼청동 63-35 지상1층 ,서울특별시 종로구 삼청로 94-1 (삼청동지상1층),3053.0,달,20210400000000.0,U,2021-04-15 2:40,한식,198343.9476,453502.3396,한식,17928588,4.13
242,영업,,223.08,140896,서울특별시 용산구 효창동 5-37번지 지상1층 ,서울특별시 용산구 효창원로70길 5 지상1층 (효창동),4312.0,즐겁소,20171200000000.0,I,2018-08-31 23:59,식육(숯불구이),196613.5519,448827.9009,식육(숯불구이),19349158,4.52
243,영업,203927461,121.1,120833,서울특별시 서대문구 창천동 2-80번지 ,서울특별시 서대문구 명물길 63 지상1층 (창천동),3776.0,명륜진사갈비 신촌점,20190900000000.0,U,2019-09-21 2:40,한식,194585.874,450780.1706,한식,1491408912,4.21
244,영업,,60.0,122823,서울특별시 은평구 구산동 199-3번지 구산빌딩 1층 101호,서울특별시 은평구 서오릉로 187 구산빌딩 1층 101호 (구산동),3410.0,보성식당,20191000000000.0,U,2019-10-16 2:40,한식,192204.3176,456765.3886,한식,1540081907,4.48
245,영업,02 6753559,29.07,150042,서울특별시 영등포구 당산동2가 30-0번지 ,서울특별시 영등포구 선유동1로 4 (당산동2가),7263.0,올인호프,20120100000000.0,I,2018-08-31 23:59,호프/통닭,190353.1069,446694.9842,호프/통닭,-,-
246,영업,02  439 5116,38.75,131820,서울특별시 중랑구 면목동 147-33 ,서울특별시 중랑구 겸재로15길 22 (면목동),2147.0,청석골흙돼지구들장생삼겹,20210500000000.0,U,2021-05-08 2:40,한식,207085.7711,453916.2426,한식,-,-
247,영업,02 5977277,98.92,137844,서울특별시 서초구 방배동 935-12 ,서울특별시 서초구 서초대로24길 38 (방배동),6672.0,인차이나,20210600000000.0,U,2021-06-18 2:40,중국식,199377.3592,442626.1321,중국식,18375214,4.28
248,영업,,33.42,135934,서울특별시 강남구 역삼동 825-24 ,서울특별시 강남구 강남대로84길 15 지상1층 105호 (역삼동),6232.0,옹헤야불백,20211000000000.0,U,2021-10-08 2:40,일식,202562.7319,443869.2751,일식,1291802578,-
249,영업,02  890 7978,191.4,152848,서울특별시 구로구 구로동 184-1 우림이비지센터 2차 104호,서울특별시 구로구 디지털로33길 12 104호 (구로동 우림이비지센터 2차),8377.0,(주)뽕족 구로디지털점,20210900000000.0,U,2021-10-02 2:40,한식,190741.1581,442703.3118,한식,38757810,4.27
250,영업,5744346,98.88,137895,서울특별시 서초구 양재동 273-7 1층 ,서울특별시 서초구 마방로6길 7-69 1층 (양재동),6776.0,인생짬뽕,20210500000000.0,U,2021-06-02 2:40,호프/통닭,203873.366,441466.0733,호프/통닭,1056558009,4.72
251,영업,,613.24,130876,서울특별시 동대문구 휘경동 191-5번지 지상3층 ,서울특별시 동대문구 회기로 191 (휘경동지상3층),2445.0,에비뉴엘호프,20190600000000.0,U,2019-06-20 2:40,호프/통닭,204977.725,454216.9716,호프/통닭,-,-
252,영업,02  313 3080,44.2,120020,서울특별시 서대문구 미근동 168 2층 전체 ,서울특별시 서대문구 통일로 109 2층 (미근동),3738.0,삼대맛집 명인멸치칼국수,20210700000000.0,U,2021-07-31 2:40,한식,197044.7463,451385.1525,한식,1300378834,4.41
253,영업,02 7158326,26.48,121872,서울특별시 마포구 염리동 148-33번지 ,서울특별시 마포구 숭문길 6 (염리동 1층),4138.0,예산한우,20120400000000.0,I,2018-08-31 23:59,한식,195121.543,449386.6361,한식,18772142,4.54
254,영업,,51.27,135830,서울특별시 강남구 논현동 241-3 에스케이 허브블루 ,서울특별시 강남구 학동로 342 에스케이 허브블루 지상1층 116호 (논현동),6099.0,미스터피자 청담점,20210500000000.0,U,2021-05-06 2:40,경양식,203518.7633,446051.5798,경양식,11684346,4.25
255,영업,,25.59,135897,서울특별시 강남구 신사동 661-18 정동상가 ,서울특별시 강남구 압구정로50길 7 정동상가 지상1층 101호 (신사동),6018.0,브로스,20210500000000.0,I,2021-05-13 0:22,한식,203343.1644,447278.9683,한식,36924582,4.55
256,영업,02 3346742,72.59,121838,서울특별시 마포구 서교동 358-32번지 1F동 ,서울특별시 마포구 와우산로21길 8 1F동 (서교동),4040.0,국시와가래떡,20071200000000.0,I,2018-08-31 23:59,경양식,193170.5775,450038.5835,경양식,38274964,4.23
257,영업,226648841,95.42,157816,서울특별시 강서구 공항동 1363-4번지 (지상 1층) ,서울특별시 강서구 방화대로6가길 10 1층 (공항동),7645.0,복성루,20191000000000.0,U,2019-10-13 2:40,중국식,183747.2149,450264.825,중국식,1723489194,4.33
258,영업,,82.0,150035,서울특별시 영등포구 영등포동5가 18-65번지 3층 ,서울특별시 영등포구 영등포로 225 (영등포동5가 3층),7250.0,우리식당,20180700000000.0,I,2018-08-31 23:59,한식,191663.0851,446400.9026,한식,20577258,4.08
259,영업,,53.91,135951,서울특별시 강남구 청담동 41-2번지 지하1층 ,서울특별시 강남구 학동로 401 (청담동지하1층),6069.0,미강,20080800000000.0,I,2018-08-31 23:59,한식,203598.0585,446149.7115,한식,33480436,-
260,영업,,15.0,110170,서울특별시 종로구 견지동 81 다연 ,서울특별시 종로구 인사동11길 22 다연 1층 (견지동),3145.0,일광정사,20200900000000.0,I,2020-10-01 0:23,기타,198476.4691,452397.8801,기타,13123089,4.96
261,영업,207444320,,110350,서울특별시 종로구 운니동 37-1번지 ,서울특별시 종로구 율곡로6길 17 (운니동),3131.0,송죽헌,20150700000000.0,I,2018-08-31 23:59,한식,198995.8199,452683.258,한식,11680189,4.46
262,영업,,115.5,137886,서울특별시 서초구 양재동 6-39번지 1층 1호 ,서울특별시 서초구 바우뫼로41길 16 1층 1호 (양재동),6741.0,참양,20190500000000.0,I,2019-05-12 2:20,한식,203585.2759,442124.0781,한식,38341948,4.53
263,영업,02 4763392,72.18,134845,서울특별시 강동구 성내동 424-10번지 ,서울특별시 강동구 풍성로54길 38 (성내동),5403.0,깜꼬치킨 둔촌직영점,20200100000000.0,U,2020-01-17 2:40,호프/통닭,211705.1427,447313.3298,호프/통닭,1877142968,4.26
264,영업,,38.0,143866,서울특별시 광진구 자양동 617-36 ,서울특별시 광진구 자양로13길 98 (자양동),5062.0,세수대야냉면,20210600000000.0,U,2021-07-02 2:40,한식,206984.6071,447830.546,한식,1765769709,4.24
265,영업,226944012,80.33,158857,서울특별시 양천구 신정동 907-1,서울특별시 양천구 은행정로 70 지하 1층 (신정동),7945.0,성진,20220600000000.0,U,2021-12-05 21:00,까페,187478.9875,447075.9891,,1245330413,-
266,영업,,49.0,150891,서울특별시 영등포구 여의도동 45-14 동북빌딩 ,서울특별시 영등포구 국제금융로8길 27-9 동북빌딩 지하1층 101호 (여의도동),7332.0,스시코하루,20220300000000.0,I,2022-03-13 0:22,일식,193636.7688,446396.9756,일식,1159774171,-
267,영업,,83.73,120808,서울특별시 서대문구 대현동 56-2번지 메르체쇼핑몰 56호,서울특별시 서대문구 이화여대길 59 메르체쇼핑몰 3층 5호일부6호 (대현동),3766.0,전티마이 베트남 쌀국수 이화여대점,20190800000000.0,U,2019-08-22 2:40,외국음식전문점(인도태국등),195074.3889,450756.2259,외국음식전문점(인도태국등),1581942799,4.41
268,영업,,54.9,157801,서울특별시 강서구 가양동 192-9번지 한림타운 103호,서울특별시 강서구 강서로 511 1층 103호 (가양동 한림타운),7523.0,샤빌레,20191100000000.0,I,2019-11-20 0:23,분식,185917.6707,452084.849,분식,-,-
269,영업,,16.5,150106,서울특별시 영등포구 양평동6가 53 ,서울특별시 영등포구 양평로30가길 23 1호 (양평동6가),7201.0,선유서가,20210100000000.0,I,2021-01-07 0:23,기타,190271.6829,448953.4343,기타,1349249967,4.71
270,영업,02 9223777,50.69,130070,서울특별시 동대문구 용두동 790번지 ,서울특별시 동대문구 정릉천동로 58 1층 115호 (용두동 롯데캐슬피렌체),2566.0,네네치킨,20150400000000.0,I,2018-08-31 23:59,통닭(치킨),203085.8668,452766.0142,통닭(치킨),11779438,4.57
271,영업,,30.0,151848,서울특별시 관악구 봉천동 1621-15번지 ,서울특별시 관악구 관악로14나길 6 1층 (봉천동),8789.0,누들하우스(NOODLE HOUSE),20191100000000.0,I,2019-11-30 0:23,일식,196157.4397,441737.6991,일식,1805570237,4.58
272,영업,,104.0,150906,서울특별시 영등포구 대림동 1017-3번지 1층 ,서울특별시 영등포구 대림로 94 (대림동 1층),7438.0,대초원샤브샤브,20190500000000.0,U,2019-05-31 2:40,중국식,191455.6511,443130.3105,중국식,1148414471,-
273,영업,,42.76,121816,서울특별시 마포구 동교동 147-28 ,서울특별시 마포구 연희로1길 15 3층 (동교동),3985.0,와인&스시 우미이로,20211100000000.0,U,2021-11-25 2:40,일식,193360.7346,450823.0916,일식,-,-
274,영업,02 7157403,56.51,140848,서울특별시 용산구 원효로3가 40-1 지상1층 ,서울특별시 용산구 원효로41길 18 지상1층 (원효로3가),4363.0,땅끝마을,20200900000000.0,U,2020-09-03 2:40,한식,196273.4424,448025.0718,한식,20935581,4.33
275,영업,,33.58,153858,서울특별시 금천구 시흥동 887 ,서울특별시 금천구 시흥대로54길 36 지상1층 (시흥동),8628.0,혜수네식당,20200800000000.0,I,2020-08-23 0:23,한식,191327.9769,438993.3795,한식,1209470856,-
276,영업,,179.34,135929,서울특별시 강남구 역삼동 790-8 ,서울특별시 강남구 논현로 339 지상1층 (역삼동 양양빌딩),6248.0,제주상회,20200900000000.0,U,2020-09-05 2:40,한식,203393.175,443694.515,한식,18566029,4.38
277,영업,02   4742988,210.48,134814,서울특별시 강동구 길동 457-2번지 ,서울특별시 강동구 천호대로 1125 2층 (길동),5355.0,메이탄길동점,20180100000000.0,I,2018-08-31 23:59,중국식,212021.7721,448081.3231,중국식,-,-
278,영업,2,22.44,139873,서울특별시 노원구 하계동 273번지 6단지상가101-4 ,서울특별시 노원구 섬밭로 196 (하계동 6단지상가101-4),1863.0,에디슨치킨,20131200000000.0,I,2018-08-31 23:59,통닭(치킨),205920.8711,459040.42,통닭(치킨),18024415,4.55
279,영업,,32.37,138926,서울특별시 송파구 장지동 894 위례아이파크 ,서울특별시 송파구 위례광장로 136 상가4동 1층 D-102호 (장지동 위례아이파크),5852.0,동탄마약떡볶이 위례중앙점,20210400000000.0,I,2021-04-10 0:23,분식,212469.0,441602.0,분식,1488310351,4.44
280,영업,,32.0,132890,서울특별시 도봉구 쌍문동 507-5번지 지상1층 ,서울특별시 도봉구 삼양로154길 11 1층 (쌍문동),1366.0,꼬꼬치킨,20190800000000.0,U,2019-08-04 2:40,호프/통닭,201152.9233,461469.1332,호프/통닭,35356975,4.75
281,영업,,269.43,135934,서울특별시 강남구 역삼동 824-8 ,서울특별시 강남구 테헤란로6길 14 1층 (역삼동),6233.0,멤버(Member),20211200000000.0,U,2021-12-31 2:40,기타,202628.7112,443941.6789,기타,-,-
282,영업,,24.14,138861,서울특별시 송파구 잠실동 183-9 지상1층 ,서울특별시 송파구 백제고분로7길 51 지상1층 (잠실동),5558.0,양푼,20200700000000.0,U,2020-07-15 2:40,한식,207417.9449,445410.8511,한식,1403941863,4.64
283,영업,,61.29,142815,서울특별시 강북구 미아동 322-7,서울특별시 강북구 도봉로29길 7 지하1층 (미아동),1177.0,성북다방,20220500000000.0,I,2021-12-05 0:08,기타,202386.7472,457581.3467,,1670966749,-
284,영업,,137.28,134864,서울특별시 강동구 천호동 447-7 지층 ,서울특별시 강동구 성안로 147 (천호동지층),5339.0,둥지,20220300000000.0,U,2022-03-05 2:40,호프/통닭,211826.6,448252.5944,호프/통닭,1645713163,-
285,영업,,49.53,140841,서울특별시 용산구 용산동2가 16-10 ,서울특별시 용산구 신흥로 82 1층 (용산동2가),4339.0,풀리쉬랩,20210300000000.0,U,2021-03-27 2:40,외국음식전문점(인도태국등),198720.1878,449235.1754,외국음식전문점(인도태국등),1078983537,4.73
286,영업,02 7497123,37.91,140863,서울특별시 용산구 이태원동 118-73번지 1층 ,서울특별시 용산구 이태원로19길 6-5 1층 (이태원동),4350.0,크래프트 한스,20190700000000.0,U,2019-07-04 2:40,호프/통닭,199243.6104,448063.3821,호프/통닭,35563923,4.32
287,영업,,88.99,153803,서울특별시 금천구 가산동 459-7 1층 C105호 일부 C106호 ,서울특별시 금천구 가산디지털1로 205-27 1층 C105(일부) C106호 (가산동),8503.0,장하(중화요리),20210800000000.0,I,2021-08-06 0:22,중국식,189208.4876,442298.7844,중국식,-,-
288,영업,,59.2,156807,서울특별시 동작구 대방동 17-21 ,서울특별시 동작구 등용로 86-1 1층 (대방동),6933.0,왕비 마라탕,20220200000000.0,I,2022-02-18 0:22,중국식,193947.2286,445199.4894,중국식,1288237814,-
