,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
236,영업,02 5080409,39.54,135842.0,서울특별시 강남구 대치동 974-1번지 ,서울특별시 강남구 삼성로 324 (대치동),6191.0,취화선,20141200000000.0,I,2018-08-31 23:59,중국식,205247.2803,444294.5912,중국식,34344781,5
237,영업,,469.18,135919.0,서울특별시 강남구 역삼동 708-16 능현오피스텔 ,서울특별시 강남구 선릉로89길 16 능현오피스텔 비101비102비103호 (역삼동),6212.0,서울옥,20210400000000.0,I,2021-04-24 0:22,한식,204158.1424,444580.9267,한식,1022720551,4.3
238,영업,02 4517157,99.21,135883.0,서울특별시 강남구 수서동 462-5번지 지상1층 ,서울특별시 강남구 광평로 232 (수서동지상1층),6362.0,수서골목냉면,20180300000000.0,I,2018-08-31 23:59,한식,208610.5371,442590.9045,한식,254441721,4.23
239,영업,02  517 4654,138.1,135890.0,서울특별시 강남구 신사동 561-19 ,서울특별시 강남구 도산대로 153 지상12층 (신사동),6037.0,아이뽀유(I PHO U),20200800000000.0,U,2020-08-15 2:40,외국음식전문점(인도태국등),202159.7495,446291.2772,외국음식전문점(인도태국등),1376511832,4.29
240,영업,,59.0,135964.0,서울특별시 강남구 개포동 1231-16 ,서울특별시 강남구 개포로20길 19 지상1층 (개포동),6307.0,개포차,20210700000000.0,U,2021-07-16 2:40,한식,204169.645,441719.34,한식,1207456246,4.5
241,영업,02  563 5350,75.8,135840.0,서울특별시 강남구 대치동 896-9번지 ,서울특별시 강남구 선릉로86길 28 2층 (대치동),6197.0,마담가토(Madam Gato),20150900000000.0,I,2018-08-31 23:59,경양식,204533.707,444597.7418,경양식,20313952,4.2
242,영업,,20.0,135897.0,서울특별시 강남구 신사동 663-21번지 1층 104호 일부 ,서울특별시 강남구 선릉로157길 14-8 (신사동1층 104호 일부),6018.0,청춘호텔,20110700000000.0,I,2018-08-31 23:59,경양식,203373.2504,447141.7292,경양식,-,-
243,영업,,97.0,135840.0,서울특별시 강남구 대치동 896-47번지 ,서울특별시 강남구 선릉로86길 44-5 지상1층 (대치동),6197.0,수복방점,20190400000000.0,I,2019-04-13 2:20,한식,204672.8252,444616.1071,한식,1380620091,4.26
244,영업,,135.0,135816.0,서울특별시 강남구 논현동 66-3번지 ,서울특별시 강남구 논현로150길 8 1층 (논현동),6049.0,항차이,20180700000000.0,I,2018-08-31 23:59,중국식,202519.1522,446307.5685,중국식,36848790,4.26
245,영업,02 5636091,129.12,135881.0,서울특별시 강남구 삼성동 165-0번지 ,서울특별시 강남구 영동대로106길 38 (삼성동),6172.0,의정부부대찌개,20160100000000.0,I,2018-08-31 23:59,한식,205605.2353,445750.9801,한식,18594730,4.34
246,영업,,39.28,135816.0,서울특별시 강남구 논현동 67-25번지 ,서울특별시 강남구 논현로146길 13 지상1층 (논현동),6049.0,스시안,20180700000000.0,I,2018-08-31 23:59,일식,202596.6824,446232.7948,일식,1249610113,4.31
247,영업,02 5583384,56.1,135841.0,서울특별시 강남구 대치동 905-28번지 지상1층 ,서울특별시 강남구 역삼로 433 (대치동지상1층),6196.0,전주뷔페,20100500000000.0,I,2018-08-31 23:59,한식,204736.8823,444407.1184,한식,1029849247,-
248,영업,,41.8,135841.0,서울특별시 강남구 대치동 902 대치포스코더샵아파트 ,서울특별시 강남구 삼성로 417 상가동 지하1층 지10호 지11호 (대치동 대치포스코더샵아파트),6195.0,네네치킨 대치점,20220200000000.0,U,2022-03-02 2:40,호프/통닭,204974.0036,444639.6583,호프/통닭,1281641875,4.23
249,영업,02  515 8558,213.57,135896.0,서울특별시 강남구 신사동 646-5번지 지하1층 ,서울특별시 강남구 언주로168길 34 (신사동지하1층),6020.0,에이치큐(HQ),20140200000000.0,I,2018-08-31 23:59,경양식,203145.7992,447064.1698,경양식,288606286,-
250,영업,02  545 0454,90.0,135948.0,서울특별시 강남구 청담동 3-10번지 ,서울특별시 강남구 선릉로148길 43 6층 (청담동),6062.0,키친노메뉴,20180900000000.0,U,2018-09-21 23:59,경양식,203732.8957,446755.1642,경양식,1435506593,-
251,영업,,92.5,135887.0,서울특별시 강남구 신사동 511-11번지 ,서울특별시 강남구 강남대로154길 25 지상1층 (신사동),6035.0,순정족발,20151000000000.0,I,2018-08-31 23:59,한식,201792.1968,446209.9526,한식,37301609,4.39
252,영업,,130.8,135878.0,서울특별시 강남구 삼성동 153-1 하영빌딩 ,서울특별시 강남구 삼성로104길 24 하영빌딩 지하1층 (삼성동),6166.0,솔트9,20211200000000.0,I,2021-12-18 0:22,한식,204943.0485,445437.8086,한식,1447487711,4.59
253,영업,02 5559567,363.63,135840.0,서울특별시 강남구 대치동 891-28번지 지하1층B101호B102호B103호B106호 ,서울특별시 강남구 삼성로85길 38 (대치동지하1층B101호B102호B103호B106호),6194.0,고메고매,20041000000000.0,I,2018-08-31 23:59,한식,204723.4938,444704.5183,한식,11587873,4.27
254,영업,,37.62,135914.0,서울특별시 강남구 역삼동 664-18번지 ,서울특별시 강남구 언주로97길 26 1층 101호 (역삼동),6137.0,사발커피(sabal),20180400000000.0,I,2018-08-31 23:59,경양식,203404.3268,444763.3254,경양식,-,-
255,영업,02 5568441,34.2,135910.0,서울특별시 강남구 역삼동 643-14번지 지상1층 ,서울특별시 강남구 테헤란로25길 15-10 (역삼동지상1층),6131.0,켈리스바,20080500000000.0,I,2018-08-31 23:59,경양식,202979.931,444398.5957,경양식,-,-
256,영업,,29.4,135887.0,서울특별시 강남구 신사동 510-8번지 지상1층 ,서울특별시 강남구 강남대로156길 17 (신사동지상1층),6034.0,신사동 두목야식,20200400000000.0,U,2020-04-15 2:40,경양식,201746.1606,446240.2704,경양식,-,-
257,영업,02 5015487,654.25,135502.0,서울특별시 강남구 대치동 995-14 지상1층,서울특별시 강남구 테헤란로 606 (대치동지상1층),6174.0,코너스톤,20220800000000.0,U,2021-12-07 23:04,경양식,205601.904,445151.5095,,640975214,-
258,영업,,48.56,135838.0,서울특별시 강남구 대치동 628번지 지상1층6호 ,서울특별시 강남구 남부순환로 2915 지상1층 6호 (대치동 지상),6280.0,추억의 오뎅바,20130700000000.0,I,2018-08-31 23:59,통닭(치킨),205139.2062,443414.5384,통닭(치킨),1001488285,4.77
259,영업,02 5669947,56.96,135921.0,서울특별시 강남구 역삼동 730-9번지 ,서울특별시 강남구 역삼로37길 14 (역삼동),6225.0,서울식당,20190600000000.0,U,2019-06-12 2:40,한식,203731.3431,444073.6492,한식,18591095,4.3
260,영업,02 4458516,78.0,135939.0,서울특별시 강남구 개포동 14-1번지 대청프라자 121호122호122-1호 ,서울특별시 강남구 개포로109길 34 지하1층 121122122-1호 (개포동 대청프라자),6336.0,대청감자탕,20120500000000.0,I,2018-08-31 23:59,한식,206794.1448,443559.6179,한식,18419653,4.19
261,영업,02  565 4704,23.52,135846.0,서울특별시 강남구 대치동 946-16번지 지상1층 ,서울특별시 강남구 테헤란로98길 15 (대치동지상1층),6181.0,풍성짬뽕,20091000000000.0,I,2018-08-31 23:59,중국식,205479.2453,445019.638,중국식,-,-
262,영업,,55.0,135917.0,서울특별시 강남구 역삼동 699번지 ,서울특별시 강남구 봉은사로44길 64 지하1층 (역삼동),6147.0,고섭,20190400000000.0,U,2019-04-24 2:40,한식,203690.8756,444803.8717,한식,37445566,5
263,영업,02 4510238,56.22,135516.0,서울특별시 강남구 일원동 681-6번지 ,서울특별시 강남구 양재대로33길 7 (일원동),6343.0,오늘은해장국,20070100000000.0,I,2018-08-31 23:59,한식,207264.1923,443092.0128,한식,-,-
264,영업,,145.5,135954.0,서울특별시 강남구 청담동 88-6번지 지상1층 ,서울특별시 강남구 도산대로55길 18 지상1층 (청담동),6014.0,빈체로 파스타,20180800000000.0,I,2018-08-31 23:59,경양식,203516.5729,446934.4142,경양식,429763521,4.41
265,영업,,50.41,135928.0,서울특별시 강남구 역삼동 773-8번지 ,서울특별시 강남구 언주로 323 1층 103호 (역삼동),6226.0,미담숯불바베큐,20200300000000.0,U,2020-03-08 2:40,한식,203915.7141,443839.4275,한식,1754366245,4.36
266,영업,,72.09,135500.0,서울특별시 강남구 대치동 1019-12번지 ,서울특별시 강남구 삼성로 229 (대치동),6279.0,방이샤브칼국수,20151100000000.0,I,2018-08-31 23:59,분식,205336.355,443934.37,분식,20661560,4.59
267,영업,25404142,122.06,135951.0,서울특별시 강남구 청담동 46-9번지 ,서울특별시 강남구 학동로 441 지하1층 (청담동),6068.0,자담치킨 강남청담점,20200500000000.0,U,2020-05-16 2:40,한식,204269.9534,446298.6509,한식,1518359531,4.37
268,영업,,165.29,135871.0,서울특별시 강남구 삼성동 89-7번지 지상1층 ,서울특별시 강남구 영동대로122길 15 (삼성동지상1층),6080.0,(주)?앤플렛뱅드따블,20180800000000.0,I,2018-08-31 23:59,경양식,205280.4556,446086.378,경양식,-,-
269,영업,25484019,54.1,135864.0,서울특별시 강남구 삼성동 24-1번지 지상1층 ,서울특별시 강남구 삼성로119길 21 지상1층 (삼성동),6094.0,디저트랩,20160300000000.0,I,2018-08-31 23:59,기타,204332.6999,445937.6735,기타,12107143,4.46
270,영업,,83.0,135840.0,서울특별시 강남구 대치동 896-3 지상2층 ,서울특별시 강남구 선릉로82길 23 (대치동지상2층),6197.0,(주)디에이치와이,20201100000000.0,U,2020-11-05 2:40,한식,204520.809,444535.9693,한식,-,-
271,영업,02 5560025,38.29,135569.0,서울특별시 강남구 역삼동 834-27번지 ,서울특별시 강남구 역삼로8길 21 (역삼동),6250.0,넝쿨분식,20011200000000.0,I,2018-08-31 23:59,한식,202962.3379,443399.0585,한식,-,-
272,영업,,21.0,135914.0,서울특별시 강남구 역삼동 668-10 ,서울특별시 강남구 봉은사로30길 68 지상2층 2호 (역삼동),6140.0,구공횟집,20220300000000.0,I,2022-03-23 0:22,횟집,203168.1475,444555.3636,횟집,-,-
273,영업,02  34435010,34.5,135819.0,서울특별시 강남구 논현동 94번지 ,서울특별시 강남구 도산대로 334 지상7층 (논현동),6055.0,스시현,20170500000000.0,I,2018-08-31 23:59,일식,203336.8215,446708.4039,일식,36960035,4.69
274,영업,,83.86,135889.0,서울특별시 강남구 신사동 545-1번지 ,서울특별시 강남구 논현로159길 65 4층 (신사동),6033.0,더고저스키친,20180400000000.0,I,2018-08-31 23:59,기타,201978.08,446573.3237,기타,-,-
275,영업,,115.0,135888.0,서울특별시 강남구 신사동 524-1 ,서울특별시 강남구 강남대로162길 41-20 지상1층 (신사동),6028.0,스몰디쉬빅쇼,20210100000000.0,I,2021-01-13 0:23,경양식,201802.2403,446629.8284,경양식,1463782137,4.51
276,영업,5573188,59.04,135999.0,서울특별시 강남구 대치동 941-16번지 지상1층 ,서울특별시 강남구 삼성로 307 (대치동지상1층),6209.0,막둥이냉면,20100400000000.0,I,2018-08-31 23:59,호프/통닭,205261.8079,444135.0853,호프/통닭,-,-
277,영업,02  512 9558,324.66,135831.0,서울특별시 강남구 논현동 236-4번지 1층 ,서울특별시 강남구 봉은사로37길 5 1층 (논현동),6109.0,바다로가자,20180800000000.0,I,2018-08-31 23:59,한식,203168.2769,445162.561,한식,-,-
278,영업,,40.0,135897.0,서울특별시 강남구 신사동 663-23 한주빌딩,서울특별시 강남구 선릉로157길 14 한주빌딩 지상1층 103호 (신사동),6018.0,알마미고,20220700000000.0,U,2021-12-06 23:07,경양식,203362.7762,447104.2005,,-,-
279,영업,,24.3,135825.0,서울특별시 강남구 논현동 161번지 ,서울특별시 강남구 강남대로124길 20 1층 105호 (논현동),6114.0,현대순대국,20160400000000.0,I,2018-08-31 23:59,한식,202073.0657,445204.9412,한식,19882368,4.39
280,영업,,129.72,135915.0,서울특별시 강남구 역삼동 676 센터필드 ,서울특별시 강남구 테헤란로 231 센터필드 지하2층 WB51호 (역삼동),6142.0,파이어벨 디어고메,20210600000000.0,I,2021-06-27 0:23,경양식,203599.0628,444556.0623,경양식,1619997362,4.51
281,영업,,50.22,135878.0,서울특별시 강남구 삼성동 152-2 ,서울특별시 강남구 테헤란로81길 62-1 지상1층 (삼성동),6166.0,비마이플라워,20211100000000.0,I,2021-11-06 0:22,기타,204861.2804,445389.3978,기타,1837613465,-
282,영업,,146.1,135893.0,서울특별시 강남구 신사동 588-9 지상1층 ,서울특별시 강남구 논현로152길 34 (신사동지상1층),6026.0,강남면옥,20210100000000.0,U,2021-01-05 2:40,한식,202664.9537,446580.1748,한식,11845608,4.28
283,영업,,156.14,135896.0,서울특별시 강남구 신사동 636-18,서울특별시 강남구 압구정로42길 22 지상1층 (신사동),6017.0,크라이베이비,20220700000000.0,U,2021-12-07 0:07,경양식,203016.6743,447249.8219,,1544029037,-
284,영업,,97.89,135821.0,서울특별시 강남구 논현동 114-11번지 ,서울특별시 강남구 언주로134길 9 2층 (논현동),6058.0,강남불백,20190900000000.0,I,2019-09-11 2:22,한식,203146.1156,446065.2108,한식,35964491,4.42
285,영업,,23.1,135826.0,서울특별시 강남구 논현동 189-13번지 ,서울특별시 강남구 논현로115길 31 1층 (논현동),6122.0,위클리푸드,20160800000000.0,I,2018-08-31 23:59,한식,202632.0013,445107.8042,한식,-,-
286,영업,,22.83,135888.0,서울특별시 강남구 신사동 520-8 ,서울특별시 강남구 압구정로10길 42 1층 102호 (신사동),6028.0,휙휙(HUICKHUICK),20210200000000.0,U,2021-02-07 2:40,한식,201879.3264,446508.9804,한식,-,-
287,영업,02 5382676,146.94,135878.0,서울특별시 강남구 삼성동 152-55번지 지하1층 ,서울특별시 강남구 삼성로104길 18 (삼성동지하1층),6166.0,아미고,20100900000000.0,I,2018-08-31 23:59,경양식,204903.9542,445422.0103,경양식,37830063,-
288,영업,02  34489929,118.46,135897.0,서울특별시 강남구 신사동 651-6 ,서울특별시 강남구 도산대로45길 8-7 지상2층 (신사동),6021.0,기가스플러스,20211200000000.0,I,2021-12-04 0:22,경양식,203148.0901,446757.3716,경양식,-,-
289,영업,,145.0,135879.0,서울특별시 강남구 삼성동 156-7 ,서울특별시 강남구 삼성로96길 7 지상1층 (삼성동),6167.0,마초갈비,20210400000000.0,I,2021-04-17 0:22,한식,204912.495,445189.5931,한식,1355523450,-
290,영업,,49.0,135501.0,서울특별시 강남구 대치동 994-8번지 ,서울특별시 강남구 영동대로 221 지하1층 (대치동),6283.0,삼대족발,20190300000000.0,I,2019-03-14 2:21,한식,205949.3943,444056.7429,한식,1404804438,4.12
291,영업,02 5582339,26.44,135500.0,서울특별시 강남구 대치동 1021-14번지 지상1층 ,서울특별시 강남구 삼성로57길 22 (대치동지상1층),6279.0,봉구스 밥버거(대치점),20161100000000.0,I,2018-08-31 23:59,분식,205170.2581,443960.7095,분식,-,-
292,영업,,39.66,135962.0,서울특별시 강남구 개포동 1218-23번지 지상1층 ,서울특별시 강남구 개포로22길 21 (개포동지상1층),6308.0,투다리포이점,20031200000000.0,I,2018-08-31 23:59,통닭(치킨),204234.0817,441721.1151,통닭(치킨),-,-
293,영업,5469599,143.79,,,서울특별시 강남구 압구정로79길 6 2층 (청담동),6011.0,이집밥상,20210600000000.0,U,2021-06-17 2:40,한식,204135.5193,446965.2734,한식,12984690,4.06
294,영업,,117.84,135950.0,서울특별시 강남구 청담동 31-21 지하1층 ,서울특별시 강남구 학동로77길 32 지하1층 (청담동),6067.0,꽃보다 황태,20200600000000.0,U,2020-07-01 2:40,한식,204219.057,446499.8705,한식,805454804,4.39
295,영업,02 5584607,98.04,135847.0,서울특별시 강남구 대치동 956-20번지 ,서울특별시 강남구 삼성로84길 30 (대치동),6184.0,청석골,20011200000000.0,I,2018-08-31 23:59,한식,205237.8404,444847.9075,한식,31402971,4.41
296,영업,02  508 2741,106.0,135925.0,서울특별시 강남구 역삼동 746-25번지 지상1 ,서울특별시 강남구 논현로75길 16 지상1층 (역삼동),6247.0,남도구들,20180500000000.0,I,2018-08-31 23:59,한식,203235.0221,443798.311,한식,19993631,4.23
297,영업,2,473.6,135934.0,서울특별시 강남구 역삼동 825번지 미진프라자21층 ,서울특별시 강남구 강남대로 390 (역삼동미진프라자21층),6232.0,크리스탈스카이라운지,20101100000000.0,I,2018-08-31 23:59,경양식,202462.6048,443960.1863,경양식,-,-
298,영업,,75.17,135928.0,서울특별시 강남구 역삼동 779-9 ,서울특별시 강남구 언주로 313 지상1층 104호105호 (역삼동),6229.0,기분좋은날,20211100000000.0,U,2021-11-19 2:40,일식,203963.3255,443717.7394,일식,-,-
299,영업,,35.04,135838.0,서울특별시 강남구 대치동 623번지 ,서울특별시 강남구 남부순환로 2921 지하1층 6263호 (대치동 남서울종합시장),6280.0,남서울반찬식당,20170800000000.0,I,2018-08-31 23:59,한식,205209.7471,443490.8173,한식,1843280573,-
300,영업,,213.55,135897.0,서울특별시 강남구 신사동 664-3번지 지상1층 ,서울특별시 강남구 선릉로161길 6 지상1층 (신사동),6018.0,킨,20180500000000.0,I,2018-08-31 23:59,일식,203455.6741,447216.5642,일식,35188523,4.37
301,영업,,129.32,135897.0,서울특별시 강남구 신사동 657-17 ,서울특별시 강남구 선릉로155길 26 지하1층 (신사동),6018.0,거북썬블랙,20211100000000.0,U,2021-11-11 2:40,경양식,203252.4898,447060.3607,경양식,1402642230,3.83
302,영업,,38.22,135859.0,서울특별시 강남구 도곡동 902-2,서울특별시 강남구 남부순환로363길 16 지상1층 103호 (도곡동),6269.0,샐러디치 오도씨 강남1호점,20220600000000.0,I,2021-12-05 23:02,기타,203304.6845,442693.0391,,1376829983,-
303,영업,,3.3,135845.0,서울특별시 강남구 대치동 942-15 ,서울특별시 강남구 테헤란로82길 15 지상5층 562호 (대치동),6178.0,빌라쥬11팩토리 봉수아,20220100000000.0,U,2022-01-16 2:40,경양식,205079.4181,444869.8347,경양식,-,-
304,영업,,19.71,135958.0,서울특별시 강남구 청담동 134-20번지 ,서울특별시 강남구 학동로101길 26 지하1층 B61-1호 (청담동 청담삼익상가 ),6077.0,도시락 키친,20130600000000.0,I,2018-08-31 23:59,김밥(도시락),205034.1584,446675.9324,김밥(도시락),34857100,4.86
305,영업,,60.89,135924.0,서울특별시 강남구 역삼동 739-8 ,서울특별시 강남구 논현로85길 29 지상2층 202호 (역삼동),6237.0,하루엔소쿠 역삼점,20211000000000.0,U,2021-10-28 2:40,분식,203089.668,444036.2574,분식,1695120994,-
306,영업,02 5528647,13.22,135836.0,서울특별시 강남구 대치동 507-1번지 풍림프라자 지하1층144호 ,서울특별시 강남구 남부순환로 2942 (대치동풍림프라자 지하1층144호),6291.0,신포면옥,20060300000000.0,I,2018-08-31 23:59,한식,205448.46,443488.295,한식,-,-
307,영업,,109.37,135887.0,서울특별시 강남구 신사동 502-1 비율라빌딩 ,서울특별시 강남구 강남대로 628 비율라빌딩 지상1층 A호 (신사동),6035.0,신사연탄불고기,20220200000000.0,I,2022-02-16 0:22,식육(숯불구이),201653.2075,446184.4291,식육(숯불구이),1148861772,-
308,영업,,45.0,135915.0,서울특별시 강남구 역삼동 673,서울특별시 강남구 언주로97길 27 지하1층 (역삼동),6139.0,사람이앤디,20220700000000.0,U,2021-12-06 22:09,한식,203395.2956,444734.0226,,1174001009,-
309,영업,,16.59,135934.0,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티 ,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 1층 124호 (역삼동),6232.0,723핫도그앤커피 강남본점,20190200000000.0,I,2019-03-02 2:21,기타,202520.9722,443946.8329,기타,-,-
310,영업,,33.0,135889.0,서울특별시 강남구 신사동 536-5번지 ,서울특별시 강남구 강남대로152길 45 지상1층 (신사동 외1필지),6035.0,하나돈부리,20120400000000.0,I,2018-08-31 23:59,한식,201943.9311,446244.497,한식,1443211329,-
311,영업,02  64140700,48.24,135842.0,서울특별시 강남구 대치동 985번지 ,서울특별시 강남구 도곡로93길 12 지상1층 106호 (대치동 래미안 대치 하이스턴 우성상가),6189.0,커피앤가든,20170800000000.0,I,2018-08-31 23:59,기타,205720.9622,444316.7849,기타,36905311,4.8
312,영업,,60.0,135924.0,서울특별시 강남구 역삼동 739-2 ,서울특별시 강남구 역삼로17길 61 지하 1층 (역삼동),6237.0,레드바(red bar),20210700000000.0,U,2021-07-07 2:40,기타,203142.6666,444075.0558,기타,-,-
313,영업,,56.38,135822.0,서울특별시 강남구 논현동 141-9번지 명진빌딩 ,서울특별시 강남구 학동로4길 20 명진빌딩 1층 104호 (논현동),6110.0,종로계림닭도리탕원조 논현점,20200500000000.0,I,2020-05-09 0:23,한식,201984.3719,445320.9541,한식,1491729736,4.38
314,영업,02  34495498,6.6,135724.0,서울특별시 강남구 압구정동 429 현대백화점본점 ,서울특별시 강남구 압구정로 165 현대백화점본점 지하1층 (압구정동),6001.0,가쯔야,20210800000000.0,I,2021-08-11 0:22,일식,202358.5057,447232.9557,일식,1182773351,-
315,영업,,19.0,135915.0,서울특별시 강남구 역삼동 669-9 ,서울특별시 강남구 봉은사로30길 73 2층 5호 (역삼동),6140.0,치킨먹고 팔자피자 강남점,20220100000000.0,U,2022-01-06 2:40,기타,203211.8592,444523.6939,기타,-,-
316,영업,,174.39,135936.0,서울특별시 강남구 역삼동 830-1 ,서울특별시 강남구 강남대로78길 24 지상2층 (역삼동),6243.0,참치스토리,20200700000000.0,I,2020-08-01 0:23,일식,202702.544,443668.4263,일식,1317328791,4.48
317,영업,,16.5,135915.0,서울특별시 강남구 역삼동 669-9 ,서울특별시 강남구 봉은사로30길 73 지상3층 12호 (역삼동),6140.0,푸드킹덤(유),20211100000000.0,I,2021-11-14 0:22,한식,203211.8592,444523.6939,한식,-,-
318,영업,02 5742458,58.0,135819.0,서울특별시 강남구 논현동 97-8번지 ,서울특별시 강남구 언주로150길 24 (논현동),6054.0,주래등,20060600000000.0,I,2018-08-31 23:59,중국식,203133.275,446564.39,중국식,33879512,4.31
319,영업,,33.0,135819.0,서울특별시 강남구 논현동 98-6 ,서울특별시 강남구 언주로148길 6 지하1층 (논현동),6057.0,케렌시아.장금이네,20210700000000.0,U,2021-07-28 2:40,한식,203034.6588,446445.5359,한식,-,-
320,영업,,55.72,135841.0,서울특별시 강남구 대치동 909-0번지 지상1층4호 ,서울특별시 강남구 역삼로 420 (대치동지상1층4호),6200.0,올래곱창,20190600000000.0,U,2019-06-19 2:40,한식,204607.2022,444313.9851,한식,21413477,4.33
321,영업,,125.0,135924.0,서울특별시 강남구 역삼동 736-49번지 ,서울특별시 강남구 논현로87길 15-8 지상1층 (역삼동),6236.0,킹콩부대찌개(역삼점),20180600000000.0,I,2018-08-31 23:59,한식,203078.4657,444106.4091,한식,-,-
322,영업,02  749 2288,134.86,135954.0,서울특별시 강남구 청담동 83-1 마드레스 ,서울특별시 강남구 선릉로162길 12 마드레스 지상3층 (청담동),6014.0,안티트러스트,20210600000000.0,I,2021-06-04 0:22,경양식,203595.4275,447168.9128,경양식,1927179824,4.54
323,영업,,50.49,135825.0,서울특별시 강남구 논현동 163-2번지 1층 ,서울특별시 강남구 강남대로124길 12 1층 (논현동),6114.0,대동집 서울논현점,20200200000000.0,U,2020-02-09 2:40,분식,202018.9604,445181.7548,분식,1745399748,4.36
324,영업,02 5714441,90.0,135964.0,서울특별시 강남구 개포동 1231-17번지 지상1층 ,서울특별시 강남구 개포로20길 17 (개포동지상1층),6307.0,숙아채 콩나물국밥,20100400000000.0,I,2018-08-31 23:59,분식,204159.735,441731.32,분식,13101198,4.22
325,영업,221916789,455.44,135880.0,서울특별시 강남구 삼성동 157-3,서울특별시 강남구 삼성로 508 지하1층 지101호 (삼성동 LG트윈텔2),6168.0,맥심(MAXIM),20220400000000.0,U,2021-12-03 22:08,경양식,204935.493,445063.2562,,-,-
326,영업,,42.44,135854.0,서울특별시 강남구 도곡동 420-15번지 ,서울특별시 강남구 논현로28길 45 1층 (도곡동),6301.0,금봉시식당,20200200000000.0,U,2020-02-12 2:40,한식,203937.8291,442489.1241,한식,1111074308,-
327,영업,,318.51,135922.0,서울특별시 강남구 역삼동 705-7 2H타워 ,서울특별시 강남구 선릉로93길 15 2H타워 지하1층 (역삼동),6150.0,오스카 OSKARS,20210600000000.0,U,2021-06-09 2:40,경양식,204110.0299,444760.5471,경양식,-,-
328,영업,,47.49,135827.0,서울특별시 강남구 논현동 184-0번지 지상1층 ,서울특별시 강남구 강남대로116길 8 (논현동지상1층),6120.0,노랑통닭,20190700000000.0,U,2019-07-24 2:40,통닭(치킨),202119.944,444877.8824,통닭(치킨),36917336,4.32
329,영업,02 5483030,2594.15,135895.0,서울특별시 강남구 신사동 623-5 삼원가든,서울특별시 강남구 언주로 835 삼원가든 다동 지상123층 (신사동),6023.0,삼원가든,20220600000000.0,U,2021-12-05 23:07,한식,202818.1157,446970.5621,,11718583,-
330,영업,5622752,66.11,135854.0,서울특별시 강남구 도곡동 412-8번지 지상1층 ,서울특별시 강남구 논현로36길 19 (도곡동지상1층),6296.0,차돌49,20150300000000.0,I,2018-08-31 23:59,한식,203763.967,442544.4165,한식,36636340,4.73
331,영업,,68.23,135878.0,서울특별시 강남구 삼성동 152-11 ,서울특별시 강남구 테헤란로81길 60-5 지상1층 (삼성동),6166.0,벽돌집 60-5,20210100000000.0,U,2021-01-24 2:40,일식,204888.4045,445378.6428,일식,1577131901,4.36
332,영업,,44.12,135935.0,서울특별시 강남구 역삼동 826-37 쌍용플래티넘밸류,서울특별시 강남구 테헤란로4길 46 지상1층 101호 (역삼동 쌍용플래티넘밸류),6241.0,밥보야 뚠뚠이김밥 강남점,20220600000000.0,I,2021-12-05 23:08,분식,202619.0981,443688.6917,,-,-
333,영업,02 5430342,72.63,135830.0,서울특별시 강남구 논현동 230-18번지 ,서울특별시 강남구 언주로113길 16 (논현동),6108.0,금보성,20180300000000.0,I,2018-08-31 23:59,한식,203111.9923,445234.6523,한식,18518888,4.37
334,영업,,64.0,135889.0,서울특별시 강남구 신사동 540-15번지 지하1층 ,서울특별시 강남구 도산대로17길 9 (신사동지하1층),6036.0,술,20110900000000.0,I,2018-08-31 23:59,패스트푸드,202111.7713,446338.4269,패스트푸드,1402166030,-
335,영업,,856.81,135915.0,서울특별시 강남구 역삼동 676 센터필드 ,서울특별시 강남구 테헤란로 231 센터필드  조선팰리스강남36층 (역삼동),6142.0,(주)조선호텔앤리조트 조선팰리스강남 더그레이트홍연,20210400000000.0,I,2021-04-24 0:22,중국식,203599.0628,444556.0623,중국식,-,-
336,영업,,30.51,135516.0,서울특별시 강남구 일원동 683번지 ,서울특별시 강남구 일원로 33 지상1층 107호 (일원동),6343.0,스시류,20170800000000.0,I,2018-08-31 23:59,일식,207101.4663,443190.3813,일식,1136818683,4.45
337,영업,,94.84,135857.0,서울특별시 강남구 도곡동 544 신호빌딩 ,서울특별시 강남구 도곡로 184 신호빌딩 1층 104호 (도곡동),6261.0,누구나홀딱반한닭 도곡점,20210200000000.0,I,2021-02-28 0:23,호프/통닭,203448.3064,443277.1178,호프/통닭,1476510943,4.41
338,영업,033 641 0766,20.0,135513.0,서울특별시 강남구 역삼동 700-29,서울특별시 강남구 언주로98길 20 지하1층 B01-1호 (역삼동),6147.0,음마,20220400000000.0,U,2021-12-04 0:09,한식,202894.2962,445277.7231,,1205859422,-
339,영업,02  536 8153,110.3,135875.0,서울특별시 강남구 삼성동 140-25번지 ,서울특별시 강남구 선릉로 518 지하1층 (삼성동),6161.0,더드림,20180300000000.0,I,2018-08-31 23:59,한식,204227.7116,444848.8576,한식,1109481852,-
340,영업,02  34523442,219.94,135893.0,서울특별시 강남구 신사동 600-3 ,서울특별시 강남구 논현로168길 20 1층 (신사동),6025.0,카페이모야(cafeimoya),20210800000000.0,U,2021-08-26 2:40,기타,202570.72,446832.415,기타,-,-
