상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,별점
영업,,30.0,156816,서울특별시 동작구 사당동 132-6 ,서울특별시 동작구 동작대로27길 18 1층 (사당동),7008.0,쥬씨 차얌 총신대입구역점,20210200000000.0,U,2021-02-25 2:40,기타,198251.0657,442827.775,기타,-,-
영업,208124360,133.7,156030,서울특별시 동작구 상도동 502번지 ,서울특별시 동작구 사당로 18-1 (상도동),7027.0,큐피드,20200600000000.0,U,2020-06-13 2:40,경양식,196078.2658,443665.4091,경양식,1068164703,-
영업,232809288,33.6,156813,서울특별시 동작구 노량진동 325-4번지 1동 204호 ,서울특별시 동작구 만양로3길 20 (노량진동1동 204호),6926.0,딥테이스트치킨,20130600000000.0,I,2018-08-31 23:59,통닭(치킨),195173.4169,445112.843,통닭(치킨),20834232,4.81
영업,,67.17,156832,서울특별시 동작구 상도동 356-141번지 ,서울특별시 동작구 상도로19길 7 (상도동),6950.0,봉평산골메밀촌,20110300000000.0,I,2018-08-31 23:59,한식,194161.4026,444505.7601,한식,19931504,4.43
영업,,22.58,156824,서울특별시 동작구 사당동 708-594 ,서울특별시 동작구 동작대로25길 10 1층2층 (사당동),7008.0,인생다방,20210700000000.0,U,2021-08-01 2:40,기타,198282.6126,442696.2698,기타,1025774291,5
영업,,24.0,156844,서울특별시 동작구 상도동 259-89 ,서울특별시 동작구 성대로 63 1층 (상도동),6960.0,호세야오리바베큐,20210900000000.0,U,2021-09-10 2:40,기타,194129.651,444001.8152,기타,21428004,4.59
영업,,29.7,156807,서울특별시 동작구 대방동 23-161,서울특별시 동작구 등용로 107 1층 (대방동),6942.0,아임프릇티(I`M FRUTTY),20220700000000.0,U,2021-12-07 0:08,기타,193907.5527,445386.4642,,-,-
영업,02  817 3222,192.77,156804,서울특별시 동작구 노량진동 267-6 ,서울특별시 동작구 노량진로 80 2층 (노량진동 노량진큐브스테이트),6927.0,순천집,20201000000000.0,I,2020-10-14 0:23,한식,194150.2737,445628.9405,한식,11857246,4.33
영업,,18.4,156811,서울특별시 동작구 대방동 500 성원상가 지하11호 ,서울특별시 동작구 여의대방로 256 (대방동 성원상가 지하11호),6941.0,올리돈까스,20211200000000.0,U,2021-12-14 2:40,분식,193350.622,445242.9689,분식,1804932894,4.52
영업,208247264,28.08,156800,서울특별시 동작구 노량진동 31-13 ,서울특별시 동작구 노량진로8길 27 (노량진동),6928.0,훌랄라치킨,20210900000000.0,U,2021-09-26 2:40,통닭(치킨),194353.617,445612.4966,통닭(치킨),12810929,4.34
영업,,36.69,156801,서울특별시 동작구 노량진동 123-3,서울특별시 동작구 만양로14다길 4 1층 (노량진동),6914.0,냉삼회관(노량진역점),20220600000000.0,U,2021-12-05 23:09,한식,195084.7904,445477.7624,,-,-
영업,,78.18,156824,서울특별시 동작구 사당동 1003-39 ,서울특별시 동작구 사당로 286 2층 (사당동),7013.0,등촌샤브칼국수,20210900000000.0,U,2021-09-30 2:40,호프/통닭,198107.1252,442442.4666,호프/통닭,32115104,4.34
영업,,30.7,156824,서울특별시 동작구 사당동 708-428번지 ,서울특별시 동작구 사당로17길 25 1층 (사당동),7004.0,두찜 동작사당점,20190700000000.0,I,2019-07-26 2:21,한식,197593.9156,442457.4594,한식,1472180960,4.56
영업,63332727,785.56,156800,서울특별시 동작구 노량진동 27-2번지 CTS빌딩 3층 ,서울특별시 동작구 노량진로 100 (노량진동CTS빌딩 3층),6928.0,베라카채플웨딩,20170900000000.0,I,2018-08-31 23:59,뷔페식,194360.477,445637.9579,뷔페식,35719805,4.1
영업,,43.4,156800,서울특별시 동작구 노량진동 41-5번지 ,서울특별시 동작구 노량진로 110 1층 112호 (노량진동),6928.0,부자왕만두냉면,20190700000000.0,I,2019-07-10 2:21,한식,194450.9386,445665.8267,한식,1103678052,4.41
영업,,82.0,156830,서울특별시 동작구 상도1동 645-3 중부하이퍼,서울특별시 동작구 흑석로 4 1층 (상도1동),6969.0,정정아식당,20220400000000.0,U,2021-12-03 21:00,한식,195613.2679,444717.2798,,1361419318,4.55
영업,02  812 0915,85.8,156030,서울특별시 동작구 상도동 323-4 ,서울특별시 동작구 국사봉1길 18 2층 (상도동),7042.0,술탄,20201000000000.0,U,2020-10-30 2:40,기타,193712.6344,444071.4609,기타,744531628,-
영업,,78.85,156848,서울특별시 동작구 신대방동 364-2 더룩스 보라매 ,서울특별시 동작구 여의대방로22길 40 더룩스 보라매 12층 (신대방동),7058.0,윤카페(yun cafe),20210200000000.0,I,2021-02-20 0:23,기타,193048.3623,443932.2559,기타,-,-
영업,7070100708,52.65,156808,서울특별시 동작구 대방동 349-5번지 ,서울특별시 동작구 알마타길 21-18 지하1층 (대방동),6939.0,케이태리(K?italy),20191000000000.0,U,2019-10-13 2:40,경양식,193547.5152,445485.7737,경양식,-,-
영업,02  814 2676,132.71,156030,서울특별시 동작구 상도동 502-1 3층 ,서울특별시 동작구 상도로67길 31 3층 (상도동),7027.0,블랙조이커피,20211100000000.0,U,2021-11-18 2:40,까페,196075.3989,443649.2253,까페,1081483899,4.5
영업,,31.11,156879,서울특별시 동작구 사당동 224-33 ,서울특별시 동작구 솔밭로 102 1층 (사당동),7009.0,더잘만든닭강정 본점,20220200000000.0,I,2022-02-23 0:22,호프/통닭,197104.0512,442560.762,호프/통닭,1624131918,4.68
영업,,182.6,156811,서울특별시 동작구 대방동 395-18번지 ,서울특별시 동작구 상도로 47 1층2층 (대방동),6954.0,카페 퍼블리코,20200500000000.0,U,2020-05-17 2:40,까페,193373.0848,444204.33,까페,36652436,4.38
영업,02 8133935,20.16,156831,서울특별시 동작구 상도동 29-33 ,서울특별시 동작구 상도로34길 12 (상도동),6964.0,형제식당,20211100000000.0,U,2021-11-18 2:40,한식,195122.1961,444680.4642,한식,1690107209,4.57
영업,,54.97,156826,서울특별시 동작구 사당동 1038-30번지 ,서울특별시 동작구 동작대로7길 70 (사당동),7025.0,영덕막회,20190500000000.0,U,2019-05-11 2:40,한식,198055.3434,441755.769,한식,13374491,4.21
영업,02 8150324,209.62,156800,서울특별시 동작구 노량진동 13-6 ,서울특별시 동작구 노들로 674 지상2층 8호 (노량진동),6900.0,미자식당,20211200000000.0,U,2021-12-14 2:40,한식,194346.1567,445823.5009,한식,1986598788,4.06
영업,,79.5,156826,서울특별시 동작구 사당동 1031-17번지 1층 ,서울특별시 동작구 동작대로5길 7 (사당동 1층),7015.0,이찌돈까스,20131000000000.0,I,2018-08-31 23:59,기타,198251.0823,441862.1992,기타,37430480,4.18
영업,02 8226939,25.06,156837,서울특별시 동작구 상도동 157 ,서울특별시 동작구 상도로34길 25 (상도동),6965.0,후라이드 참 잘하는 집,20211000000000.0,U,2021-10-20 2:40,호프/통닭,195108.9685,444616.5955,호프/통닭,35575059,4.45
영업,,64.74,156849,서울특별시 동작구 신대방동 395-70번지 전문건설회관 지하1층 ,서울특별시 동작구 보라매로5길 15 (신대방동전문건설회관 지하1층),,늘,20141100000000.0,I,2018-08-31 23:59,한식,193232.0279,443314.0572,한식,20481178,4.19
영업,02  824 2525,18.6,156811,서울특별시 동작구 대방동 409-21 ,서울특별시 동작구 여의대방로24길 79 (대방동),7055.0,파스타의 왕자,20210500000000.0,U,2021-05-12 2:40,분식,193255.299,444059.2166,분식,1521910592,-
영업,,51.9,156815,서울특별시 동작구 사당동 129-11 ,서울특별시 동작구 동작대로27길 38 2층 201호 (사당동),7008.0,하늘,20210800000000.0,I,2021-08-19 0:22,기타,198160.2806,442830.4231,기타,38705743,4.18
영업,7080988567,50.48,156060,서울특별시 동작구 본동 9-41,서울특별시 동작구 노량진로32길 17 1층 (본동),6908.0,허스토리,20220500000000.0,I,2021-12-05 0:05,한식,196077.5247,445625.6129,,1155352727,-
영업,232803280,59.84,156030,서울특별시 동작구 상도동 503-3번지 2층 ,서울특별시 동작구 상도로61길 28 (상도동 2층),7027.0,미스사이공,20190400000000.0,U,2019-04-26 2:40,기타,196065.5092,443632.6622,기타,1700799497,4.37
영업,,43.65,156030,서울특별시 동작구 상도동 120-15 ,서울특별시 동작구 상도로67길 12-5 지하1층 (상도동),7027.0,대윤파닭,20211100000000.0,U,2021-11-18 2:40,통닭(치킨),196101.9029,443551.4798,통닭(치킨),1814900959,-
영업,,16.0,156857,서울특별시 동작구 흑석동 50-21 ,서울특별시 동작구 서달로14길 24-1 1층 (흑석동),6979.0,알프스(alps'),20211100000000.0,U,2021-11-19 2:40,한식,196775.0969,445050.9858,한식,-,-
영업,,94.4,156030,서울특별시 동작구 상도동 468번지 ,서울특별시 동작구 상도로 332 (상도동),7033.0,오븐마루상도점,20181100000000.0,U,2018-11-21 2:37,통닭(치킨),195623.0934,444036.6956,통닭(치킨),34412221,4.26
영업,,70.38,156839,서울특별시 동작구 상도동 324-25번지 1층 ,서울특별시 동작구 상도로12길 7 (상도동 1층),7041.0,서민준밀밭,20170600000000.0,I,2018-08-31 23:59,한식,193733.1168,444125.4049,한식,1271596200,4.38
영업,,100.8,156830,서울특별시 동작구 상도1동 697 1층 ,서울특별시 동작구 상도로 265-11 (상도1동 1층),6919.0,곱도리탕 전문점 상도점,20211200000000.0,U,2021-12-09 2:40,한식,195333.2889,444647.4117,한식,1054070645,-
영업,,68.0,156813,서울특별시 동작구 본동 394-1번지 ,서울특별시 동작구 노량진로 229 1층 (본동),6902.0,피자알볼로 노량진흑석점,20191200000000.0,U,2019-12-29 2:40,패스트푸드,195638.4694,445630.3959,패스트푸드,36260804,4.52
영업,02 5935586,67.28,156816,서울특별시 동작구 사당동 137-15 ,서울특별시 동작구 동작대로27가길 20 2층 (사당동),7008.0,호프광장,20210600000000.0,U,2021-06-12 2:40,분식,198251.383,442725.3401,분식,1418101660,-
영업,,120.79,156030,서울특별시 동작구 상도동 7-22 ,서울특별시 동작구 매봉로2길 8-4 B동 지층 B01호 (상도동),6912.0,허슬버슬,20201000000000.0,U,2020-10-30 2:40,기타,195724.6875,444953.7083,기타,1913537068,-
영업,,13.6,156851,서울특별시 동작구 신대방동 498-51 ,서울특별시 동작구 여의대방로 80 (신대방동),7063.0,포앤쿡,20201100000000.0,U,2020-11-04 2:40,기타,192466.6693,443823.372,기타,37769179,4.49
영업,02 8131238,139.2,156030,서울특별시 동작구 상도동 502번지 ,서울특별시 동작구 사당로 18-1 2층 (상도동),7027.0,내가찜한닭(숭실대점),20170300000000.0,I,2018-08-31 23:59,호프/통닭,196078.2658,443665.4091,호프/통닭,-,-
영업,,30.0,156825,서울특별시 동작구 사당동 1026-3,서울특별시 동작구 사당로26길 77 (사당동),7015.0,그루타(GRUTA),20220600000000.0,I,2021-12-05 23:00,기타,198000.4895,442020.6062,,-,-
영업,,83.9,156857,서울특별시 동작구 흑석동 50-19 ,서울특별시 동작구 서달로14길 26 (흑석동),6979.0,역전할머니맥주 중앙대점,20210300000000.0,U,2021-03-13 2:40,경양식,196781.0523,445044.2802,경양식,1827099901,4.57
영업,02 8136288,43.06,156861,서울특별시 동작구 흑석동 224-1 중앙대병원 B101-B호 ,서울특별시 동작구 흑석로 102 (흑석동 중앙대병원 B101-B호),6973.0,죽이야기,20211200000000.0,U,2021-12-14 2:40,한식,196469.8398,444981.9379,한식,38229131,4.26
영업,02 8178856,86.46,156839,서울특별시 동작구 상도동 347-7 ,서울특별시 동작구 상도로 115 (상도동),6950.0,연정 순대국,20210800000000.0,U,2021-08-25 2:40,한식,193995.8443,444344.7809,한식,1112285084,-
영업,02  533 3944,26.0,156816,서울특별시 동작구 사당동 143-5 ,서울특별시 동작구 동작대로25길 52-8 1층 (사당동),7008.0,잘란잘란온이수,20201100000000.0,U,2020-11-07 2:40,호프/통닭,198121.9158,442554.1115,호프/통닭,1105996333,-
영업,,46.13,156811,서울특별시 동작구 대방동 407-38 ,서울특별시 동작구 여의대방로24길 137 2층 102호 (대방동),7055.0,스토밍키친,20220200000000.0,U,2022-02-12 2:40,한식,193540.5228,444117.0325,한식,1922550906,-
영업,02  821 3038,21.64,156821,서울특별시 동작구 사당동 297-2번지 ,서울특별시 동작구 사당로16길 52-1 (사당동),7018.0,전이랑 술이랑,20120100000000.0,I,2018-08-31 23:59,한식,197456.542,442140.2794,한식,1499092732,-
영업,02  26188245,18.31,156841,서울특별시 동작구 상도동 211-176번지 지층101호,서울특별시 동작구 양녕로28길 42 지층 101호 (상도동),7036.0,내추럴본,20200100000000.0,I,2020-01-22 0:23,한식,195145.7354,443983.448,한식,-,-
영업,02  824 4707,103.2,156860,서울특별시 동작구 흑석동 102-1번지 2층 ,서울특별시 동작구 서달로 167 (흑석동2층),6972.0,모그,20200600000000.0,U,2020-06-13 2:40,경양식,196641.4933,445096.1352,경양식,20895972,-
영업,,29.55,156840,서울특별시 동작구 상도동 235-37 ,서울특별시 동작구 성대로29길 1 1층 (상도동),6962.0,순살만공격,20220100000000.0,U,2022-01-28 2:40,기타,194606.3065,444102.2767,기타,1362880723,-
영업,02 8125918,29.31,156859,서울특별시 동작구 흑석동 86-95 ,서울특별시 동작구 서달로6길 14 (흑석동),6987.0,스마일,20210800000000.0,U,2021-08-14 2:40,분식,196534.653,444577.1687,분식,1518789791,4.75
영업,02 8133413,38.55,156860,서울특별시 동작구 흑석동 180-4번지 ,서울특별시 동작구 흑석로 115 (흑석동),6909.0,홍루이젠흑석중앙대점,20190800000000.0,U,2019-08-15 2:40,한식,196518.2512,445174.86,한식,1607450476,4.33
영업,02  583 7979,200.0,156816,서울특별시 동작구 사당동 147-81번지 ,서울특별시 동작구 동작대로27가길 44 (사당동),7008.0,이수한신,20180200000000.0,I,2018-08-31 23:59,한식,198243.2088,442610.758,한식,20268344,4.39
영업,02  64067281,20.0,156803,서울특별시 동작구 노량진동 231-173 ,서울특별시 동작구 장승배기로 136 (노량진동),6924.0,전봇대곱창,20210900000000.0,U,2021-09-18 2:40,한식,194656.5432,445271.3938,한식,20876688,4.46
영업,02  824 9247,61.88,156838,서울특별시 동작구 상도동 195-25 ,서울특별시 동작구 상도로22길 8 1층 (상도동),6959.0,정chef초밥&참치,20211200000000.0,U,2021-12-07 2:40,일식,194311.5972,444511.7042,일식,1626010495,4.55
영업,,25.0,156815,서울특별시 동작구 사당동 127-49 ,서울특별시 동작구 동작대로29길 57 1층 (사당동),7008.0,신참떡볶이,20210300000000.0,U,2021-03-28 2:40,분식,198062.4562,442924.6284,분식,1009788316,4.39
영업,264010504,71.4,156030,서울특별시 동작구 상도동 507-11 ,서울특별시 동작구 상도로61길 54 1층 (상도동),7027.0,스톤504,20211000000000.0,U,2021-10-28 2:40,경양식,196195.7575,443603.3667,경양식,36778913,4.45
영업,,20.36,156800,서울특별시 동작구 노량진동 71-2번지 이데아빌딩 ,서울특별시 동작구 노량진로 146 이데아빌딩 105호 (노량진동),6922.0,향토밥상,20200300000000.0,U,2020-03-08 2:40,한식,194812.5931,445692.6262,한식,1006833539,4.21
영업,02 8171549,23.6,156832,서울특별시 동작구 상도동 368-50 ,서울특별시 동작구 장승배기로 76 (상도동),6963.0,케리홈치킨,20201100000000.0,U,2020-11-26 2:40,통닭(치킨),194574.5977,444689.1503,통닭(치킨),19993485,4.68
영업,,119.54,156830,서울특별시 동작구 상도1동 761 상도스위티 ,서울특별시 동작구 상도로37길 4 상도스위티 1층 (상도1동),6968.0,라본느(La Bonne),20211100000000.0,U,2021-11-17 2:40,기타,195369.2586,444530.7834,기타,-,-
영업,02 8154982,24.79,156800,서울특별시 동작구 노량진동 50-2 ,서울특별시 동작구 장승배기로 164 (노량진동),6924.0,피자스쿨(동작구청점),20210200000000.0,U,2021-02-28 2:40,패스트푸드,194668.0419,445546.2306,패스트푸드,-,-
영업,,26.4,156815,서울특별시 동작구 사당동 89-10번지 ,서울특별시 동작구 동작대로29가길 20 1층 (사당동),6997.0,옹심이쇠고기국수집,20191100000000.0,I,2019-11-21 0:23,한식,198306.272,442966.2962,한식,1122425306,4.34
영업,,23.25,156807,서울특별시 동작구 대방동 11-18,서울특별시 동작구 등용로 57 1층 (대방동),6947.0,청춘닭꼬치 대방점,20220700000000.0,U,2021-12-06 22:07,호프/통닭,193955.376,444899.4156,,1697769605,-
영업,,37.37,156030,서울특별시 동작구 상도동 903 e편한세상 상도 노빌리티 ,서울특별시 동작구 만양로 6 상가동 101호 (상도동 e편한세상 상도 노빌리티),6919.0,프랭크버거 상도역점,20210800000000.0,I,2021-08-04 0:22,기타,,,기타,1067356003,3.97
영업,02  32807470,80.73,156861,서울특별시 동작구 흑석동 195-29번지 ,서울특별시 동작구 흑석로 81-5 (흑석동),6910.0,하노이별 중앙대점,20170200000000.0,I,2018-08-31 23:59,기타,196262.7078,444993.8821,기타,-,-
영업,,54.84,156861,서울특별시 동작구 흑석동 223-15번지 ,서울특별시 동작구 흑석로8길 7 지층 (흑석동),6973.0,토크넌센스,20191000000000.0,U,2019-10-27 2:40,기타,196362.4339,444957.0046,기타,1194268657,4.19
영업,,23.7,156800,서울특별시 동작구 노량진동 67-9 ,서울특별시 동작구 노량진로 157 1층 (노량진동),6902.0,네이버후드 버거락,20220300000000.0,U,2022-03-17 2:40,분식,194919.4081,445748.3172,분식,-,-
영업,02 5824191,11.67,156883,서울특별시 동작구 사당동 232-25번지 ,서울특별시 동작구 사당로16가길 89 (사당동),7009.0,그냥갈수없잖아,20200500000000.0,U,2020-05-14 2:40,기타,197182.1072,442507.2383,기타,37402407,4.55
영업,02  32802430,23.1,156030,서울특별시 동작구 상도동 470-9 ,서울특별시 동작구 상도로52길 28 1층 101호 (상도동),7033.0,브라운필 상도힐스테이트점,20220300000000.0,I,2022-03-17 0:22,기타,195562.8696,443895.6723,기타,1840747436,-
영업,02  812 6953,23.76,156836,서울특별시 동작구 상도1동 355-2 ,서울특별시 동작구 상도로47길 17 (상도1동),6970.0,도담죽,20200800000000.0,U,2020-09-02 2:40,경양식,195658.634,444218.762,경양식,1886955563,4.62
영업,,36.3,156859,서울특별시 동작구 흑석동 93-59 ,서울특별시 동작구 서달로10길 71 1층 (흑석동),6985.0,YS푸드(와이에스푸드),20201000000000.0,I,2020-10-22 0:23,경양식,196680.3046,444626.087,경양식,-,-
영업,,52.0,156824,서울특별시 동작구 사당동 1003-2 성보빌딩 ,서울특별시 동작구 사당로 276 1층 (사당동),7013.0,카페재인,20201100000000.0,U,2020-11-25 2:40,기타,198026.7005,442414.9923,기타,1055244173,4.46
영업,02  535 8245,37.06,156090,서울특별시 동작구 사당동 1159 래미안 로이파크 ,서울특별시 동작구 사당로23길 112 제전면상가동 103호 (사당동 래미안 로이파크),7001.0,자가제빵 선명희피자 사당점,20210300000000.0,I,2021-03-11 0:23,기타,197566.7547,442846.3827,기타,1722122705,4.76
영업,,35.0,156839,서울특별시 동작구 상도동 324-57 광성빌딩 ,서울특별시 동작구 국사봉1길 21 광성빌딩 (상도동),7041.0,사나운치킨,20201000000000.0,U,2020-10-24 2:40,호프/통닭,193714.0341,444097.6482,호프/통닭,1794760733,4.24
영업,,6.86,156800,서울특별시 동작구 노량진동 13-6 노량진수산물도매시장 ,서울특별시 동작구 노들로 674 2층 매점11호 (노량진동),6900.0,오군분식,20210100000000.0,U,2021-01-09 2:40,분식,194346.1567,445823.5009,분식,1936880688,-
영업,02 8269991,33.0,156842,서울특별시 동작구 상도동 217-10 양녕회관 ,서울특별시 동작구 양녕로 174 양녕회관 1층 102호 (상도동),7037.0,지코바상도1호점,20220300000000.0,U,2022-03-17 2:40,호프/통닭,194904.1634,443835.1346,호프/통닭,37898315,4.52
영업,,13.2,156030,서울특별시 동작구 상도동 506-10번지 1층 ,서울특별시 동작구 사당로 38 (상도동1층),7027.0,만나식당,20110700000000.0,I,2018-08-31 23:59,한식,196268.6816,443612.8151,한식,31400711,-
영업,02535 7135,56.5,156816,서울특별시 동작구 사당동 145-13번지 ,서울특별시 동작구 동작대로27가길 38 (사당동),7008.0,이수역점홍콩반점,20171200000000.0,I,2018-08-31 23:59,한식,198246.8363,442635.1228,한식,31044487,4.33
영업,,18.52,156817,서울특별시 동작구 사당동 162-104 ,서울특별시 동작구 사당로27길 92 지하1층 (사당동),7007.0,삼첩분식,20220200000000.0,U,2022-02-08 2:40,한식,197750.0394,442788.7169,한식,1414651382,4.36
영업,02 8143392,138.6,156839,서울특별시 동작구 상도동 324-1 ,서울특별시 동작구 상도로 102 (상도동),7041.0,시래불고기 화풍정,20201100000000.0,U,2020-11-26 2:40,한식,193896.3848,444196.4848,한식,13124594,4.36
영업,02  812 4530,28.0,156802,서울특별시 동작구 노량진동 221-62번지 1층 ,서울특별시 동작구 만양로 65-1 1층 (노량진동),6926.0,중국관,20160200000000.0,I,2018-08-31 23:59,중국식,195113.315,445255.3802,중국식,1169520702,4.27
영업,,92.16,156837,서울특별시 동작구 상도동 159-25 GD하이테크 ,서울특별시 동작구 상도로 304 1층 (상도동),7032.0,노다지,20211000000000.0,U,2021-10-21 2:40,한식,195461.0288,444267.9989,한식,13157357,4.37
영업,,43.4,156800,서울특별시 동작구 노량진동 41-5 ,서울특별시 동작구 노량진로 110 1층 107호 (노량진동),6928.0,본포,20210900000000.0,U,2021-09-11 2:40,한식,194450.9386,445665.8267,한식,1845592455,4.61
영업,02  582 0775,45.8,156824,서울특별시 동작구 사당동 1007-33 1층 ,서울특별시 동작구 사당로30길 43 (사당동1층),7013.0,제이스 커피나무(J's 커피나무),20201100000000.0,U,2020-11-26 2:40,까페,198250.8656,442300.8555,까페,-,-
영업,02 5337109,23.0,156820,서울특별시 동작구 사당동 323-5 ,서울특별시 동작구 사당로 243 1층 (사당동),7005.0,장호덕손만두,20201100000000.0,U,2020-11-04 2:40,분식,197703.6284,442367.4956,분식,1390877776,4.44
영업,02 8127671,35.14,156030,서울특별시 동작구 상도동 323-4 ,서울특별시 동작구 국사봉1길 18 1층 1001호 (상도동),7042.0,대포곱창,20210300000000.0,U,2021-04-01 2:40,한식,193712.6344,444071.4609,한식,1727324925,4.62
영업,,152.25,156811,서울특별시 동작구 대방동 400-1 ,서울특별시 동작구 여의대방로 142 지하1층 (대방동),7055.0,보스톤커피(일반음식점),20200700000000.0,I,2020-07-10 0:23,기타,192914.7157,444166.0219,기타,-,-
영업,02 8143130,24.7,156804,서울특별시 동작구 노량진동 243-15 ,서울특별시 동작구 장승배기로27길 13 (노량진동),6929.0,교뽕,20201100000000.0,U,2020-11-22 2:40,한식,194561.0686,445507.924,한식,969605254,4.33
영업,,46.1,156821,서울특별시 동작구 사당동 275-24,서울특별시 동작구 사당로16길 36 (사당동),7018.0,근돼장,20220600000000.0,U,2021-12-05 23:08,한식,197509.9496,442217.3198,,1750149285,-
영업,222547942,69.88,156800,서울특별시 동작구 노량진동 13-6 ,서울특별시 동작구 노들로 674 지상2층 17호 (노량진동),6900.0,용궁회집,20210100000000.0,U,2021-01-15 2:40,횟집,194346.1567,445823.5009,횟집,38307706,3.98
영업,,10.0,156060,서울특별시 동작구 본동 202-1번지 크로바양복점 ,서울특별시 동작구 노량진로18길 34 1층 (본동),6916.0,낭만연가,20191200000000.0,I,2019-12-18 0:23,한식,195651.2436,445541.3418,한식,1053783256,4.4
영업,,51.38,156030,서울특별시 동작구 상도동 504-5번지 ,서울특별시 동작구 상도로61길 38 (상도동),7027.0,웨스트코스트,20110600000000.0,I,2018-08-31 23:59,호프/통닭,196123.0507,443618.8152,호프/통닭,36778801,3.92
영업,,17.28,156832,서울특별시 동작구 상도동 358-15 ,서울특별시 동작구 상도로15길 76 1층 (상도동),6950.0,순정마차,20211200000000.0,U,2021-12-14 2:40,기타,194217.4976,444612.5915,기타,1767164384,-
영업,02 8148833,105.12,156832,서울특별시 동작구 상도동 359-32번지 ,서울특별시 동작구 상도로15길 110 (상도동),6949.0,만리장성,20181100000000.0,U,2018-11-21 2:37,중국식,194342.7711,444696.8835,중국식,18754354,4.32
영업,,26.4,156827,서울특별시 동작구 사당동 1040-2번지 지암빌딩 ,서울특별시 동작구 동작대로7길 55 지암빌딩 1층 (사당동),7025.0,항아리 김치찌개,20191200000000.0,I,2020-01-01 0:23,한식,198102.3855,441798.9753,한식,1324394430,4.41
영업,,93.02,156801,서울특별시 동작구 노량진동 117-19 1층 ,서울특별시 동작구 만양로14가길 32 (노량진동 1층),6913.0,봉구통닭 노량진점,20210900000000.0,U,2021-09-18 2:40,호프/통닭,195052.9982,445639.0956,호프/통닭,1186120351,4.19
영업,02 8145530,60.66,156847,서울특별시 동작구 신대방동 350-9 ,서울특별시 동작구 보라매로 99 1층 (신대방동),7060.0,뚝배기 양평해장국 신대방점,20200800000000.0,U,2020-08-22 2:40,식육(숯불구이),193544.041,443997.805,식육(숯불구이),1246460644,4.39
영업,02 8215245,98.27,156832,서울특별시 동작구 상도동 367-6 ,서울특별시 동작구 상도로26길 19 (상도동),6956.0,상도 늘보리,20201100000000.0,U,2020-11-13 2:40,한식,194517.1434,444662.9135,한식,843769019,4.29
영업,02 8134765,51.96,156801,서울특별시 동작구 노량진동 118-11 ,서울특별시 동작구 만양로14가길 19 (노량진동),6913.0,마당분식,20211200000000.0,U,2021-12-14 2:40,분식,195062.8179,445580.5594,분식,1823011433,-
영업,02 8157276,24.84,156860,서울특별시 동작구 흑석동 181-11번지 ,서울특별시 동작구 흑석로 111 (흑석동),6910.0,화르르,20170600000000.0,I,2018-08-31 23:59,분식,196500.5961,445150.0666,분식,32762573,4.26
영업,02 8172388,19.61,156813,서울특별시 동작구 노량진동 330번지 삼익주상복합상가 지하 7호 ,서울특별시 동작구 만양로 84 (노량진동삼익주상복합상가 지하 7호),6914.0,대천분식,20200300000000.0,U,2020-03-05 2:40,분식,195079.2655,445413.2884,분식,1868070741,4.48
영업,208365445,12.5,156855,서울특별시 동작구 신대방동 708-0 해태타워 2층37호 ,서울특별시 동작구 보라매로5가길 29 (신대방동해태타워 2층37호),,여의도수제비,20210900000000.0,U,2021-09-15 2:40,분식,193279.5991,443230.4182,분식,1817985504,4.4
영업,02  588 5345,42.98,156883,서울특별시 동작구 사당동 249-44번지 ,서울특별시 동작구 사당로10길 17 1층 (사당동),7009.0,만복,20191200000000.0,U,2019-12-06 2:40,한식,197234.2216,442459.5203,한식,38469292,4.5
영업,,52.0,156861,서울특별시 동작구 흑석동 195-34,서울특별시 동작구 흑석로7길 6-1 지하1층 (흑석동),6910.0,홀리데이,20220500000000.0,I,2021-12-04 22:01,기타,196249.7753,445002.5434,,13324994,-
영업,,28.43,156800,서울특별시 동작구 노량진동 35-1 ,서울특별시 동작구 노량진로8길 33 1층 (노량진동),6928.0,소풍닭강정 노량진점,20201200000000.0,I,2020-12-30 0:23,기타,194379.6812,445604.4518,기타,1989743007,4.4
영업,02 8163311,21.6,156807,서울특별시 동작구 대방동 23-48 ,서울특별시 동작구 등용로 104 (대방동),6932.0,처갓집순대국,20201200000000.0,U,2020-12-18 2:40,한식,193940.177,445353.0948,한식,1874661815,4.19
영업,02 8325080,36.29,156854,서울특별시 동작구 신대방동 693-11 ,서울특별시 동작구 대림로 23 (신대방동),7073.0,태영중국요리,20201200000000.0,U,2020-12-13 2:40,중국식,192025.555,442756.2779,중국식,-,-
영업,,26.44,156800,서울특별시 동작구 노량진동 50-2 원남빌딩 ,서울특별시 동작구 장승배기로 164 원남빌딩 1층 (노량진동),6924.0,인연웰빙식당,20211100000000.0,U,2021-11-18 2:40,한식,194668.0419,445546.2306,한식,1481555539,4.59
영업,02 8178852,23.68,156861,서울특별시 동작구 흑석동 190-30 ,서울특별시 동작구 흑석로9길 13 (흑석동),6910.0,단비분식,20201200000000.0,U,2020-12-17 2:40,분식,196339.1115,445049.8926,분식,384576928,4.69
