,업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,찾아오시는 길,업소정보,자랑거리,추천수,기준년월,업소 사진,위도,경도,행정구,행정동,검색명,식당아이디
141,8123,옛고향,1,한식,서울특별시 서대문구 모래내로 350 (홍은동),02-394-7681,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : ,대표자 및 종업원 모두 친절하고 서비스가 좋으며 청결에 신경씀 한곳에서 오랜기간 장사하여 단골 확보로 저렴하게 제공 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120621153257.jpg,37.58099575,126.9353259,서대문구,홍은동,서대문구 홍은동 옛고향,18755116
142,8274,해물칼국수,4,기타외식업(다방패스트푸드등),서울특별시 구로구 고척로 179 (고척동),02-2614-3609,고척근린공원 근처에 위치합니다.,영업시간 : 10:30~21:00 좌석수 : 40석 휴무일 : 매월 첫째 셋째 일요일 배달 : X 예약 : 가능 카드 : 가능 주차 : 근처 공원 유료주차장 홈페이지 주소 : X 전자우편주소 : X  ,직접 농사 지은 콩 팥을 사용하여 가격이 저렴하고 믿을 수 있음,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706153913.JPG,37.50427799,126.8533403,구로구,고척동,구로구 고척동 해물칼국수,18967211
143,8314,명가분식,1,한식,서울특별시 구로구 오류로8길 85 (오류동),02-2682-0384,오류역 2번 출구에서 50m 거리입니다.,영업시간 : 9:00~21:00 좌석수 : 18석 휴무일 : 매주 일요일 배달 : 오류2동 지역 가능 예약 : X 카드 : 가능 주차 : X 홈페이지 주소 : X 전자우편주소 : X,찌개와 반찬이 맛있습니다. (가정식백반 전문),3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706161456.JPG,37.49313252,126.8447073,구로구,오류동,구로구 오류동 명가분식,35272523
144,8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223 (마천동),430-9757,전철노선 : 5호선 마천역 2번출구에서 마천중앙시장 방면 도보 10분 버스노선 : 33143317(마천2동 주민센터정류장 하차)도보 10분                321433153318(마천동 우방아파트정류장 하차)도보 1분,영업시간 :AM 10:30~PM 22:30 좌석수 : 좌식테이블 20개 휴무일 : 연중무휴 예   약 : 가능 카   드 : 가능 주   차 : 가능    ,경로우대(경로당 2곳 점심식사 5000원 균일가및 술음료 무료대접/10년째) ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140724101335.jpg,37.49976235,127.1525585,송파구,마천동,송파구 마천동 마포숯불갈비,36004764
145,8469,미러칼국수,1,한식,서울특별시 강남구 삼성로 212 지하층 32호(대치동 은마아파트),02-501-8748,대치역 3번 출구 은마아파트상가내 지하 1층,영업시간 : 11:00~20:00 좌석수 : 30 휴무일 : 일요일 배달 : 불가능 예약 : 불가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :       ,좋은 재료를 사용하여 집에서 먹는 맛을 추구합니다.,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140424133307.jpg,37.49961577,127.0659154,강남구,대치동,강남구 대치동 미러칼국수,33879310
146,8644,정원고기마을,1,한식,서울특별시 영등포구 가마산로 455 (신길동) 2층,02-836-8878,신길3?5동 새마을금고 인근,영업시간 : 11:00-22:00 좌석수 : 100석 휴무일 : 매월 첫째 일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : ,맛깔스러운 식재료와 친절 및 봉사,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130611130500.gif,37.50600708,126.9069374,영등포구,신길동,영등포구 신길동 정원고기마을,-
147,8209,다정이모네,1,한식,서울특별시 관악구 신원로 3 (신림동),865-0218,난곡사거리에서 신림역 방향으로 400m 지점에 위치,영업시간 : 오전 10시 ~ 오후 10시 배달 : 불가능 주차 : 가능(5대) 휴무 : 매주 일요일(오후엔 영업)  좌석 : 20석 카드 : 가능 예약 : 가능       ,▷가족경영으로 인건비 절약. ▷2011년부터 가격 동결,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120703171305.jpg,37.47965092,126.9278179,관악구,신림동,관악구 신림동 다정이모네,-
148,8175,유성짬뽕,2,중식,서울특별시 송파구 거마로22길 35 (마천동),443-6692,마천역 2번 출구 10분거리 버스노선 : 3414 3214 3315 3316 3416 마천사거리 하차 ,영업시간 : AM 10:30 ~ PM 9:00 좌석수 : 30석  휴무일 : 첫째 셋째 수요일  배달:가능 예약:가능 카드:가능 주차:불가     ,신선한 재료와 모든 야채는 가게에서 직접 준비함 물가상승대비 가격 동결 청결 친절 서비스,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120703145618.JPG,37.4975461,127.1507651,송파구,마천동,송파구 마천동 유성짬뽕,-
149,8451,청실식당,1,한식,서울특별시 강남구 남부순환로 2917 (대치동),02-568-3692,대치역 1번 출구 230m 3분거리 청실종합상가 지하 1층,영업시간 :06:30~22:30 좌석수 :40석 휴무일 :1.3주 일요일 배달 :불가능 예약 :가능 카드 :가능 주차 :상가가능 홈페이지 주소 : 전자우편주소 :    ,맛있고 저렴하다 가족이 운영 인건비 절감으로 저렴하고 맛잇게 제공,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140501171840.jpg,37.4931667,127.0591649,강남구,대치동,강남구 대치동 청실식당,36003989
150,8485,바우골화로구이,1,한식,서울특별시 강남구 강남대로92길 29 (역삼동),20-568-6721,강남역1번출구60m직진,영업시간 : 10:00~06:00 좌석수 :32석 휴무일 :없음 배달 :불가능 예약 :가능 카드 :가능 주차 :불가능 홈페이지 주소 : 전자우편주소 :          ,현지에서 재료를 제철에 다량으로 구입해서 저장고에 보관함 국내산삼겹살 취급,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20191022130419.jpg,37.4994031,127.0297084,강남구,역삼동,강남구 역삼동 바우골화로구이,12986974
151,8104,대승식당,1,한식,서울특별시 강서구 강서로74길 40 (가양동),02-2658-5646,호서예술전문학교 근처,영업시간 : 09:00~20:00 좌석수 : 48개 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 없음 전자우편주소 : 없음   ,성인 청소년 식사 시 공기밥 추가 제공으로 오래된 단골 손님이 많음,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120621104236.JPG,37.56683583,126.8430863,강서구,가양동,강서구 가양동 대승식당,-
152,8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로10길 57 (제기동),960-1717,청량리 현대코아 골목,영업시간 :10:00~24:00 좌석수 : 6테이블(24석) 휴무일 : 주일 10:00~16:00 배달 :무 예약 : 가능 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :   ,저렴하고 친절하고 양을 많게 대중들에게 다가가고 있습니다. 많은 사람들이 칭찬하고 있음. 양이 많아 1인분 시켜도 2인이 먹을 수 있을 정도임.,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130820145356.jpg,37.58142822,127.043916,동대문구,제기동,동대문구 제기동 맛고을갈비찜,36004746
153,8264,삼삼치킨,4,기타외식업(다방패스트푸드등),서울특별시 구로구 경인로47길 42 (고척동),02-2692-9510,고척교 지나 동양미래대학교 근처에 위치합니다.,영업시간 : 16:00~04:00 좌석수 : 100석 휴무일 : 연중 무휴 배달 : X 예약 : 가능 카드 : 가능 주차 : X 홈페이지 주소 : X 전자우편주소 : X ,가격이 저렴하고 친절함,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706153510.JPG,37.50114507,126.8659703,구로구,고척동,구로구 고척동 삼삼치킨,36004226
154,7681,다솜한식전문,1,한식,서울특별시 영등포구 가마산로 338 (대림동),02-845-3212,대림3동 사거리 구로구청방향 좌측 50m,영업시간 : 12:00-22:00 좌석수 : 66석 휴무일 : 휴무없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :가격동결로 물가안정에 동참  ,맛있는 손맛으로 단골고객 다수 확보.  청결하고 친절한 서비스,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20121108171453.jpg,37.49923507,126.8970027,영등포구,대림동,영등포구 대림동 다솜한식전문,19836305
155,8571,조아루,2,중식,서울특별시 중구 퇴계로 114-2 (회현동3가),02-779-7897,지하철4호선 명동역 4번 출구 근처(맥도날드 옆) ,(2022년 7월 기준) ○ 영업시간 : 07:00~22:00 (휴무일 : 없음) ○ 좌석수 : 30석 ○ 배달 : 가능(전화주문 또는 배달의 민족/요기요 이용 시)  ○ 주차 : 불가 ○ 기타: 예약 가능 카드 가능           ,명동에 오시면 들러보세요.  가격이 저렴하고 음식이 맛있는 중국집이에요!,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20220502163423.png,37.56055048,126.9844201,중구,회현동,중구 회현동 조아루,20915644
156,8681,흑돈연가,1,한식,서울특별시 용산구 한강대로76길 11-2 (남영동),797-8060,남영역출구에서 오른쪽으로 약 100미터 이동후 직진방향으로 횡단보도 건너 오른쪽으로 약 50미터 이동 후 첫번째 골목으로 약 50미터 이동,영업시간 : 10:00 ~ 22:00 좌석수 :64석 휴무일 :매주일요일 배달 : 가까운지역 가능 예약 :가능 카드 : 가능 주차 : 가능      ,모범업소로서 깨끗하고 청결한 위생관리  사장님과 종업원 매우친절' ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130718174547.JPG,37.54170938,126.9739424,용산구,남영동,용산구 남영동 흑돈연가,32786158
157,8449,향나무집,1,한식,서울특별시 강남구 봉은사로111길 7 지상1층 (삼성동),02-511-3061,삼성동(봉은사역 4번 출구) 국순당 건물 뒤편 도보 1분,영업시간 :08:00~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 :        ,7년전 가격 그대로 주인이 직접 조리를 하여 청결유지,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140501132245.jpg,37.51576074,127.0651908,강남구,삼성동,강남구 삼성동 향나무집,36004430
158,8462,해피타임,1,한식,서울특별시 강남구 삼성로71길 34 (대치동),02-567-5714,영동농협 풍림아이원아파트(23255)정류장 하차 후 좌측골목 70m,영업시간 :09:00~21:00 좌석수 :20석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :가능 주차 :4대 홈페이지 주소 : 전자우편주소 :      ,사장이 직접 요리하여 인건비를 절감 김밥크기가 다른업소의 2배,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140430171443.jpg,37.50163638,127.0561198,강남구,대치동,강남구 대치동 해피타임,36004000
159,8294,옛날짜장(중화각),2,중식,서울특별시 구로구 고척로22길 58 (개봉동),02-2618-3039,오류IC 근처 큰 굴다리 앞에 위치합니다.,영업시간 : 09:00~21:00 좌석수 : 8석 휴무일 : 매주 일요일 배달 : X 예약 : 가능 카드 : 가능 주차 : X 홈페이지 주소 : X 전자우편주소 : X,신선한 야채로 맛이 맛깔스러움,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706155809.JPG,37.4989477,126.8473611,구로구,개봉동,구로구 개봉동 옛날짜장(중화각),-
160,8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,소화아동병원에서 중구쪽으로 약 10미터 이동후 왼쪽골목으로 약 30미터 이동,영업시간 :10:00 ~ 22:00 좌석수 : 150석 휴무일 :없음 배달 :불가 예약 :가능 카드 :가능 주차 :가능(2대정도)     ,모범업소로서 깨끗하고 청결한 위생관리 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130718174359.JPG,37.55415625,126.9684844,용산구,서계동,용산구 서계동 청운숯불갈비,-
161,8967,정하람남도팥칼국수,1,한식,서울특별시 송파구 삼전로 90 (삼전동),415-2334,,null ,,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151202135142.JPG,37.50631653,127.0900953,송파구,삼전동,송파구 삼전동 정하람남도팥칼국수,-
162,8446,시골청국장,1,한식,서울특별시 강남구 학동로 504 (삼성동) 서울빌딩 101호,02-548-0171,청담역 6번 출구에서 경기고 방면으로 도보1분,영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 :        ,메뉴가 다양하고 가격이 저렴하다,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404100655.jpg,37.51871507,127.0510181,강남구,삼성동,강남구 삼성동 시골청국장,18564650
163,8324,명품삼겹살점문점,1,한식,서울특별시 송파구 백제고분로32길 3 (삼전동),419-2550,버스 : 3315331434183016900 송파구민 회관 밑 삼전 우체국 골목 전철 : 8호선 석촌역 7번출구 290m 삼정동 우체국,영업시간 : 11:00~23:00 기타 : 주차가능  ,명품삼결살에 저렴한 가격과 최상의 서비스를 제공합니다. ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120704134812.JPG,37.50202952,127.0952918,송파구,삼전동,송파구 삼전동 명품삼겹살점문점,-
164,8458,보리수,1,한식,서울특별시 강남구 삼성로82길 25 (대치동),02-564-7419,댜명중학교에서 도보 1분,영업시간 : 11:00~21:00 좌석수 : 50석 휴무일 : 일요일 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :        ,병어조림이 강남에서 가장 맛있는 집,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140430180142.jpg,37.50557677,127.0597434,강남구,대치동,강남구 대치동 보리수,18466450
165,8305,서울분식,1,한식,서울특별시 송파구 가락로42길 13 (방이동),415-1576,구청 앞 3414 3216을 타고 방이초등학교에서 내림 황제 짜장 입구 ,영업시간 : 06:00 ~ 21:00  좌석수 : 9개(테이블) 휴무일 : 매주 일요일     ,철저한 위생관리. 친절서비스 물가상승 대비 3년 가격 동결 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120704130330.JPG,37.51220786,127.1212013,송파구,방이동,송파구 방이동 서울분식,18531515
166,8057,한분식,1,한식,서울특별시 서대문구 홍연2길 2 (연희동),335-6712,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :   ,직접 운영하여 인건비 절감 한곳에서 12년동안 운영하여 단골 확보로 지역주민과의 교류가 많음 경로우대 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20211210144908.jpg,37.57481109,126.9277682,서대문구,연희동,서대문구 연희동 한분식,1482656615
167,8680,풍년숯불갈비,1,한식,서울특별시 용산구 새창로 130 (원효로2가),719-6530,효창공원역 3번 4번 출구 사이 도로로 약 300미터 이동후 용문시장 사거리에서 왼쪽으로 약 300미터 이동후 오른쪽편,영업시간 : 10:00 ~ 22:00 좌석수 :100석 휴무일 :없음 배달 : 불가 예약 :가능 카드 : 가능 주차 : 불가        ,모범업소로서 깨끗하고 청결한 위생관리  항상신선한 재료사용하고 가격저렴한 품목이 많음 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130708102131.jpg,37.53594341,126.9610888,용산구,원효로2가,용산구 원효로2가 풍년숯불갈비,1499646560
168,8467,대치동영지,1,한식,서울특별시 강남구 삼성로 212 지상1층(대치동 은마아파트),02-565-1114,대치역 3번 출구 은마아파트 상가내 1층,영업시간 : 09:00~20:00 좌석수 : 휴무일 : 배달 : 상가만 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :         ,직거래를 통한 원가 절감,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404100417.jpg,37.49961577,127.0659154,강남구,대치동,강남구 대치동 대치동영지,36003998
169,8127,영화반점,2,중식,서울특별시 서대문구 북아현로2길 5 (북아현동),02-362-0567,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :  ,종업원을 두지 않고 직접 운영하여 인건비를 절감하고 신선한 재료를 저렴한 가격으로 직접 구매하여 평균가보다 낮은 금액으로 박리다매 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20211210144713.jpg,37.55864708,126.9567623,서대문구,북아현동,서대문구 북아현동 영화반점,19387351
170,8647,미각,1,한식,서울특별시 영등포구 가마산로90길 4 (신길동),02-822-5822,대방초등학교 인근,영업시간 : 10:00-22:30 좌석수 : 32석 휴무일 : 명절만 휴무 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :  ,맛깔스러움과 정성스런 음식 사장님이 매일 아침 직접 전통시장에서 신선한 재료 구매 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130612153428.jpg,37.50381569,126.9209631,영등포구,신길동,영등포구 신길동 미각,36004041
171,7780,한성축산식당,1,한식,서울특별시 마포구 연남로 33 (연남동),375-8447, 연남동 코오롱아파트 104동 건너편,영업시간 : 좌 석 수  : 휴 무 일  : 배     달  : 예     약  :  가능 카     드  : 주     차  :      , 넓은 공간에 설렁탕은 국산을 사용하여 판매하며 도로가로 접근성이 좋음. 육우와 암돼지를 취급하며 사장님이 정육점과 함께하여 다른 곳에 비해 저렴한 가격에 고기를 즐기실 수 있습니다.,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20110829170454.jpg,37.56254921,126.9214742,마포구,연남동,마포구 연남동 한성축산식당,36004752
172,8415,청계산갈비살,1,한식,서울특별시 강남구 학동로45길 7 지하1층 (논현동),02-543-2198,논현2동 주민센터에서 강남구청역 방면으로 도보1분,영업시간 :11:30~24:00 17:00~23:00(주말) 좌석수 :112석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :가능 주차 :5대 홈페이지 주소 : 전자우편주소 :                  ,가격이 저렴하며 신선한 재료를 사용함 국내산 좋은 돼지갈비를 사용하면서 저렴하게 제공 매일 한가지 메뉴를 오늘의 메뉴로 정해 5500원에 제공,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404100842.jpg,37.51676351,127.0378128,강남구,논현동,강남구 논현동 청계산갈비살,18509142
173,7623,황금성,2,중식,서울특별시 서대문구 홍연길 91 (연희동),322-6005,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :  ,- 친절하고 청결함 - 1년 이내 가격 인하(자장면 4500원 → 3500원 짬뽕 5000원 → 4000원) - 경로우대 할인 - 저렴한 가격 비결 : 홀에서 식사시 저렴 마진율을 낮춰서 저렴,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20110817134259.jpg,37.57696774,126.9314454,서대문구,연희동,서대문구 연희동 황금성,18750721
174,8052,광나루찌개,1,한식,서울특별시 종로구 대학로5가길 1 (연건동),744-9260,혜화역 4호선 3번 출구로 나와서 광나루찌개까지 약 467m 걷기 ,영업시간 : 오전 7시 ~ 오후 10시까지  휴무일 :일요일 배달 :불가 예약 :가능 카드 :가능 주차 :불가   ,찌개를 전문적으로 하는 업소임. 여러가지 찌개를 저렴한 가격에 맛볼 수 있음 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120619135458.jpg,37.57835417,127.001738,종로구,연건동,종로구 연건동 광나루찌개,18676058
175,8072,한아름분식,1,한식,서울특별시 광진구 군자로 159 (군자동),469-2535,군자동 주민센터 인근 50m,영업시간 : 09:00 ~ 22:00 좌석수 : 휴무일 : 24째 일요일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :   ,부부가 운영하여 인건비 절약,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120620163221.JPG,37.55528157,127.0766351,광진구,군자동,광진구 군자동 한아름분식,18837935
176,8267,우리식당,1,한식,서울특별시 구로구 중앙로3길 50 지하 (고척동),02-2612-5559,고척산업용품상가 지하에 위치하고 있습니다.,영업시간 : 08:00~20:00 좌석수 : 20석 휴무일 : 연중무휴 배달 : X 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : X 전자우편주소 : X ,가격이 저렴하고 친절함,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706153616.JPG,37.4999557,126.8603317,구로구,고척동,구로구 고척동 우리식당,1161905008
177,8532,찌개와,1,한식,서울특별시 강남구 광평로 280 (수서동),02-3413-0709,수서역 4번 출구 로즈데일빌딩 지하 2층,영업시간 :09:00~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 :       ,손님이 만족할 수 있게 써비스로 제공,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20170404095837.jpg,37.48731916,127.1031081,강남구,수서동,강남구 수서동 찌개와,1063639812
178,8378,코너집,1,한식,서울특별시 중구 퇴계로 336 (광희동1가),02-2279-6266,동대문역사문화공원역 4번 출구 건너편 (이비스버젯앰버서더동대문 호텔 근처),(2022년 7월 기준) ○ 영업시간 : 07:00~22:00 (휴무일: 없음) ○ 좌석수 : 100석  * 지하1층에 단체석 완비(70석) ○ 배달: 불가 ○ 주차: 불가 ○ 기타: 예약 가능 카드 가능       ,35년 이상된 음식점으로  인심 좋으신 주인 아주머니가 저렴한 가격으로  찌개부터 국밥 돈가스 닭도리탕 홍어요리까지 다양하고 맛있는 음식을 제공합니다.  단골손님이 많은 곳이에요~,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20220511170240.jpg,37.56420084,127.0088661,중구,광희동,중구 광희동 코너집,12053909
179,8599,중화요리일품,2,중식,서울특별시 강남구 테헤란로 322 (역삼동),,선릉역4번출구 한신인터밸리 지하 식당가,영업시간 :11:00~19:00 좌석수 : 휴무일 :일요일 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 :       ,손님에게는 친절 좋은 재료 사용,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140424132802.jpg,37.50323774,127.0465818,강남구,역삼동,강남구 역삼동 중화요리일품,31730244
180,8341,김밥짱,1,한식,서울특별시 구로구 구로동로 125-1 (구로동),02-861-2644,고대구로병원 맞은 편에서 남구로역 방향에 위치합니다.,영업시간 : 24시간 좌석수 : 20석 휴무일 : 연중무휴(명절 당일 휴무) 배달 : 가능(주변 상가 지역만) 예약 : × 카드 : 가능 주차 : X 홈페이지 주소 : X 전자우편주소 : X ,가격이 저렴하고 친절함,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120706150538.JPG,37.48982287,126.8840474,구로구,구로동,구로구 구로동 김밥짱,36004207
181,8177,만리향,2,중식,서울특별시 관악구 은천로41길 20 (봉천동),02-885-5077,은천삼거리에서 은천로 방향 봉천감리교회 근처 ,영업시간 : 오전 11시30분 ~ 오후 9시 배달 : 가능 주차 : 가능 예약 : 가능 휴무일 : 둘째 네째 수요일  좌석 : 25석  카드 : 가능       ,▷본인 소유 건물에서 영업하여 임대료부분 절약 ▷짬뽕 자장면은 관악구 평균가격보다 10% 저렴. 탕수육(중)도 2011년부터 평균가격 유지,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120703151236.jpg,37.48664194,126.9553465,관악구,봉천동,관악구 봉천동 만리향,18703422
182,7845,서울중국집,2,중식,서울특별시 송파구 백제고분로41길 43-15 (송파동),3432-5585,전철노선:8호선 잠실역.석촌역 2호선 잠실역 버스노선:100.101.116.119.16.30-1.32.70.1007.1007-1 송파구 석촌호수옆 바다공원횟집 뒷편  ,영업시간:09:00~21:00 휴무일 :월2회 좌  석:24석  배  달:가능 주  차:3대가능', 카드 :가능 예약:가능   ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120703114231.JPG,37.50879637,127.1050307,송파구,송파동,송파구 송파동 서울중국집,1214154710
183,8524,다복콩비지,1,한식,서울특별시 강남구 개포로22길 31 (개포동),02-573-2057,국악고에서 크린토피아 방향으로 150m 3분거리,영업시간 : 10:00~22:00 좌석수 : 40석 휴무일 : 일요일 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 1~2대 가능 홈페이지 주소 : 전자우편주소 :       ,매일 신선한 오리를 공급받고 있으며 호텔조리장으로 11년 근무하신 사장님이 직접 운영하는 곳이다.,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140428131740.jpg,37.47709916,127.0492122,강남구,개포동,강남구 개포동 다복콩비지,-
184,8419,청숫골보리밥쌈밥,1,한식,서울특별시 강남구 삼성로 706 지하1층(청담동),02-3443-4402,청담역 9변 출구 청담동성당 방면으로 도보1분,영업시간 :10:00~21:00 좌석수 :88석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :가능 주차 :가능 홈페이지 주소 :없음 전자우편주소 :없음         ,신선한 야채를 당일 재료 구입하여 가격이 저렴,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20140501135027.jpg,37.51934248,127.050302,강남구,청담동,강남구 청담동 청숫골보리밥쌈밥,-
185,8646,순미식당,1,한식,서울특별시 영등포구 대방천로 188 (신길동),02-832-7436,신길6동주민센터 인근,영업시간 : 11:30-22:00 좌석수 : 36석 휴무일 : 명절만 휴무 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :  ,- 정갈하고 맛있는 반찬 6가지가 제공되는 가정식 백반이 5000원.                                        (1인분 주문 시에는 6000원)  - 백반과 삼겹살만 판매하는 단촐한 메뉴 구성의 백반전문 식당.,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130612152043.jpg,37.49893903,126.911852,영등포구,신길동,영등포구 신길동 순미식당,19015186
186,8649,연경궁,2,중식,서울특별시 영등포구 국회대로30길 14 (당산동3가),02-2679-3569,영등포구청 후문,영업시간 : 09:00-21:30 좌석수 : 48석 휴무일 : 매주 일요일 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 :  ,저렴한 요일메뉴 집에서 직접 담근 김치!,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20130611114122.gif,37.52698911,126.8953256,영등포구,당산동,영등포구 당산동 연경궁,13157768
187,8800,포도나무,1,한식,서울특별시 중랑구 용마산로 338 (면목동),493-3336,면동초등학교 입구,영업시간 : 06:00 ~ 21:00 좌석수 : 48 휴무일 : 매주일요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 취급품목 : 비빔밥 4000원 기타 :    ,매일 재료를 구입하여 싱싱한 식재료로 정성껏 요리를 만들며 콩나물 국밥 비빔밥 3500원이고 거의 모든 메뉴가 대체로     가격이 저렴함 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20151126151358.jpg,37.58195994,127.0936391,중랑구,면목동,중랑구 면목동 포도나무,1982928972
188,8170,돈구워돈,1,한식,서울특별시 송파구 오금로 532 (거여동),401-6363,5호선 거여역 5번출구 국민은행 방면 도보 5분 3217 종점 버스노선 : 3217 3313,영업시간 : 12:00~23:30 좌석수 : 80좌석 휴무일 : 명절 휴무    ,모든 식자재및 야채. 모든 재료는 최상의 제품으로 조리하며 손님상에 나갔던 음식은 재사용을 절대하지 않고 오픈주방으로 위생관리 철저히 합니다. 가족운영으로 인한 인건비 절감 ,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20120703143308.jpg,37.49275511,127.1479001,송파구,거여동,송파구 거여동 돈구워돈,36004765
189,7648,예가원,1,한식,서울특별시 영등포구 영신로32길 32 (영등포동4가),02-2675-6963,영등포로타리 타임스퀘어 방향 ,영업시간 : 10:00-22:00 좌석수 : 88석 휴무일 : 휴무없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :가격동결로 물가안정에 동참   ,질좋고 푸짐한 음식 청결하고 친절한 서비스,3,21-2,http://tearstop.seoul.go.kr/mulga/photo/20121108163043.jpg,37.51884951,126.9045378,영등포구,영등포동,영등포구 영등포동 예가원,19763812
