,index,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,업소id,리뷰
152,168,영업,,47.5,156871,서울특별시 동작구 상도1동 798-1 1층 ,서울특별시 동작구 상도로 290 (상도1동 1층),7032.0,스테이다다 룸투어,20210900000000.0,U,2021-09-17 2:40,일식,195385.6503,444387.5374,일식,1154758422,"['0', 4, '0', '0', '0', 4, 17, '0', 7, '0', '0', '0', 1, '0', '0']"
153,169,영업,,109.2,156824,서울특별시 동작구 사당동 1006-11번지 미광빌딩 ,서울특별시 동작구 동작대로23길 15 1층 (사당동),7013.0,장미맨숀 이수점,20200100000000.0,I,2020-01-19 0:23,기타,198239.646,442433.4923,기타,1290155092,"[41, 12, 21, '0', '0', 1, 6, '0', 6, 6, '0', '0', '0', '0', '0']"
154,170,영업,7047972285,17.2,156030,서울특별시 동작구 상도동 317-2 ,서울특별시 동작구 국사봉1길 58 지상1층 (상도동),7042.0,워너커피,20201000000000.0,U,2020-10-30 2:40,경양식,193852.0798,444068.2428,경양식,36854244,"['0', 10, 12, '0', '0', 2, 1, '0', 2, '0', '0', '0', '0', '0', '0']"
155,171,영업,,28.62,156823,서울특별시 동작구 사당동 318-74,서울특별시 동작구 사당로16길 15 1층 (사당동),7011.0,남성구퉁이,20220500000000.0,U,2021-12-06 0:04,한식,197594.822,442284.2501,,1060021869,"[85, 41, 22, 7, 1, 11, 5, 4, 20, '0', 1, '0', '0', 29, '0']"
156,172,영업,02 8248592,67.26,156800,서울특별시 동작구 노량진동 57-1 ,서울특별시 동작구 노량진로 140 제1동 제107호 (노량진동),6922.0,계경순대국 노량진메가스터디점,20210200000000.0,U,2021-02-03 2:40,한식,194772.9754,445623.0802,한식,364698664,"[65, 26, 20, 12, 66, 11, 1, 1, 7, 1, 2, '0', 2, 8, 11]"
157,173,영업,,38.5,156851,서울특별시 동작구 신대방동 498-9,서울특별시 동작구 여의대방로 86-1 (신대방동),7063.0,BHC치킨(보라매역점),20220600000000.0,U,2021-12-05 23:06,통닭(치킨),192534.5873,443841.0688,,1422365039,"[93, 32, 7, 6, '0', 8, 1, '0', 9, 4, 1, '0', '0', 13, 7]"
158,174,영업,,50.0,156808,서울특별시 동작구 대방동 344-1 경준빌딩,서울특별시 동작구 여의대방로54길 14 경준빌딩 2층 (대방동),6939.0,카페529,20220400000000.0,I,2021-12-05 0:03,기타,193452.6287,445521.2664,,1566414881,"['0', 16, 2, '0', '0', 9, 13, '0', 1, '0', 3, '0', 6, '0', '0']"
159,175,영업,02 8424416,24.48,156852,서울특별시 동작구 신대방동 591-13,서울특별시 동작구 신대방길 108 (신대방동),7068.0,토크쇼,20220400000000.0,U,2021-12-04 0:08,분식,191853.593,443120.3354,,1225985449,"[4, 9, '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0', '0']"
160,176,영업,,15.0,156030,서울특별시 동작구 상도동 477-9번지 ,서울특별시 동작구 상도로 341 1층 (상도동),6971.0,고돼지,20181200000000.0,I,2018-12-26 2:20,한식,195720.4486,443988.2157,한식,1209414245,"[3, '0', 1, 1, 1, 1, '0', '0', 2, '0', '0', '0', '0', 2, '0']"
161,177,영업,,9.6,156800,서울특별시 동작구 노량진동 45-3 ,서울특별시 동작구 장승배기로 171 제지1층 제비113호 (노량진동 노량진아이비빌딩),6928.0,용문반점,20201000000000.0,U,2020-10-28 2:40,중국식,194621.0564,445664.797,중국식,1582932684,"[9, 2, 8, 2, 5, 1, '0', '0', '0', '0', '0', '0', '0', 1, 1]"
162,178,영업,,52.7,156030,서울특별시 동작구 상도동 503-7 리움 ,서울특별시 동작구 상도로61길 22 리움 지하1층 (상도동),7027.0,프레드피자 동작점,20220300000000.0,I,2022-03-18 0:22,기타,196041.8112,443640.724,기타,1131854051,"[8, 2, 5, 3, 1, '0', '0', '0', 1, '0', '0', '0', '0', 1, '0']"
163,179,영업,208270999,77.55,156030,서울특별시 동작구 상도동 501-1번지 ,서울특별시 동작구 사당로 8 (상도동),7027.0,스팅(Sting),20160200000000.0,I,2018-08-31 23:59,경양식,195976.7603,443681.6571,경양식,32794172,"[5, 1, '0', '0', '0', '0', '0', '0', 2, '0', '0', '0', '0', '0', '0']"
164,180,영업,,24.42,156815,서울특별시 동작구 사당동 91-178 ,서울특별시 동작구 동작대로29나길 10 (사당동),6997.0,놀부한방족발,20211200000000.0,U,2021-12-14 2:40,한식,198218.5683,442927.0898,한식,18723870,"[176, 41, 49, 20, 1, 8, '0', 3, 5, 2, 1, '0', 1, 36, 4]"
165,181,영업,,37.5,156847,서울특별시 동작구 신대방동 344-15 ,서울특별시 동작구 보라매로 91 (신대방동),7060.0,월드바베큐,20210900000000.0,U,2021-09-17 2:40,통닭(치킨),193535.9348,443925.1622,통닭(치킨),1860719014,"[37, 25, 21, '0', '0', 3, 2, '0', 7, '0', 1, '0', '0', '0', '0']"
166,182,영업,,59.4,156831,서울특별시 동작구 상도동 34-8번지 명승빌딩 ,서울특별시 동작구 상도로 252 1층 (상도동),6964.0,왕돈까스&왕냉면,20180700000000.0,I,2018-08-31 23:59,한식,195182.8059,444691.5736,한식,1964962505,"[125, 27, 46, 42, 33, 7, 6, 3, 16, 3, 1, '0', 2, 15, 6]"
167,185,영업,02  812 8022,86.78,156811,서울특별시 동작구 대방동 404-8 ,서울특별시 동작구 상도로 48 (대방동),7055.0,황금수산,20201000000000.0,U,2020-10-30 2:40,한식,193372.825,444155.1922,한식,380004656,"['0', 25, '0', '0', '0', 4, '0', '0', '0', '0', '0', '0', '0', '0', '0']"
168,186,영업,,53.15,156070,서울특별시 동작구 흑석동 341 아크로리버하임 ,서울특별시 동작구 현충로 52 근린생활시설-4동 제지3층 24호 (흑석동 아크로리버하임),6909.0,서오릉피자 흑석점,20210800000000.0,I,2021-08-19 0:22,기타,196512.8567,445412.54,기타,1051787195,"[232, 93, 145, 41, 5, 75, 14, '0', 25, 1, '0', '0', '0', 108, 5]"
169,187,영업,,36.36,156847,서울특별시 동작구 신대방동 346-1번지 나이스빌 ,서울특별시 동작구 국사봉2길 6 1층 (신대방동 나이스빌),7053.0,킨로우라멘,20190600000000.0,I,2019-06-26 2:21,일식,193620.2162,444011.3898,일식,1327955673,"[91, 26, 17, 18, 66, 22, 8, '0', 20, '0', '0', '0', 1, 9, 1]"
170,189,영업,02  18001114,96.47,156755,서울특별시 동작구 흑석동 224-1 중앙대학교병원 ,서울특별시 동작구 흑석로 102 중앙대학교병원 지하1층 (흑석동),6973.0,중앙대학교병원 장례식장,20201100000000.0,U,2020-11-13 2:40,한식,196469.8398,444981.9379,한식,11623716,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
171,190,영업,02 8120214,43.98,156877,서울특별시 동작구 흑석동 6-10 ,서울특별시 동작구 현충로 94 (흑석동),6979.0,우슬재,20211000000000.0,U,2021-10-08 2:40,호프/통닭,196762.6637,445085.4237,호프/통닭,35279432,"[5, 1, 1, 1, '0', 1, 1, '0', 3, '0', '0', '0', '0', 3, '0']"
172,191,영업,,27.0,156859,서울특별시 동작구 흑석동 95-16번지 ,서울특별시 동작구 서달로12가길 7 (흑석동),6980.0,옛날 보리밥집,20140700000000.0,I,2018-08-31 23:59,한식,196633.6081,444922.3495,한식,20869072,"[55, 17, 20, 19, 9, 3, '0', '0', 4, 1, 1, '0', 1, 13, 2]"
173,193,영업,02 5996802,29.72,156815,서울특별시 동작구 사당동 89-59 ,서울특별시 동작구 동작대로29가길 9 (사당동),6997.0,우리집,20201200000000.0,U,2020-12-09 2:40,한식,198270.2804,442921.9111,한식,35085177,"[130, 26, 38, 17, 1, 7, 2, 6, 13, 12, 2, '0', 1, 39, 5]"
174,194,영업,,99.0,156810,서울특별시 동작구 대방동 386-28번지 오벌빌딩 ,서울특별시 동작구 여의대방로36길 10 지하1층 (대방동),6945.0,에이치플레이스,20191200000000.0,U,2019-12-28 2:40,기타,193126.0892,444672.9722,기타,1152548642,"['0', 10, 6, '0', '0', 4, 1, '0', 2, '0', 1, '0', '0', '0', '0']"
175,195,영업,,17.2,156855,서울특별시 동작구 신대방동 724 보라매자이 더 포레스트,서울특별시 동작구 여의대방로22길 121 1층 상가1420호 (신대방동 보라매자이 더 포레스트),7056.0,일등수제비,20220300000000.0,U,2021-12-02 21:01,한식,193441.3893,444008.6005,,1401960989,"[11, 3, 3, 2, 5, 3, 1, '0', 1, '0', '0', '0', '0', 4, '0']"
176,197,영업,02 8144467,66.06,156860,서울특별시 동작구 흑석동 102-65 ,서울특별시 동작구 서달로13길 5-23 (흑석동),6972.0,황토정,20210900000000.0,U,2021-09-18 2:40,한식,196559.2506,445054.5679,한식,18714853,"[118, 61, 28, 23, 4, 9, 4, 2, 5, 17, 6, '0', 3, 21, 10]"
177,198,영업,,20.19,156815,서울특별시 동작구 사당동 88-21 1층 ,서울특별시 동작구 동작대로29길 12 (사당동 1층),6997.0,강씨네곱창,20201100000000.0,U,2020-11-06 2:40,한식,198289.8967,442887.6069,한식,1040678489,"[13, 5, 3, 4, 1, '0', 1, '0', 1, '0', '0', '0', '0', 1, '0']"
178,199,영업,,28.47,156826,서울특별시 동작구 사당동 1031-37번지 ,서울특별시 동작구 동작대로7길 5 (사당동),7015.0,광안리옆집,20170800000000.0,I,2018-08-31 23:59,한식,198277.9091,441969.6268,한식,1011266654,"[28, 4, 3, 2, '0', '0', '0', 2, 6, 2, '0', '0', 2, 13, 1]"
179,201,영업,02 8159599,26.5,156860,서울특별시 동작구 흑석동 106-32 ,서울특별시 동작구 서달로15길 12 (흑석동),6972.0,Mr.꼼장어 Miss쭈꾸미,20201100000000.0,U,2020-11-27 2:40,한식,196619.709,445141.4066,한식,12880938,"[10, 5, 2, 2, 1, '0', '0', '0', 3, 1, '0', '0', '0', 3, '0']"
180,202,영업,,16.5,156811,서울특별시 동작구 대방동 393-62 ,서울특별시 동작구 대방동길 6 102호 (대방동),6953.0,무모한초밥 신대방삼거리역점,20201100000000.0,I,2020-11-25 0:23,일식,193556.2225,444246.3641,일식,1446306143,"[42, 26, 57, 25, 8, 7, '0', 1, 4, '0', 1, '0', '0', 17, '0']"
181,203,영업,,25.57,156861,서울특별시 동작구 흑석동 190-5 ,서울특별시 동작구 흑석로9길 6 1층 (흑석동),6910.0,행복은간장밥 중앙대점,20210400000000.0,I,2021-04-29 0:23,한식,196381.3939,445057.9959,한식,1704111225,"[68, 25, 19, 17, 32, 26, 6, 1, 20, 1, 1, '0', '0', 26, 1]"
182,204,영업,,35.6,156825,서울특별시 동작구 사당동 1029-21번지 ,서울특별시 동작구 동작대로7길 24 지상1층 (사당동),7015.0,이모네전집,20150900000000.0,I,2018-08-31 23:59,한식,198194.8953,441933.9588,한식,37260386,"[55, 21, 18, 25, 1, 3, '0', 1, 2, 6, 2, '0', 2, 13, '0']"
183,205,영업,02593 5609,167.58,156816,서울특별시 동작구 사당동 140-2 ,서울특별시 동작구 동작대로27다길 20 지하1층 1층 (사당동),7008.0,참소예,20210600000000.0,U,2021-06-23 2:40,호프/통닭,198189.5262,442722.9662,호프/통닭,1438697925,"[92, 37, 32, 35, 5, 10, 8, '0', 18, 12, 2, '0', '0', 27, 21]"
184,206,영업,,69.87,156816,서울특별시 동작구 사당동 140-22 ,서울특별시 동작구 동작대로27다길 12 (사당동),7008.0,팔각도 이수역점,20211100000000.0,U,2021-11-24 2:40,식육(숯불구이),198192.8838,442760.6073,식육(숯불구이),1628637260,"[122, 625, 299, 163, 9, 391, 210, 53, 445, 152, 44, '0', 25, 463, 235]"
185,207,영업,,34.7,156832,서울특별시 동작구 상도동 356-156 ,서울특별시 동작구 상도로15길 64 1층 (상도동),6950.0,제이콜라보,20211100000000.0,U,2021-11-06 2:40,기타,194179.7053,444561.7178,기타,36601052,"['0', 3, 3, '0', '0', 1, '0', '0', 5, '0', 1, '0', '0', '0', '0']"
186,208,영업,02   00000,33.12,156849,서울특별시 동작구 신대방동 395-67 지하1층133 ,서울특별시 동작구 보라매로5길 51 (신대방동지하1층133),,삼호,20211100000000.0,U,2021-11-18 2:40,한식,193140.0523,443178.6747,한식,1272346120,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']"
187,209,영업,,34.01,156825,서울특별시 동작구 사당동 1029-43번지 ,서울특별시 동작구 사당로30길 104-1 (사당동),7015.0,하누가,20200200000000.0,U,2020-02-27 2:40,기타,198219.672,441994.3159,기타,1340587241,"[22, 7, 2, 3, '0', 2, '0', '0', 2, 3, '0', '0', '0', 11, '0']"
188,210,영업,,41.04,156801,서울특별시 동작구 노량진동 126-11번지 (1층) ,서울특별시 동작구 만양로18길 18 (노량진동(1층)),6913.0,신촌찌개집,20151200000000.0,I,2018-08-31 23:59,통닭(치킨),195089.1994,445644.1472,통닭(치킨),1293314548,"[56, 21, 28, 30, 13, 7, 1, '0', 8, 2, 2, '0', '0', 12, 3]"
189,213,영업,,41.04,156811,서울특별시 동작구 대방동 405-4 칸타빌레,서울특별시 동작구 상도로 62 칸타빌레 1층 101호 (대방동),7055.0,버거리 신대방삼거리역점,20220700000000.0,I,2021-12-07 0:07,기타,193508.7736,444150.6024,,1021935975,"[39, 9, 10, 1, 9, 11, 8, '0', 2, '0', '0', '0', '0', 10, 2]"
190,215,영업,,85.0,156883,서울특별시 동작구 사당동 250-7 ,서울특별시 동작구 사당로12길 2 2층 (사당동),7009.0,산천칡냉면,20201100000000.0,U,2020-11-04 2:40,한식,197351.7809,442479.0994,한식,32114669,"[319, 61, 59, 116, 27, 31, '0', 2, 20, 1, 3, '0', 7, 55, 11]"
191,217,영업,02  32804969,72.6,156830,서울특별시 동작구 상도1동 624 ,서울특별시 동작구 양녕로 277 1층 101호 (상도1동),6919.0,족발야시장 상도역점,20201100000000.0,I,2020-11-05 0:23,한식,195443.8704,444678.6828,한식,1654309329,"[32, 11, 4, 11, '0', 1, '0', 1, 4, '0', 1, '0', '0', 7, 1]"
192,218,영업,,52.19,156827,서울특별시 동작구 사당동 1044-7,서울특별시 동작구 동작대로1길 49 1층 (사당동),7025.0,노가리학교,20220700000000.0,U,2021-12-06 22:00,호프/통닭,198039.5104,441674.4431,,1404124700,"[43, 10, 20, '0', '0', 1, 2, '0', 4, 4, 1, '0', '0', '0', '0']"
193,219,영업,02 8458495,22.95,156853,서울특별시 동작구 신대방동 644-4 ,서울특별시 동작구 신대방2길 2-5 (신대방동),7067.0,은주식당,20201200000000.0,U,2020-12-13 2:40,한식,192222.8598,442845.968,한식,1949171199,"[56, 17, 9, 5, 9, 4, 1, 1, 1, '0', '0', '0', 2, 3, 5]"
194,220,영업,02 5335388,31.32,156816,서울특별시 동작구 사당동 132-20번지 ,서울특별시 동작구 동작대로27길 16-5 (사당동),7008.0,종로빈대떡,20170100000000.0,I,2018-08-31 23:59,한식,198249.8726,442841.2079,한식,12038214,"[26, 3, 2, 4, '0', '0', '0', '0', '0', '0', '0', '0', '0', 1, '0']"
195,221,영업,,92.89,156830,서울특별시 동작구 상도1동 665-4 ,서울특별시 동작구 상도로39길 27 1층 (상도1동),6968.0,제일주당,20211100000000.0,I,2021-11-06 0:22,기타,195430.9177,444585.0432,기타,1399870642,"[30, 14, 6, '0', '0', 5, 18, '0', 6, 6, 5, '0', '0', '0', '0']"
196,222,영업,,98.04,156816,서울특별시 동작구 사당동 139-26번지 남성장 ,서울특별시 동작구 동작대로27다길 6 2층 (사당동),7008.0,와인어클락,20190600000000.0,I,2019-06-19 2:21,기타,198191.8723,442791.2893,기타,1496880661,"[15, 8, 5, '0', '0', 3, 3, '0', 4, '0', 1, '0', '0', '0', '0']"
197,223,영업,02587 8878,19.7,156821,서울특별시 동작구 사당동 265-57 ,서울특별시 동작구 사당로16가길 12 1층 (사당동),7010.0,진 수산,20210600000000.0,U,2021-06-03 2:40,호프/통닭,197510.8521,442323.7727,호프/통닭,1911877675,"[25, 12, 11, 5, '0', 5, 1, '0', '0', '0', '0', '0', 1, 17, '0']"
198,224,영업,,49.0,156816,서울특별시 동작구 사당동 132-8 1층 ,서울특별시 동작구 동작대로27길 20 1층 (사당동),7008.0,메가커피 이수태평점,20211000000000.0,U,2021-10-08 2:40,패스트푸드,198240.4354,442826.7142,패스트푸드,1170259370,"['0', 50, 100, '0', '0', 16, 3, '0', 8, '0', 5, '0', 1, '0', '0']"
199,225,영업,,7.93,156800,서울특별시 동작구 노량진동 39-18 (1층) ,서울특별시 동작구 노량진로12길 16 (노량진동(1층)),6928.0,치킨마루 동작구청점,20201200000000.0,U,2020-12-18 2:40,통닭(치킨),194469.3849,445601.0967,통닭(치킨),19732157,"[36, 26, 26, 8, 7, 2, '0', '0', 5, '0', '0', '0', '0', 11, '0']"
200,226,영업,02  36649000,313.3,156856,서울특별시 동작구 흑석동 1-3 원불교100년기념관 ,서울특별시 동작구 현충로 75 1층 (흑석동),6904.0,뚜스뚜스 흑석역점,20211200000000.0,U,2021-12-14 2:40,기타,196739.1524,445284.1747,기타,1003725520,"[386, 86, 44, 18, 17, 104, 93, 20, 61, 47, 74, '0', 26, 83, 268]"
201,228,영업,,26.0,156853,서울특별시 동작구 신대방동 607-24 ,서울특별시 동작구 신대방길 95 1층 (신대방동),7069.0,연테이블,20201000000000.0,I,2020-10-16 0:23,경양식,191882.0522,443070.4593,경양식,1437777978,"[33, 12, 9, 7, 7, 9, 3, '0', 4, '0', '0', '0', '0', 15, '0']"
202,229,영업,205944776,44.88,156090,서울특별시 동작구 사당동 88-20 ,서울특별시 동작구 동작대로29가길 10 (사당동),6997.0,민경호프,20211200000000.0,U,2021-12-14 2:40,한식,198293.0582,442916.9847,한식,20857551,"[5, '0', 2, '0', '0', '0', '0', '0', 2, '0', '0', '0', '0', '0', '0']"
203,230,영업,02523 5422,56.0,156879,서울특별시 동작구 사당동 223-6번지 ,서울특별시 동작구 사당로16가길 90 1층 (사당동),7009.0,도담,20180700000000.0,I,2018-08-31 23:59,한식,197199.0875,442518.7439,한식,1278299649,"['0', 23, '0', '0', '0', 2, '0', '0', '0', '0', '0', '0', '0', '0', '0']"
204,231,영업,02 5222581,85.92,156030,서울특별시 동작구 상도동 488 ,서울특별시 동작구 상도로 357 1층 (상도동 강남시장내),6978.0,준호네즉석떡볶이,20200800000000.0,U,2020-08-15 2:40,한식,195821.726,443860.5965,한식,37370414,"[22, 14, 15, 6, 2, 2, 1, '0', 2, 1, '0', '0', '0', 3, 4]"
205,232,영업,02 8228276,122.0,156811,서울특별시 동작구 대방동 416-11번지 ,서울특별시 동작구 여의대방로24다길 15-2 (대방동),7055.0,가야촌유황오리,20170700000000.0,I,2018-08-31 23:59,분식,193033.8144,444112.52,분식,1219364814,"[163, 26, 38, 31, '0', 3, '0', 4, 10, 13, '0', '0', '0', 29, 4]"
206,233,영업,262959292,44.19,156840,서울특별시 동작구 상도동 197-10 외 1필지 ,서울특별시 동작구 성대로31길 71 (상도동외 1필지),6961.0,이레식당,20201200000000.0,U,2020-12-13 2:40,분식,194396.9897,444350.9472,분식,13076654,"[8, 2, 6, 5, '0', '0', 1, '0', '0', '0', '0', '0', '0', 2, '0']"
207,235,영업,02 8237319,51.02,156030,서울특별시 동작구 상도동 502-5 ,서울특별시 동작구 사당로 16 (상도동),7027.0,청년다방,20201200000000.0,U,2020-12-11 2:40,통닭(치킨),196046.1952,443671.8991,통닭(치킨),37471453,"[68, 29, 10, 10, '0', 4, 1, '0', 10, 1, '0', '0', 3, 5, 3]"
208,236,영업,,84.0,156827,서울특별시 동작구 사당동 1044-4 정석빌딩 ,서울특별시 동작구 남부순환로 2067 2층 201호 (사당동),7025.0,캉파뇽제빵소,20201200000000.0,U,2020-12-19 2:40,기타,198034.2985,441639.261,기타,1317783509,"['0', 67, 36, '0', '0', 34, 3, '0', 30, '0', 3, '0', 1, '0', '0']"
209,237,영업,234829202,26.44,156814,서울특별시 동작구 사당동 72-12번지 ,서울특별시 동작구 동작대로33가길 27 지상1층 (사당동),6996.0,돌우물,20200300000000.0,U,2020-03-29 2:40,한식,198316.0727,443179.4129,한식,1116980647,"[13, 2, 1, 4, '0', '0', '0', '0', 2, '0', '0', '0', '0', 2, '0']"
210,238,영업,02  812 9298,111.8,156839,서울특별시 동작구 상도동 348-147번지 ,서울특별시 동작구 상도로15길 3 (상도동),6952.0,흥부골숯불돼지갈비,20180800000000.0,I,2018-08-31 23:59,한식,193965.8843,444335.6339,한식,18758093,"[145, 36, 28, 13, '0', 5, 1, 1, 10, 22, 3, '0', '0', 25, 11]"
211,239,영업,,25.13,156030,서울특별시 동작구 상도동 534 상도더샵 2차 ,서울특별시 동작구 장승배기로10길 100 B106호 (상도동 상도더샵 2차),6966.0,치킨플러스 상도점,20210500000000.0,U,2021-05-16 2:40,호프/통닭,194930.1971,444488.1076,호프/통닭,1870207761,"[1, '0', '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0', '0']"
212,240,영업,02 5225351,26.12,156823,서울특별시 동작구 사당동 318-2 ,서울특별시 동작구 사당로16길 17 (사당동),7011.0,참나무집,20201200000000.0,U,2020-12-11 2:40,한식,197586.7852,442271.9866,한식,1080702748,"[4, '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', 1, '0']"
213,241,영업,02 8216332,55.31,156030,서울특별시 동작구 상도동 527번지 ,서울특별시 동작구 상도로31길 19 제상가동 제지2층 206호 (상도동),6921.0,미스터초밥,20160800000000.0,I,2018-08-31 23:59,일식,194963.2747,444866.8456,일식,38537849,"[55, 15, 22, 4, 20, 11, 1, '0', 1, 5, 2, '0', '0', 16, 3]"
214,242,영업,02 5935293,19.3,156817,서울특별시 동작구 사당동 161-101 ,서울특별시 동작구 사당로27길 48 지1층 (사당동),7007.0,호세야 오리바베큐,20200900000000.0,U,2020-09-23 2:40,호프/통닭,197906.5618,442634.6166,호프/통닭,21428004,"[28, 2, 4, 6, '0', '0', '0', '0', 5, '0', '0', '0', '0', 6, '0']"
215,243,영업,02 8219990,65.0,156030,서울특별시 동작구 상도동 531번지 ,서울특별시 동작구 상도로 346-1 상가3동동 지상2층 204호 (상도동),7039.0,강남교자상도점,20160500000000.0,I,2018-08-31 23:59,한식,195585.914,443690.5954,한식,37935812,"[44, 10, 7, 7, 4, 6, '0', 1, 3, '0', 2, '0', 1, 4, 2]"
216,244,영업,02535 1759,149.85,156816,서울특별시 동작구 사당동 138-4번지 1층 107호 ,서울특별시 동작구 동작대로27다길 29 (사당동 1층 107호),7008.0,인쌩맥주 이수역점,20200600000000.0,U,2020-06-10 2:40,한식,198217.6261,442674.1554,한식,1225917707,"[49, 13, 49, '0', '0', 8, 12, '0', 7, 12, '0', '0', '0', '0', '0']"
217,245,영업,,89.82,156808,서울특별시 동작구 대방동 354-1 지하1층 103호 ,서울특별시 동작구 알마타길 6 (대방동지하1층 103호),6941.0,펀비어킹,20211100000000.0,U,2021-11-17 2:40,호프/통닭,193312.2821,445337.4758,호프/통닭,1496218396,"[32, 24, 14, '0', '0', 8, 7, '0', 2, 11, 2, '0', '0', '0', '0']"
218,247,영업,,144.85,156815,서울특별시 동작구 사당동 86-1 ,서울특별시 동작구 동작대로 141 1층 (사당동),6997.0,탐나종합어시장 이수역점,20211200000000.0,U,2021-12-14 2:40,기타,198338.8937,443012.5516,기타,1936622217,"[88, 37, 73, 10, 2, 13, 4, 5, 5, 22, 1, '0', 3, 49, 47]"
219,248,영업,02 32809658,70.0,156832,서울특별시 동작구 상도동 366-42,서울특별시 동작구 상도로 161-1 1층 (상도동),6949.0,샐러데이즈 장승배기점,20220700000000.0,I,2021-12-06 22:01,기타,194359.5657,444634.0683,,1002852173,"[25, 21, 4, 3, 9, 14, 10, '0', 2, '0', 1, '0', 2, 30, 12]"
220,249,영업,02532 2942,65.65,156824,서울특별시 동작구 사당동 708-437번지 ,서울특별시 동작구 동작대로25길 44 (사당동),7008.0,노랑통닭,20191000000000.0,U,2019-10-03 2:40,통닭(치킨),198168.1446,442584.7071,통닭(치킨),33579952,"[79, 18, 25, 18, 1, 4, '0', 1, 7, 5, '0', '0', '0', 15, 7]"
221,250,영업,02 8234222,66.13,156806,서울특별시 동작구 노량진동 309-18번지 ,서울특별시 동작구 장승배기로 118-1 (노량진동),6925.0,성림식당,20170500000000.0,I,2018-08-31 23:59,분식,194653.978,445099.8847,분식,904468865,"[5, 3, 3, '0', '0', '0', '0', '0', 1, 1, '0', '0', '0', '0', '0']"
222,251,영업,02 5837753,72.97,156823,서울특별시 동작구 사당동 318-2번지 ,서울특별시 동작구 사당로16길 17 (사당동),7011.0,남도미식,20120700000000.0,I,2018-08-31 23:59,한식,197586.7852,442271.9866,한식,20822266,"[11, 4, 5, 5, 4, '0', '0', '0', '0', 1, '0', '0', '0', 1, 1]"
223,252,영업,263383699,40.02,156816,서울특별시 동작구 사당동 138-0번지 두원상가110111호 ,서울특별시 동작구 동작대로27나길 21 (사당동두원상가110111호),7008.0,꼼,20170500000000.0,I,2018-08-31 23:59,한식,198220.0158,442711.8998,한식,36663288,"[30, 19, 5, 1, '0', 3, '0', 1, 7, 1, 1, '0', '0', 7, 1]"
224,254,영업,208124360,133.7,156030,서울특별시 동작구 상도동 502번지 ,서울특별시 동작구 사당로 18-1 (상도동),7027.0,큐피드,20200600000000.0,U,2020-06-13 2:40,경양식,196078.2658,443665.4091,경양식,1068164703,"[2, 1, 1, '0', '0', '0', '0', '0', '0', 1, '0', '0', '0', '0', '0']"
225,255,영업,232809288,33.6,156813,서울특별시 동작구 노량진동 325-4번지 1동 204호 ,서울특별시 동작구 만양로3길 20 (노량진동1동 204호),6926.0,딥테이스트치킨,20130600000000.0,I,2018-08-31 23:59,통닭(치킨),195173.4169,445112.843,통닭(치킨),20834232,"[9, 15, 3, '0', 3, 4, '0', '0', 1, '0', '0', '0', '0', 1, '0']"
226,256,영업,,67.17,156832,서울특별시 동작구 상도동 356-141번지 ,서울특별시 동작구 상도로19길 7 (상도동),6950.0,봉평산골메밀촌,20110300000000.0,I,2018-08-31 23:59,한식,194161.4026,444505.7601,한식,19931504,"[199, 45, 28, 55, 12, 19, 2, 1, 21, 2, 2, '0', 2, 37, 2]"
227,257,영업,,22.58,156824,서울특별시 동작구 사당동 708-594 ,서울특별시 동작구 동작대로25길 10 1층2층 (사당동),7008.0,인생다방,20210700000000.0,U,2021-08-01 2:40,기타,198282.6126,442696.2698,기타,1025774291,"['0', 9, 6, '0', '0', 2, 1, '0', '0', '0', '0', '0', 2, '0', '0']"
228,258,영업,,24.0,156844,서울특별시 동작구 상도동 259-89 ,서울특별시 동작구 성대로 63 1층 (상도동),6960.0,호세야오리바베큐,20210900000000.0,U,2021-09-10 2:40,기타,194129.651,444001.8152,기타,21428004,"[28, 2, 4, 6, '0', '0', '0', '0', 5, '0', '0', '0', '0', 6, '0']"
229,260,영업,02  817 3222,192.77,156804,서울특별시 동작구 노량진동 267-6 ,서울특별시 동작구 노량진로 80 2층 (노량진동 노량진큐브스테이트),6927.0,순천집,20201000000000.0,I,2020-10-14 0:23,한식,194150.2737,445628.9405,한식,11857246,"[64, 14, 5, 6, 1, 4, 2, 1, 26, 10, 5, '0', '0', 25, 12]"
230,261,영업,,18.4,156811,서울특별시 동작구 대방동 500 성원상가 지하11호 ,서울특별시 동작구 여의대방로 256 (대방동 성원상가 지하11호),6941.0,올리돈까스,20211200000000.0,U,2021-12-14 2:40,분식,193350.622,445242.9689,분식,1804932894,"[11, 5, 4, '0', 4, 2, '0', '0', 1, '0', '0', '0', '0', 6, '0']"
