"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","추천수","상품명","상품가격(일반)(원)"
"00009398","행복한 잔치국수","001","한식","서울특별시 강남구 광평로 196 2층 201호","02-459-2918","0","잔치국수","5000"
"00009398","행복한 잔치국수","001","한식","서울특별시 강남구 광평로 196 2층 201호","02-459-2918","0","콩나물국밥","6000"
"00009397","오감만족","004","기타외식업(다방패스트푸드등)","서울특별시 밤고개로24길 52","02-445-9294","0","김치볶음밥","6000"
"00009397","오감만족","004","기타외식업(다방패스트푸드등)","서울특별시 밤고개로24길 52","02-445-9294","0","순두부찌개","6000"
"00009397","오감만족","004","기타외식업(다방패스트푸드등)","서울특별시 밤고개로24길 52","02-445-9294","0","콩나물비빔밥","6000"
"00009396","요기루","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 남부순환로 2917 청실종합상가 지하1층 9호","02-557-2460","0","차돌짬뽕","7000"
"00009396","요기루","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 남부순환로 2917 청실종합상가 지하1층 9호","02-557-2460","0","짜장면","5000"
"00009396","요기루","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 남부순환로 2917 청실종합상가 지하1층 9호","02-557-2460","0","탕수육(중)","7500"
"00009395","고기마을","001","한식","서울특별시 강남구 남부순환로 2917 청실상가 105","02-501-5254","0","소갈비살(180g)","13000"
"00009395","고기마을","001","한식","서울특별시 강남구 남부순환로 2917 청실상가 105","02-501-5254","0","생오겹살(180g)","12000"
"00009395","고기마을","001","한식","서울특별시 강남구 남부순환로 2917 청실상가 105","02-501-5254","0","안창살(180g)","13000"
"00009394","머리사랑","005","이 미용업","서울특별시 마포구 독막로40길 8 (대흥동)","02-706-0727","0","커트","10000"
"00009394","머리사랑","005","이 미용업","서울특별시 마포구 독막로40길 8 (대흥동)","02-706-0727","0","파마","30000"
"00009393","헤어스타","005","이 미용업","서울특별시 마포구 독막로 266 2층 (대흥동 태영아파트중앙상가)","02-713-7576","0","파마","30000"
"00009393","헤어스타","005","이 미용업","서울특별시 마포구 독막로 266 2층 (대흥동 태영아파트중앙상가)","02-713-7576","0","커트","10000"
"00009392","이화미용실","005","이 미용업","서울특별시 마포구 방울내로7길 29 (망원동)","02-335-2547","0","파마","28000"
"00009392","이화미용실","005","이 미용업","서울특별시 마포구 방울내로7길 29 (망원동)","02-335-2547","0","커트","8000"
"00009391","하버드미용실","005","이 미용업","서울특별시 서울 관악구 행운1나길 16","없음","0","커트","5000"
"00009391","하버드미용실","005","이 미용업","서울특별시 서울 관악구 행운1나길 16","없음","0","파마","15000"
"00009390","추억의 통치킨","004","기타외식업(다방패스트푸드등)","서울특별시 서울 관악구 난곡로26길 39 101호","02-851-5908","0","치킨","9000"
"00009389","버거랩","004","기타외식업(다방패스트푸드등)","서울특별시 서울 관악구 신림로12길 5","02-876-1225","0","수제치즈버거","3600"
"00009388","서울밥집 봉천점","001","한식","서울특별시 관악구 봉천동 927-18","없음","0","냉면","4900"
"00009388","서울밥집 봉천점","001","한식","서울특별시 관악구 봉천동 927-18","없음","0","비빔밥","4900"
"00009388","서울밥집 봉천점","001","한식","서울특별시 관악구 봉천동 927-18","없음","0","김치찌개","5900"
"00009387","양구식당","001","한식","서울특별시 강남구 논현로151길 26","02-548-5848","0","닭곰탕국밥","8000"
"00009387","양구식당","001","한식","서울특별시 강남구 논현로151길 26","02-548-5848","0","닭칼국수 ","7000"
"00009387","양구식당","001","한식","서울특별시 강남구 논현로151길 26","02-548-5848","0","삼겹살(200g)","15000"
"00009386","알리파스타","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로151길 29 1층 101호","02-518-1125","0","통새우볶음밥","6000"
"00009386","알리파스타","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로151길 29 1층 101호","02-518-1125","0","알리오올리오 ","6500"
"00009386","알리파스타","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로151길 29 1층 101호","02-518-1125","0","클래식","5500"
"00009385","맛찬","001","한식","서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호","02-459-8478","0","순두부 ","7000"
"00009385","맛찬","001","한식","서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호","02-459-8478","0","뚝배기불고기","8000"
"00009385","맛찬","001","한식","서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호","02-459-8478","0","백반","7000"
"00009384","신토불이 정육식당","001","한식","서울특별시 강남구 남부순환로 2629","02-3462-4635","0","한우살치살(200g)","45000"
"00009384","신토불이 정육식당","001","한식","서울특별시 강남구 남부순환로 2629","02-3462-4635","0","한우생등심(200g)","35000"
"00009384","신토불이 정육식당","001","한식","서울특별시 강남구 남부순환로 2629","02-3462-4635","0","오겹살(200g)","13000"
"00009383","부부식당","001","한식","서울특별시 강남구 삼성로 343 지상1층 106호","02-563-9241","0","김치찌개","4000"
"00009383","부부식당","001","한식","서울특별시 강남구 삼성로 343 지상1층 106호","02-563-9241","0"," 청국장 ","4000"
"00009383","부부식당","001","한식","서울특별시 강남구 삼성로 343 지상1층 106호","02-563-9241","0"," 된장찌개 ","4000"
"00009382","365일기분좋은날잔치날","001","한식","서울특별시 강남구 도곡로4길 19 ","02-6104-7272","0","김치찌개","7000"
"00009382","365일기분좋은날잔치날","001","한식","서울특별시 강남구 도곡로4길 19 ","02-6104-7272","0"," 제육볶음 ","7000"
"00009382","365일기분좋은날잔치날","001","한식","서울특별시 강남구 도곡로4길 19 ","02-6104-7272","0","일반순두부","7000"
"00009381","팔팔한상","001","한식","서울특별시 강남구 밤고개로1길 10 ","02-451-1550","0","제육쌈(흑돼지150g)","8000"
"00009381","팔팔한상","001","한식","서울특별시 강남구 밤고개로1길 10 ","02-451-1550","0","우렁된장찌개","7000"
"00009380","미도한우마을","001","한식","서울특별시 강남구 삼성로 38 개포빌딩 108호","02-557-3232","0","새싹비빔밥 ","6000"
"00009380","미도한우마을","001","한식","서울특별시 강남구 삼성로 38 개포빌딩 108호","02-557-3232","0","생삼겹(180g)","15000"
"00009380","미도한우마을","001","한식","서울특별시 강남구 삼성로 38 개포빌딩 108호","02-557-3232","0","양념돼지갈비(250g)","13000"
"00009379","누렁국수","001","한식","서울특별시 강남구 개포로 652 빌딩스타3 지상1층 101호","02-431-0045","0","우국수 ","5500"
"00009379","누렁국수","001","한식","서울특별시 강남구 개포로 652 빌딩스타3 지상1층 101호","02-431-0045","0","진국수(사골육수)","5500"
"00009379","누렁국수","001","한식","서울특별시 강남구 개포로 652 빌딩스타3 지상1층 101호","02-431-0045","0","육장국수 ","6000"
"00009378","이모네손칼국수","001","한식","서울특별시 강남구 언주로69길 9 1층","02-555-0767","0","닭칼국수","6000"
"00009378","이모네손칼국수","001","한식","서울특별시 강남구 언주로69길 9 1층","02-555-0767","0","멸치칼국수 ","6000"
"00009378","이모네손칼국수","001","한식","서울특별시 강남구 언주로69길 9 1층","02-555-0767","0","비빔밥 ","6000"
"00009377","선우동가게","001","한식","서울특별시 남부순환로359길 10 지하1층","02-572-8887","0"," 짜장면 ","4000"
"00009377","선우동가게","001","한식","서울특별시 남부순환로359길 10 지하1층","02-572-8887","0","생우동","4000"
"00009377","선우동가게","001","한식","서울특별시 남부순환로359길 10 지하1층","02-572-8887","0","비빔면 ","5000"
"00009376","남원종가집추어탕","001","한식","서울특별시 강남대로48길 8 ","02-3462-6667","0","추어탕","8000"
"00009376","남원종가집추어탕","001","한식","서울특별시 강남대로48길 8 ","02-3462-6667","0","돈까스 ","7000"
"00009375","이안헤어","005","이 미용업","서울특별시 강서구 남부순환로 11가길 84","","0","염색","20000"
"00009375","이안헤어","005","이 미용업","서울특별시 강서구 남부순환로 11가길 84","","0","커트","10000"
"00009375","이안헤어","005","이 미용업","서울특별시 강서구 남부순환로 11가길 84","","0","펌","25000"
"00009374","우리식당","001","한식","서울특별시 강서구 강서로5나길 144-8","02-2698-7026","0","삼계탕","10000"
"00009373","추억순대국전문점","001","한식","서울특별시 관악구 신림로26길 11 (신림동)","02)877-3885","0","뼈해장국","7000"
"00009373","추억순대국전문점","001","한식","서울특별시 관악구 신림로26길 11 (신림동)","02)877-3885","0","순대국","9000"
"00009372","남도전통순대명가","001","한식","서울특별시 중구 마른내로 121-1 (오장동)","02-2277-4115","0","순대국","6000"
"00009372","남도전통순대명가","001","한식","서울특별시 중구 마른내로 121-1 (오장동)","02-2277-4115","0","돼지국밥","7000"
"00009371","대청마루","001","한식","서울특별시 중구 퇴계로44길 16 (필동2가)","02-2285-2650","0","생삼겹살(200g)","13000"
"00009371","대청마루","001","한식","서울특별시 중구 퇴계로44길 16 (필동2가)","02-2285-2650","0","김치찌개 된장찌개 등","7000"
"00009371","대청마루","001","한식","서울특별시 중구 퇴계로44길 16 (필동2가)","02-2285-2650","0","돼지갈비(200g)","12000"
"00009370","속초집","001","한식","서울특별시 중구 퇴계로6길 3-6 (회현동1가)","02-775-2226","0","황태해장국","6000"
"00009370","속초집","001","한식","서울특별시 중구 퇴계로6길 3-6 (회현동1가)","02-775-2226","0","생태찌개","10000"
"00009369","진달래 시래기","001","한식","서울특별시 중구 퇴계로12길 60 (회현동1가)","02-752-1208","0","오늘의밥상","9000"
"00009369","진달래 시래기","001","한식","서울특별시 중구 퇴계로12길 60 (회현동1가)","02-752-1208","0","무청시래기밥","9000"
"00009368","유가","002","중식","서울특별시 중구 퇴계로12길 68 (회현동1가)","02-3789-9688","0","짜장면","6000"
"00009368","유가","002","중식","서울특별시 중구 퇴계로12길 68 (회현동1가)","02-3789-9688","0","짬뽕","7000"
"00009367","광희이용원","005","이 미용업","서울특별시 중구 동호로34길 18 (광희동1가)","02-2265-0605","0","염색","15000"
"00009367","광희이용원","005","이 미용업","서울특별시 중구 동호로34길 18 (광희동1가)","02-2265-0605","0","이발","10000"
"00009366","거북아버지는이발사","005","이 미용업","서울특별시 중구 다산로44길 34 (신당동)","02-2252-9879","0","염색","15400"
"00009366","거북아버지는이발사","005","이 미용업","서울특별시 중구 다산로44길 34 (신당동)","02-2252-9879","0","이발","11000"
"00009365","일광세탁소","007","세탁업","서울특별시 중구 다산로33다길 29 (신당동)","02-2239-6492","0","와이셔츠 1장 다림질","2000"
"00009365","일광세탁소","007","세탁업","서울특별시 중구 다산로33다길 29 (신당동)","02-2239-6492","0","양복 한벌 드라이클리닝","8000"
"00009364","채미미용실","005","이 미용업","서울특별시 중구 다산로 101 (신당동)","02-2234-8339","0","커트","10000"
"00009364","채미미용실","005","이 미용업","서울특별시 중구 다산로 101 (신당동)","02-2234-8339","0","파마","30000"
"00009363","복지로분식","001","한식","서울특별시 중구 동호로11길 40 (신당동 상춘)","02-2234-2525","0","김밥","2000"
"00009363","복지로분식","001","한식","서울특별시 중구 동호로11길 40 (신당동 상춘)","02-2234-2525","0","즉석떡볶이(2인분)","6000"
"00009362","감동헤어","005","이 미용업","서울특별시 광진구 자양로9길 32 (자양동)","","0","단백질펌","50000"
"00009361","자매생고기","001","한식","서울특별시 광진구 자양로15길 96 (자양동)","02-456-2737","0","삼겹살","12000"
"00009360","돈먹고돈내고","001","한식","서울특별시 강남구 언주로114길 5","02-514-1276","0","이베리코(200g)","12000"
"00009360","돈먹고돈내고","001","한식","서울특별시 강남구 언주로114길 5","02-514-1276","0","순대국","8000"
"00009360","돈먹고돈내고","001","한식","서울특별시 강남구 언주로114길 5","02-514-1276","0","소머리국밥","12000"
"00009359","비바비보 앤 호프","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로136길 5-3 지상1층 103호","02-545-5982","0","까르보나라","6900"
"00009359","비바비보 앤 호프","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로136길 5-3 지상1층 103호","02-545-5982","0","할라피뇨","6900"
"00009359","비바비보 앤 호프","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 논현로136길 5-3 지상1층 103호","02-545-5982","0","알리오올리오","6900"
"00009358","대청김밥","004","기타외식업(다방패스트푸드등)","서울특별시 개포로621 SH 지하1층","02-226-2928","0","칼국수","5000"
"00009358","대청김밥","004","기타외식업(다방패스트푸드등)","서울특별시 개포로621 SH 지하1층","02-226-2928","0","비빔밥","5000"
"00009358","대청김밥","004","기타외식업(다방패스트푸드등)","서울특별시 개포로621 SH 지하1층","02-226-2928","0","원조김밥","2000"
"00009357","남도맛집","001","한식","서울특별시 논현로114길 14","02-546-5737","0","청국장","6000"
"00009357","남도맛집","001","한식","서울특별시 논현로114길 14","02-546-5737","0","된장찌개","6000"
"00009357","남도맛집","001","한식","서울특별시 논현로114길 14","02-546-5737","0","순두부찌개","6000"
"00009356","지리산 생고기","001","한식","서울특별시 밤고개로 1길 10 지하2층","02-2040-6776","0","차돌박이(150g)","9900"
"00009356","지리산 생고기","001","한식","서울특별시 밤고개로 1길 10 지하2층","02-2040-6776","0","춘천닭갈비(200g)","10000"
"00009356","지리산 생고기","001","한식","서울특별시 밤고개로 1길 10 지하2층","02-2040-6776","0","제주오겹살(180g)","12000"
"00009355","순대국밥","001","한식","서울특별시 강남구 도곡로 516 지하1층 3호","02-539-5163","0","부산돼지머리국밥","6000"
"00009355","순대국밥","001","한식","서울특별시 강남구 도곡로 516 지하1층 3호","02-539-5163","0","김치삼겹살찌개","5000"
"00009355","순대국밥","001","한식","서울특별시 강남구 도곡로 516 지하1층 3호","02-539-5163","0","순대국","6000"
"00009354","서평기사식당","001","한식","서울특별시 강남구 개포로 646 지상1층 2호","02-2226-1005","0","닭곰탕","7000"
"00009354","서평기사식당","001","한식","서울특별시 강남구 개포로 646 지상1층 2호","02-2226-1005","0","닭계장","8000"
"00009354","서평기사식당","001","한식","서울특별시 강남구 개포로 646 지상1층 2호","02-2226-1005","0","특곰탕","8000"
"00009353","착한미용실","005","이 미용업","서울특별시 언주로67길 19 1층 103호","02-558-1706","0","펌(영양추가)","35000"
"00009353","착한미용실","005","이 미용업","서울특별시 언주로67길 19 1층 103호","02-558-1706","0","컷트","10000"
"00009353","착한미용실","005","이 미용업","서울특별시 언주로67길 19 1층 103호","02-558-1706","0","염색(뿌리염색+영양)","20000"
"00009352","육천중국요리","002","중식","서울특별시 강남구 역삼로 37길 11","02-568-2250","0"," 볶음밥 ","6000"
"00009352","육천중국요리","002","중식","서울특별시 강남구 역삼로 37길 11","02-568-2250","0","짜장면","5000"
"00009352","육천중국요리","002","중식","서울특별시 강남구 역삼로 37길 11","02-568-2250","0"," 간짜장 ","6000"
"00009351","엄마손김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 언주로 314 ","02-557-5733","0","김치볶음밥  ","5500"
"00009351","엄마손김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 언주로 314 ","02-557-5733","0","카레라이스 ","5500"
"00009351","엄마손김밥","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 언주로 314 ","02-557-5733","0","생야채비빔밥 ","5500"
"00009350","멀티분식","004","기타외식업(다방패스트푸드등)","서울특별시 테헤란로8길 13","02-501-3453","0","돌솥비빔밥 ","6000"
"00009350","멀티분식","004","기타외식업(다방패스트푸드등)","서울특별시 테헤란로8길 13","02-501-3453","0","가정식백반","6000"
"00009350","멀티분식","004","기타외식업(다방패스트푸드등)","서울특별시 테헤란로8길 13","02-501-3453","0","칼국수 ","5000"
"00009349","임가네민속집","001","한식","서울특별시 강남구 논현로79길 7","02-556-1015","0","손칼국수","6000"
"00009349","임가네민속집","001","한식","서울특별시 강남구 논현로79길 7","02-556-1015","0","뚝배기닭볶음","7000"
"00009349","임가네민속집","001","한식","서울특별시 강남구 논현로79길 7","02-556-1015","0","평양만두국 ","7000"
"00009348","사랑의 도시락","001","한식","서울특별시 강남구 강남대로94길 55 2층","02-557-1733","0","한식뷔페","6000"
"00009347","밥리버거 앤 치킨호프","001","한식","서울특별시 언주로 405","02-552-0388","0","제육덮밥 ","6000"
"00009347","밥리버거 앤 치킨호프","001","한식","서울특별시 언주로 405","02-552-0388","0","교자만두","4000"
"00009347","밥리버거 앤 치킨호프","001","한식","서울특별시 언주로 405","02-552-0388","0","비빔국수 ","5000"
"00009346","대풍참숯갈비","001","한식","서울특별시 논현로76길 8","02-564-6563","0","와규갈비살(150g)","18000"
"00009346","대풍참숯갈비","001","한식","서울특별시 논현로76길 8","02-564-6563","0","삼겹살(200g)","13000"
"00009346","대풍참숯갈비","001","한식","서울특별시 논현로76길 8","02-564-6563","0","돼지왕갈비(250g)","13000"
"00009345","은진미용실","005","이 미용업","서울특별시 금천구 금하로25길 16 (시흥동)","894-5243","0","커트","8000"
"00009345","은진미용실","005","이 미용업","서울특별시 금천구 금하로25길 16 (시흥동)","894-5243","0","염색","20000"
"00009345","은진미용실","005","이 미용업","서울특별시 금천구 금하로25길 16 (시흥동)","894-5243","0","파마","25000"
"00009344","다이천 마떡","001","한식","서울특별시 노원구 석계로 106 (월계동)","02-976-4841","0","떡볶이","2000"
"00009344","다이천 마떡","001","한식","서울특별시 노원구 석계로 106 (월계동)","02-976-4841","0","어묵(4개)","2000"
"00009344","다이천 마떡","001","한식","서울특별시 노원구 석계로 106 (월계동)","02-976-4841","0","순대","2000"
"00009344","다이천 마떡","001","한식","서울특별시 노원구 석계로 106 (월계동)","02-976-4841","0","꼬마김밥(4개)","2000"
"00009343","영신 이발소","005","이 미용업","서울특별시 동작구 사당로14가길 13 (사당동)","없음","0","면도","2000"
"00009343","영신 이발소","005","이 미용업","서울특별시 동작구 사당로14가길 13 (사당동)","없음","0","커트","10000"
"00009342","수복 이발소","005","이 미용업","서울특별시 동작구 사당로27길 94-3 (사당동)","593-1938","0","면도","2000"
"00009342","수복 이발소","005","이 미용업","서울특별시 동작구 사당로27길 94-3 (사당동)","593-1938","0","커트","10000"
"00009341","동원 이발소","005","이 미용업","서울특별시 동작구 동작대로27다길 41 (사당동)","536-3411","0","면도","2000"
"00009341","동원 이발소","005","이 미용업","서울특별시 동작구 동작대로27다길 41 (사당동)","536-3411","0","커트","10000"
"00009340","복미 세탁소","007","세탁업","서울특별시 동작구 사당로2차길 49 (사당동)","586-4026","0","수선료","4000"
"00009340","복미 세탁소","007","세탁업","서울특별시 동작구 사당로2차길 49 (사당동)","586-4026","0","세탁료","7000"
"00009339","정아 헤어&#49406;","005","이 미용업","서울특별시 동작구 매봉로 155 (본동)","824-2706","0","커트","7000"
"00009339","정아 헤어&#49406;","005","이 미용업","서울특별시 동작구 매봉로 155 (본동)","824-2706","0","파마","20000"
"00009338","외출준비 미용실","005","이 미용업","서울특별시 동작구 서달로10길 28 (흑석동)","816-1160","0","커트","8000"
"00009338","외출준비 미용실","005","이 미용업","서울특별시 동작구 서달로10길 28 (흑석동)","816-1160","0","파마","20000"
"00009337","라인헤어","005","이 미용업","서울특별시 동작구 사당로16가길 42 (사당동)","583-1614","0","커트","10000"
"00009337","라인헤어","005","이 미용업","서울특별시 동작구 사당로16가길 42 (사당동)","583-1614","0","파마","30000"
"00009336","조양사 세탁소","007","세탁업","서울특별시 동작구 사당로22길 44 (사당동)","583-3723","0","수선료","3000"
"00009336","조양사 세탁소","007","세탁업","서울특별시 동작구 사당로22길 44 (사당동)","583-3723","0","세탁료","6000"
"00009335","경일 클리닝","007","세탁업","서울특별시 동작구 사당로28길 6 (사당동)","583-5205","0","수선료","4000"
"00009335","경일 클리닝","007","세탁업","서울특별시 동작구 사당로28길 6 (사당동)","583-5205","0","세탁료","7000"
"00009334","김포 세탁소","007","세탁업","서울특별시 동작구 서달로10길 40 (흑석동)","815-7111","0","수선료","3000"
"00009334","김포 세탁소","007","세탁업","서울특별시 동작구 서달로10길 40 (흑석동)","815-7111","0","세탁료","7000"
"00009333","서정사 세탁소","007","세탁업","서울특별시 동작구 사당로16가길 24 (사당동)","584-2679","0","수선료","5000"
"00009333","서정사 세탁소","007","세탁업","서울특별시 동작구 사당로16가길 24 (사당동)","584-2679","0","세탁료","7000"
"00009332","문세실리아","005","이 미용업","서울특별시 동작구 장승배기로27길 77 (노량진동)","없음","0","커트","10000"
"00009332","문세실리아","005","이 미용업","서울특별시 동작구 장승배기로27길 77 (노량진동)","없음","0","파마","20000"
"00009331","소망 세탁소","007","세탁업","서울특별시 동작구 여의대방로 28 (신대방동 현대아파트)","835-6901","0","수선료","3000"
"00009331","소망 세탁소","007","세탁업","서울특별시 동작구 여의대방로 28 (신대방동 현대아파트)","835-6901","0","세탁료","5000"
"00009330","자야 미용실","005","이 미용업","서울특별시 동작구 여의대방로24길 70 (신대방동)","821-8571","0","파마","30000"
"00009330","자야 미용실","005","이 미용업","서울특별시 동작구 여의대방로24길 70 (신대방동)","821-8571","0","커트","10000"
"00009329","엄청난 미용실","005","이 미용업","서울특별시 동작구 장승배기로19길 29 (노량진동)","826-6207","0","커트","10000"
"00009329","엄청난 미용실","005","이 미용업","서울특별시 동작구 장승배기로19길 29 (노량진동)","826-6207","0","파마","25000"
"00009328","마샬 미용실","005","이 미용업","서울특별시 동작구 만양로14길 8 (노량진동)","815-2708","0","커트","9000"
"00009328","마샬 미용실","005","이 미용업","서울특별시 동작구 만양로14길 8 (노량진동)","815-2708","0","파마","30000"
"00009327","힐링헤어","005","이 미용업","서울특별시 동작구 성대로12길 8 (상도동)","6095-1595","0","커트","10000"
"00009327","힐링헤어","005","이 미용업","서울특별시 동작구 성대로12길 8 (상도동)","6095-1595","0","파마","30000"
"00009326","헤어 365","005","이 미용업","서울특별시 동작구 동작대로29길 115 (사당동 사당우성아파트)","3476-5955","0","파마","30000"
"00009326","헤어 365","005","이 미용업","서울특별시 동작구 동작대로29길 115 (사당동 사당우성아파트)","3476-5955","0","커트","10000"
"00009325","아이리스 분식","001","한식","서울특별시 동작구 상도로15길 98 (상도동)","827-0288","0","김치찌개","4000"
"00009325","아이리스 분식","001","한식","서울특별시 동작구 상도로15길 98 (상도동)","827-0288","0","비빔밥","4000"
"00009324","낙지랑 갈비랑","001","한식","서울특별시 동작구 양녕로25길 2-4 (상도동)","825-5700","0","동태찌개","8000"
"00009324","낙지랑 갈비랑","001","한식","서울특별시 동작구 양녕로25길 2-4 (상도동)","825-5700","0","김치찌개","8000"
"00009323","남원추어탕","001","한식","서울특별시 동작구 동작대로15길 15 (사당동)","522-6243","0","통추어탕","10000"
"00009323","남원추어탕","001","한식","서울특별시 동작구 동작대로15길 15 (사당동)","522-6243","0","추어탕","8000"
"00009322","우리 콩사랑","001","한식","서울특별시 동작구 신대방2길 3 (신대방동)","846-8116","0","콩국수","8000"
"00009322","우리 콩사랑","001","한식","서울특별시 동작구 신대방2길 3 (신대방동)","846-8116","0","순두부찌개","7000"
"00009321","진미 순대국 감자탕","001","한식","서울특별시 동작구 사당로17나길 2 (사당동)","김용산","0","해장국","7000"
"00009321","진미 순대국 감자탕","001","한식","서울특별시 동작구 사당로17나길 2 (사당동)","김용산","0","순대국","7000"
"00009320","궁중참순대","001","한식","서울특별시 동작구 보라매로5길 15 (신대방동)","3284-3288","0","순대국","7000"
"00009319","돈까스 참 잘하는 집","003","경양식일식","서울특별시 동작구 보라매로5길 43 (신대방동 보라매삼성쉐르빌)","831-9989","0","돈까스","8500"
"00009319","돈까스 참 잘하는 집","003","경양식일식","서울특별시 동작구 보라매로5길 43 (신대방동 보라매삼성쉐르빌)","831-9989","0","생선까스","9000"
"00009318","궁중순대보쌈","001","한식","서울특별시 동작구 등용로14길 60 (노량진동)","812-0262","0","순대국","8000"
"00009318","궁중순대보쌈","001","한식","서울특별시 동작구 등용로14길 60 (노량진동)","812-0262","0","황태해장국","8000"
"00009317","화풍정","001","한식","서울특별시 동작구 상도로 102 (상도동)","814-3392","0","시래기밥상","7000"
"00009316","대가설렁탕","001","한식","서울특별시 동작구 상도로 117 (상도동)","813-1211","0","설렁탕","8000"
"00009315","보물쌈","001","한식","서울특별시 동작구 상도로 296-2 (상도1동)","814-2151","0","칼국수","3000"
"00009314","맛구이촌","001","한식","서울특별시 동작구 흑석로8길 5 (흑석동)","823-6068","0","삼겹살(수입산 170g)","6000"
"00009313","용주골 생고기","001","한식","서울특별시 동작구 동작대로17길 5 (사당동)","583-5404","0","삼겹살(국내산 200g)","14000"
"00009313","용주골 생고기","001","한식","서울특별시 동작구 동작대로17길 5 (사당동)","583-5404","0","갈비탕","9000"
"00009312","배꼽시계","001","한식","서울특별시 동작구 동작대로7길 80 (사당동)","522-4234","0","우렁쌈밥","7000"
"00009312","배꼽시계","001","한식","서울특별시 동작구 동작대로7길 80 (사당동)","522-4234","0","김치찌개","7000"
"00009311","스카이 피자","003","경양식일식","서울특별시 동작구 노량진로6길 86 (노량진동)","822-3082","0","피자","10900"
"00009311","스카이 피자","003","경양식일식","서울특별시 동작구 노량진로6길 86 (노량진동)","822-3082","0","치킨","8500"
"00009310","엄마손김밥","001","한식","서울특별시 동작구 등용로14길 81 (노량진동)","817-0779","0","백반","5500"
"00009310","엄마손김밥","001","한식","서울특별시 동작구 등용로14길 81 (노량진동)","817-0779","0","김밥","2500"
"00009309","풍미원","001","한식","서울특별시 동작구 사당로 253-4 (사당동)","594-4579","0","오리주물럭","40000"
"00009308","사당골","001","한식","서울특별시 동작구 사당로10길 97 (사당동)","523-0274","0","오리 회전구이","40000"
"00009308","사당골","001","한식","서울특별시 동작구 사당로10길 97 (사당동)","523-0274","0","참숯불구이","40000"
"00009307","돌쇠와 석쇠","001","한식","서울특별시 동작구 솔밭로 110 (사당동)","588-1005","0","삼겹살(수입산 180g)","9000"
"00009307","돌쇠와 석쇠","001","한식","서울특별시 동작구 솔밭로 110 (사당동)","588-1005","0","목살(180g)","11000"
"00009306","생오리 회전 숯불구이 왕갈비탕","001","한식","서울특별시 동작구 사당로14가길 8 (사당동)","525-4491","0","갈비탕","11000"
"00009305","현미식당","001","한식","서울특별시 구로구 구로중앙로 17 (구로동)","02-838-6088","0","해물칼국수","6000"
"00009305","현미식당","001","한식","서울특별시 구로구 구로중앙로 17 (구로동)","02-838-6088","0","바지락칼국수","5000"
"00009305","현미식당","001","한식","서울특별시 구로구 구로중앙로 17 (구로동)","02-838-6088","0","생고기찌개","6500"
"00009305","현미식당","001","한식","서울특별시 구로구 구로중앙로 17 (구로동)","02-838-6088","0","생삼겹살","11000"
"00009304","금옥이네","001","한식","서울특별시 동작구 노량진로6길 18 (노량진동)","816-3007","0","청국장","6000"
"00009304","금옥이네","001","한식","서울특별시 동작구 노량진로6길 18 (노량진동)","816-3007","0","백반","5000"
"00009303","다독이네 숯불갈비","001","한식","서울특별시 동작구 노량진로 106-5 (노량진동)","6101-9299","0","돼지갈비(수입산 200g)","11000"
"00009303","다독이네 숯불갈비","001","한식","서울특별시 동작구 노량진로 106-5 (노량진동)","6101-9299","0","뼈삼겹갈비(200g)","14000"
"00009302","국수뜨락","001","한식","서울특별시 서울 구로구 구로중앙로19가길 7 하나세인트빌 101호 ","02-862-9868","0","청국장","6500"
"00009302","국수뜨락","001","한식","서울특별시 서울 구로구 구로중앙로19가길 7 하나세인트빌 101호 ","02-862-9868","0","멸치국수","4500"
"00009302","국수뜨락","001","한식","서울특별시 서울 구로구 구로중앙로19가길 7 하나세인트빌 101호 ","02-862-9868","0","들깨수제비","6500"
"00009302","국수뜨락","001","한식","서울특별시 서울 구로구 구로중앙로19가길 7 하나세인트빌 101호 ","02-862-9868","0","돌솥알밥","7000"
"00009301","코코스 중앙식당","001","한식","서울특별시 동작구 흑석로 24 (상도동)","822-9260","0","순두부찌개","6000"
"00009301","코코스 중앙식당","001","한식","서울특별시 동작구 흑석로 24 (상도동)","822-9260","0","백반","6000"
"00009300","향기가득한 인생감자탕","001","한식","서울특별시 동작구 상도로 319 (상도1동)","824-5780","0","뼈해장국","7000"
"00009299","싸리골","001","한식","서울특별시 구로구 구로중앙로22길 7 (구로동)","02-862-1323","0","생선+청국장","7000"
